domain,country,prompt_method,respondent_id,PC1_para,PC2_para,PC3_para,PC4_para,PC5_para,PC6_para
privacy,United Kingdom,opencharacter,161,4,5,4,1,7,5
privacy,United Kingdom,opencharacter,162,6,5,3,1,7,5
privacy,United Kingdom,opencharacter,163,7,6,3,1,7,5
privacy,United Kingdom,opencharacter,164,6,7,3,1,7,4
privacy,United Kingdom,opencharacter,165,6,5,4,1,7,5
privacy,United Kingdom,opencharacter,166,7,7,3,1,7,5
privacy,United Kingdom,opencharacter,167,7,5,3,1,7,3
privacy,United Kingdom,opencharacter,168,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,169,6,5,3,1,7,5
privacy,United Kingdom,opencharacter,170,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,171,4,5,3,1,7,5
privacy,United Kingdom,opencharacter,172,7,7,5,1,7,4
privacy,United Kingdom,opencharacter,173,7,7,3,1,7,5
privacy,United Kingdom,opencharacter,174,7,5,4,1,7,5
privacy,United Kingdom,opencharacter,175,7,6,5,1,7,5
privacy,United Kingdom,opencharacter,176,7,3,3,1,5,3
privacy,United Kingdom,opencharacter,177,7,3,3,1,7,4
privacy,United Kingdom,opencharacter,178,7,5,3,1,7,4
privacy,United Kingdom,opencharacter,179,4,5,3,1,7,5
privacy,United Kingdom,opencharacter,180,5,5,3,1,7,3
privacy,United Kingdom,opencharacter,181,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,182,5,4,4,1,7,5
privacy,United Kingdom,opencharacter,183,5,5,3,1,7,4
privacy,United Kingdom,opencharacter,184,7,5,3,1,7,4
privacy,United Kingdom,opencharacter,185,6,3,3,1,7,4
privacy,United Kingdom,opencharacter,186,7,7,3,1,7,5
privacy,United Kingdom,opencharacter,187,4,5,3,1,7,5
privacy,United Kingdom,opencharacter,188,7,7,4,1,7,5
privacy,United Kingdom,opencharacter,189,7,5,4,1,7,5
privacy,United Kingdom,opencharacter,190,7,6,3,1,7,5
privacy,United Kingdom,opencharacter,191,7,7,3,1,4,4
privacy,United Kingdom,opencharacter,192,7,7,4,1,7,5
privacy,United Kingdom,opencharacter,193,5,5,5,1,7,5
privacy,United Kingdom,opencharacter,194,7,5,3,1,7,4
privacy,United Kingdom,opencharacter,195,5,4,4,1,7,5
privacy,United Kingdom,opencharacter,196,7,4,3,1,7,5
privacy,United Kingdom,opencharacter,197,6,7,3,1,7,4
privacy,United Kingdom,opencharacter,198,6,5,3,1,7,3
privacy,United Kingdom,opencharacter,199,5,5,3,1,7,5
privacy,United Kingdom,opencharacter,200,7,6,4,1,7,4
privacy,United Kingdom,opencharacter,201,7,4,3,1,7,5
privacy,United Kingdom,opencharacter,202,7,5,4,1,7,5
privacy,United Kingdom,opencharacter,203,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,204,7,7,3,1,7,4
privacy,United Kingdom,opencharacter,205,7,5,4,1,7,3
privacy,United Kingdom,opencharacter,206,7,7,4,1,7,5
privacy,United Kingdom,opencharacter,207,7,5,4,1,7,5
privacy,United Kingdom,opencharacter,208,6,5,3,1,7,5
privacy,United Kingdom,opencharacter,209,7,5,5,1,7,5
privacy,United Kingdom,opencharacter,210,6,5,3,1,7,5
privacy,United Kingdom,opencharacter,211,7,7,3,1,7,5
privacy,United Kingdom,opencharacter,212,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,213,7,6,4,1,7,5
privacy,United Kingdom,opencharacter,214,7,6,3,1,7,5
privacy,United Kingdom,opencharacter,215,7,2,5,1,7,4
privacy,United Kingdom,opencharacter,216,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,217,7,6,3,1,7,5
privacy,United Kingdom,opencharacter,218,7,5,4,1,7,5
privacy,United Kingdom,opencharacter,219,7,5,3,1,7,4
privacy,United Kingdom,opencharacter,220,7,4,3,1,7,5
privacy,United Kingdom,opencharacter,221,7,4,4,1,7,5
privacy,United Kingdom,opencharacter,222,7,5,3,1,7,4
privacy,United Kingdom,opencharacter,223,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,224,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,225,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,226,5,5,4,1,7,4
privacy,United Kingdom,opencharacter,227,4,5,3,1,7,5
privacy,United Kingdom,opencharacter,228,5,5,3,1,7,5
privacy,United Kingdom,opencharacter,229,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,230,7,5,4,1,7,5
privacy,United Kingdom,opencharacter,231,6,6,3,1,7,5
privacy,United Kingdom,opencharacter,232,7,4,3,1,7,5
privacy,United Kingdom,opencharacter,233,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,234,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,235,7,5,5,1,7,5
privacy,United Kingdom,opencharacter,236,5,5,4,1,7,4
privacy,United Kingdom,opencharacter,237,5,5,5,1,7,4
privacy,United Kingdom,opencharacter,238,5,5,3,1,7,4
privacy,United Kingdom,opencharacter,239,7,7,5,1,7,5
privacy,United Kingdom,opencharacter,240,7,3,3,1,7,4
privacy,United Kingdom,opencharacter,241,7,4,3,1,7,5
privacy,United Kingdom,opencharacter,242,7,6,4,1,7,5
privacy,United Kingdom,opencharacter,243,4,5,3,1,7,5
privacy,United Kingdom,opencharacter,244,7,5,4,1,7,5
privacy,United Kingdom,opencharacter,245,4,6,3,1,7,4
privacy,United Kingdom,opencharacter,246,7,6,4,1,7,5
privacy,United Kingdom,opencharacter,247,5,5,2,1,7,4
privacy,United Kingdom,opencharacter,248,4,5,3,1,7,5
privacy,United Kingdom,opencharacter,249,7,5,4,1,7,4
privacy,United Kingdom,opencharacter,250,7,6,4,1,7,4
privacy,United Kingdom,opencharacter,251,5,5,3,1,7,5
privacy,United Kingdom,opencharacter,252,7,5,3,1,7,4
privacy,United Kingdom,opencharacter,253,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,254,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,255,7,5,4,1,7,4
privacy,United Kingdom,opencharacter,256,7,5,4,1,7,5
privacy,United Kingdom,opencharacter,257,7,6,5,7,7,4
privacy,United Kingdom,opencharacter,258,7,6,3,1,7,6
privacy,United Kingdom,opencharacter,259,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,260,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,261,7,3,5,1,7,4
privacy,United Kingdom,opencharacter,262,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,263,7,7,3,1,7,4
privacy,United Kingdom,opencharacter,264,6,5,1,1,7,5
privacy,United Kingdom,opencharacter,265,4,4,4,1,7,5
privacy,United Kingdom,opencharacter,266,7,5,4,1,5,5
privacy,United Kingdom,opencharacter,267,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,268,7,5,5,1,7,4
privacy,United Kingdom,opencharacter,269,5,5,3,1,7,5
privacy,United Kingdom,opencharacter,270,5,7,3,1,7,5
privacy,United Kingdom,opencharacter,271,7,6,3,1,7,4
privacy,United Kingdom,opencharacter,272,7,6,4,1,7,5
privacy,United Kingdom,opencharacter,273,7,5,4,1,7,5
privacy,United Kingdom,opencharacter,274,6,6,3,1,7,5
privacy,United Kingdom,opencharacter,275,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,276,7,5,4,1,7,5
privacy,United Kingdom,opencharacter,277,6,5,3,1,7,5
privacy,United Kingdom,opencharacter,278,7,7,2,1,7,6
privacy,United Kingdom,opencharacter,279,5,4,3,1,7,4
privacy,United Kingdom,opencharacter,280,7,4,4,1,7,5
privacy,United Kingdom,opencharacter,281,7,6,4,1,7,5
privacy,United Kingdom,opencharacter,282,7,5,3,1,7,4
privacy,United Kingdom,opencharacter,283,7,5,4,1,7,4
privacy,United Kingdom,opencharacter,284,7,6,3,1,7,6
privacy,United Kingdom,opencharacter,285,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,286,5,5,3,1,7,5
privacy,United Kingdom,opencharacter,287,6,6,3,1,7,5
privacy,United Kingdom,opencharacter,288,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,289,7,4,3,1,7,5
privacy,United Kingdom,opencharacter,290,7,3,3,1,7,5
privacy,United Kingdom,opencharacter,291,7,6,3,1,7,4
privacy,United Kingdom,opencharacter,292,7,4,3,1,7,5
privacy,United Kingdom,opencharacter,293,7,7,3,1,7,5
privacy,United Kingdom,opencharacter,294,7,6,3,1,7,5
privacy,United Kingdom,opencharacter,295,7,5,3,1,7,3
privacy,United Kingdom,opencharacter,296,7,5,3,1,7,4
privacy,United Kingdom,opencharacter,297,7,4,3,1,7,4
privacy,United Kingdom,opencharacter,298,5,7,3,1,7,5
privacy,United Kingdom,opencharacter,299,7,6,3,1,7,6
