domain,country,prompt_method,respondent_id,PC1,PC2,PC3,PC4,PC5,PC6
privacy,United Kingdom,opencharacter,37,7,4,5,7,7,5
privacy,United Kingdom,opencharacter,38,5,5,3,7,5,5
privacy,United Kingdom,opencharacter,39,7,5,5,7,4,5
privacy,United Kingdom,opencharacter,40,7,5,5,7,4,5
privacy,United Kingdom,opencharacter,41,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,42,7,5,5,1,5,6
privacy,United Kingdom,opencharacter,43,5,5,5,7,4,5
privacy,United Kingdom,opencharacter,44,7,5,4,7,5,5
privacy,United Kingdom,opencharacter,45,6,5,5,7,7,5
privacy,United Kingdom,opencharacter,46,5,5,4,1,4,5
privacy,United Kingdom,opencharacter,47,7,5,5,7,6,5
privacy,United Kingdom,opencharacter,48,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,49,5,5,5,7,5,5
privacy,United Kingdom,opencharacter,50,7,5,4,7,5,5
privacy,United Kingdom,opencharacter,51,7,5,4,7,4,5
privacy,United Kingdom,opencharacter,52,7,4,6,7,7,5
privacy,United Kingdom,opencharacter,53,5,6,5,7,5,6
privacy,United Kingdom,opencharacter,54,7,6,3,7,4,5
privacy,United Kingdom,opencharacter,55,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,56,4,5,3,7,5,5
privacy,United Kingdom,opencharacter,57,7,6,5,7,7,5
privacy,United Kingdom,opencharacter,58,7,5,3,7,5,5
privacy,United Kingdom,opencharacter,59,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,60,7,5,4,7,5,5
privacy,United Kingdom,opencharacter,61,7,6,3,7,4,5
privacy,United Kingdom,opencharacter,62,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,63,7,5,5,7,5,6
privacy,United Kingdom,opencharacter,64,6,5,5,7,7,4
privacy,United Kingdom,opencharacter,65,7,4,5,1,7,5
privacy,United Kingdom,opencharacter,66,7,5,4,7,4,5
privacy,United Kingdom,opencharacter,67,7,5,4,7,7,5
privacy,United Kingdom,opencharacter,68,7,5,5,7,7,4
privacy,United Kingdom,opencharacter,69,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,70,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,71,5,5,3,7,4,5
privacy,United Kingdom,opencharacter,72,7,5,3,7,5,5
privacy,United Kingdom,opencharacter,73,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,74,7,5,5,7,6,5
privacy,United Kingdom,opencharacter,75,7,5,6,7,7,5
privacy,United Kingdom,opencharacter,76,7,5,5,7,7,5
privacy,United Kingdom,opencharacter,77,7,5,4,7,7,5
privacy,United Kingdom,opencharacter,78,7,5,3,7,6,5
privacy,United Kingdom,opencharacter,79,7,6,5,7,6,5
privacy,United Kingdom,opencharacter,80,7,6,4,6,7,4
privacy,United Kingdom,opencharacter,81,7,4,5,7,5,5
privacy,United Kingdom,opencharacter,82,5,5,5,7,7,5
privacy,United Kingdom,opencharacter,83,7,5,5,7,5,4
privacy,United Kingdom,opencharacter,84,7,4,4,7,7,5
privacy,United Kingdom,opencharacter,85,7,5,5,1,5,5
privacy,United Kingdom,opencharacter,86,7,5,5,7,7,5
privacy,United Kingdom,opencharacter,87,7,5,5,7,7,5
privacy,United Kingdom,opencharacter,88,7,4,5,7,7,6
privacy,United Kingdom,opencharacter,89,6,5,5,1,5,5
privacy,United Kingdom,opencharacter,90,7,5,5,7,7,5
privacy,United Kingdom,opencharacter,91,6,5,5,1,4,5
privacy,United Kingdom,opencharacter,92,5,5,4,7,4,5
privacy,United Kingdom,opencharacter,93,7,3,4,7,6,5
privacy,United Kingdom,opencharacter,94,5,5,5,7,5,5
privacy,United Kingdom,opencharacter,95,6,4,3,7,5,5
privacy,United Kingdom,opencharacter,96,6,4,4,1,5,5
privacy,United Kingdom,opencharacter,97,7,5,5,7,7,5
privacy,United Kingdom,opencharacter,98,7,5,4,7,7,5
privacy,United Kingdom,opencharacter,99,7,5,3,7,6,5
privacy,United Kingdom,opencharacter,100,7,5,5,7,4,5
privacy,United Kingdom,opencharacter,101,4,6,5,7,6,5
privacy,United Kingdom,opencharacter,102,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,103,5,5,5,7,7,5
privacy,United Kingdom,opencharacter,104,7,5,4,7,7,5
privacy,United Kingdom,opencharacter,105,7,4,3,7,7,5
privacy,United Kingdom,opencharacter,106,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,107,7,4,4,1,7,4
privacy,United Kingdom,opencharacter,108,6,5,5,7,5,5
privacy,United Kingdom,opencharacter,109,7,5,3,7,4,5
privacy,United Kingdom,opencharacter,110,6,5,3,7,7,5
privacy,United Kingdom,opencharacter,111,5,3,5,7,6,6
privacy,United Kingdom,opencharacter,112,4,5,3,7,6,5
privacy,United Kingdom,opencharacter,113,7,3,6,7,5,5
privacy,United Kingdom,opencharacter,114,6,5,5,7,4,5
privacy,United Kingdom,opencharacter,115,7,5,5,1,6,6
privacy,United Kingdom,opencharacter,116,7,5,4,7,4,5
privacy,United Kingdom,opencharacter,117,7,5,6,7,7,5
privacy,United Kingdom,opencharacter,118,7,4,5,7,7,5
privacy,United Kingdom,opencharacter,119,4,5,5,7,7,4
privacy,United Kingdom,opencharacter,120,7,5,5,1,4,5
privacy,United Kingdom,opencharacter,121,5,3,5,7,5,5
privacy,United Kingdom,opencharacter,122,7,5,5,1,4,5
privacy,United Kingdom,opencharacter,123,7,5,6,1,5,5
privacy,United Kingdom,opencharacter,124,7,5,5,7,4,5
privacy,United Kingdom,opencharacter,125,7,5,4,7,5,5
privacy,United Kingdom,opencharacter,126,5,5,4,7,5,6
privacy,United Kingdom,opencharacter,127,7,3,5,7,7,5
privacy,United Kingdom,opencharacter,128,7,3,4,7,6,5
privacy,United Kingdom,opencharacter,129,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,130,7,5,3,1,7,5
privacy,United Kingdom,opencharacter,131,7,5,3,7,4,5
privacy,United Kingdom,opencharacter,132,7,5,5,7,7,5
privacy,United Kingdom,opencharacter,133,7,3,6,7,7,5
privacy,United Kingdom,opencharacter,134,7,5,6,7,4,5
privacy,United Kingdom,opencharacter,135,7,5,4,7,6,5
privacy,United Kingdom,opencharacter,136,7,3,5,7,7,5
privacy,United Kingdom,opencharacter,137,7,4,5,7,4,5
privacy,United Kingdom,opencharacter,138,7,5,3,7,7,5
privacy,United Kingdom,opencharacter,139,7,5,6,7,5,5
privacy,United Kingdom,opencharacter,140,5,5,3,7,5,5
privacy,United Kingdom,opencharacter,141,5,5,5,7,7,5
privacy,United Kingdom,opencharacter,142,7,5,4,1,5,5
privacy,United Kingdom,opencharacter,143,7,5,4,7,7,4
privacy,United Kingdom,opencharacter,144,7,5,5,7,7,5
privacy,United Kingdom,opencharacter,145,7,3,3,7,6,5
privacy,United Kingdom,opencharacter,146,5,4,6,7,7,5
privacy,United Kingdom,opencharacter,147,6,6,3,7,6,3
privacy,United Kingdom,opencharacter,148,7,5,4,7,7,5
privacy,United Kingdom,opencharacter,149,7,4,4,7,5,5
privacy,United Kingdom,opencharacter,150,7,5,5,7,7,5
privacy,United Kingdom,opencharacter,151,7,5,4,7,4,5
privacy,United Kingdom,opencharacter,152,6,5,3,1,7,5
privacy,United Kingdom,opencharacter,153,6,5,5,7,4,5
privacy,United Kingdom,opencharacter,154,6,6,4,1,5,5
privacy,United Kingdom,opencharacter,155,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,156,4,4,4,7,5,4
privacy,United Kingdom,opencharacter,157,7,5,4,7,6,5
privacy,United Kingdom,opencharacter,158,7,6,5,7,5,5
privacy,United Kingdom,opencharacter,159,7,3,5,7,6,5
privacy,United Kingdom,opencharacter,160,7,5,5,1,7,5
privacy,United Kingdom,opencharacter,161,7,5,3,7,6,5
privacy,United Kingdom,opencharacter,162,7,5,3,7,5,5
privacy,United Kingdom,opencharacter,163,7,5,4,1,5,5
privacy,United Kingdom,opencharacter,164,6,5,6,1,7,5
privacy,United Kingdom,opencharacter,165,7,5,5,7,7,5
privacy,United Kingdom,opencharacter,166,5,5,5,7,7,5
privacy,United Kingdom,opencharacter,167,7,3,5,7,5,5
privacy,United Kingdom,opencharacter,168,7,4,5,7,4,5
privacy,United Kingdom,opencharacter,169,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,170,5,5,5,7,4,5
privacy,United Kingdom,opencharacter,171,4,6,5,7,7,4
privacy,United Kingdom,opencharacter,172,7,5,5,7,7,5
privacy,United Kingdom,opencharacter,173,7,4,5,7,7,5
privacy,United Kingdom,opencharacter,174,7,5,4,7,6,5
privacy,United Kingdom,opencharacter,175,7,5,4,7,7,5
privacy,United Kingdom,opencharacter,176,7,5,5,7,6,5
privacy,United Kingdom,opencharacter,177,7,6,5,7,7,5
privacy,United Kingdom,opencharacter,178,7,6,4,7,7,5
privacy,United Kingdom,opencharacter,179,6,5,3,1,4,5
privacy,United Kingdom,opencharacter,180,7,5,5,1,6,5
privacy,United Kingdom,opencharacter,181,7,5,5,1,5,5
privacy,United Kingdom,opencharacter,182,6,5,4,7,5,5
privacy,United Kingdom,opencharacter,183,7,6,5,1,7,5
privacy,United Kingdom,opencharacter,184,7,5,3,7,7,5
privacy,United Kingdom,opencharacter,185,6,5,5,7,5,5
privacy,United Kingdom,opencharacter,186,7,5,4,7,5,5
privacy,United Kingdom,opencharacter,187,7,6,5,1,7,5
privacy,United Kingdom,opencharacter,188,5,4,5,7,7,5
privacy,United Kingdom,opencharacter,189,5,5,6,7,6,5
privacy,United Kingdom,opencharacter,190,6,5,4,1,6,5
privacy,United Kingdom,opencharacter,191,7,5,3,7,5,6
privacy,United Kingdom,opencharacter,192,4,4,4,7,6,5
privacy,United Kingdom,opencharacter,193,7,5,5,7,4,5
privacy,United Kingdom,opencharacter,194,7,5,4,7,5,5
privacy,United Kingdom,opencharacter,195,6,4,3,1,6,4
privacy,United Kingdom,opencharacter,196,6,5,4,7,5,5
privacy,United Kingdom,opencharacter,197,7,5,4,7,5,5
privacy,United Kingdom,opencharacter,198,7,5,5,7,5,4
privacy,United Kingdom,opencharacter,199,7,5,5,7,7,6
privacy,United Kingdom,opencharacter,200,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,201,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,202,5,4,4,1,7,5
privacy,United Kingdom,opencharacter,203,6,5,4,1,4,5
privacy,United Kingdom,opencharacter,204,7,5,4,7,5,5
privacy,United Kingdom,opencharacter,205,7,5,5,7,7,6
privacy,United Kingdom,opencharacter,206,7,4,5,7,7,5
privacy,United Kingdom,opencharacter,207,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,208,7,5,5,7,4,5
privacy,United Kingdom,opencharacter,209,7,5,5,7,7,5
privacy,United Kingdom,opencharacter,210,4,5,2,7,5,5
privacy,United Kingdom,opencharacter,211,7,5,3,7,6,5
privacy,United Kingdom,opencharacter,212,7,5,4,7,5,6
privacy,United Kingdom,opencharacter,213,6,6,3,7,5,5
privacy,United Kingdom,opencharacter,214,7,5,5,7,7,5
privacy,United Kingdom,opencharacter,215,7,5,4,7,5,5
privacy,United Kingdom,opencharacter,216,6,5,4,7,5,5
privacy,United Kingdom,opencharacter,217,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,218,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,219,5,3,4,7,5,5
privacy,United Kingdom,opencharacter,220,7,5,4,1,4,5
privacy,United Kingdom,opencharacter,221,7,5,5,7,7,4
privacy,United Kingdom,opencharacter,222,7,5,5,1,4,5
privacy,United Kingdom,opencharacter,223,7,5,5,7,6,5
privacy,United Kingdom,opencharacter,224,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,225,7,5,5,7,4,5
privacy,United Kingdom,opencharacter,226,5,4,4,7,5,5
privacy,United Kingdom,opencharacter,227,7,5,5,7,6,5
privacy,United Kingdom,opencharacter,228,6,5,4,1,6,5
privacy,United Kingdom,opencharacter,229,7,5,6,1,5,5
privacy,United Kingdom,opencharacter,230,7,5,4,7,5,5
privacy,United Kingdom,opencharacter,231,7,4,5,1,5,5
privacy,United Kingdom,opencharacter,232,4,5,3,7,4,5
privacy,United Kingdom,opencharacter,233,7,4,5,7,5,4
privacy,United Kingdom,opencharacter,234,7,5,3,7,7,5
privacy,United Kingdom,opencharacter,235,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,236,7,5,4,7,4,5
privacy,United Kingdom,opencharacter,237,7,3,5,7,5,5
privacy,United Kingdom,opencharacter,238,5,6,3,7,7,6
privacy,United Kingdom,opencharacter,239,7,5,5,7,7,5
privacy,United Kingdom,opencharacter,240,7,4,4,7,4,5
privacy,United Kingdom,opencharacter,241,7,5,4,7,7,5
privacy,United Kingdom,opencharacter,242,6,4,4,1,7,5
privacy,United Kingdom,opencharacter,243,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,244,7,5,5,7,4,4
privacy,United Kingdom,opencharacter,245,4,5,4,7,6,5
privacy,United Kingdom,opencharacter,246,7,5,5,1,5,5
privacy,United Kingdom,opencharacter,247,6,5,3,7,6,4
privacy,United Kingdom,opencharacter,248,6,5,5,7,5,5
privacy,United Kingdom,opencharacter,249,7,3,4,7,7,5
privacy,United Kingdom,opencharacter,250,6,5,5,7,5,5
privacy,United Kingdom,opencharacter,251,5,5,2,1,5,3
privacy,United Kingdom,opencharacter,252,7,5,4,7,5,5
privacy,United Kingdom,opencharacter,253,6,5,3,7,5,5
privacy,United Kingdom,opencharacter,254,7,5,5,7,6,5
privacy,United Kingdom,opencharacter,255,6,5,5,7,5,5
privacy,United Kingdom,opencharacter,256,5,4,3,7,6,5
privacy,United Kingdom,opencharacter,257,7,6,4,7,7,5
privacy,United Kingdom,opencharacter,258,7,5,4,7,5,5
privacy,United Kingdom,opencharacter,259,7,5,2,7,5,5
privacy,United Kingdom,opencharacter,260,7,6,6,7,4,5
privacy,United Kingdom,opencharacter,261,7,5,5,7,6,5
privacy,United Kingdom,opencharacter,262,6,5,3,1,5,5
privacy,United Kingdom,opencharacter,263,7,5,5,7,6,5
privacy,United Kingdom,opencharacter,264,4,5,4,7,6,6
privacy,United Kingdom,opencharacter,265,7,5,4,7,6,5
privacy,United Kingdom,opencharacter,266,7,3,5,7,7,5
privacy,United Kingdom,opencharacter,267,7,5,5,7,7,5
privacy,United Kingdom,opencharacter,268,7,5,5,7,7,5
privacy,United Kingdom,opencharacter,269,5,5,3,7,4,5
privacy,United Kingdom,opencharacter,270,7,3,4,1,7,5
privacy,United Kingdom,opencharacter,271,7,3,5,7,7,5
privacy,United Kingdom,opencharacter,272,5,5,5,7,5,4
privacy,United Kingdom,opencharacter,273,7,5,4,7,5,5
privacy,United Kingdom,opencharacter,274,7,5,4,1,7,6
privacy,United Kingdom,opencharacter,275,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,276,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,277,7,3,5,7,4,5
privacy,United Kingdom,opencharacter,278,4,4,4,7,7,5
privacy,United Kingdom,opencharacter,279,7,5,5,7,7,5
privacy,United Kingdom,opencharacter,280,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,281,7,5,5,7,7,5
privacy,United Kingdom,opencharacter,282,5,4,5,7,4,5
privacy,United Kingdom,opencharacter,283,7,5,3,7,7,5
privacy,United Kingdom,opencharacter,284,5,5,5,7,5,5
privacy,United Kingdom,opencharacter,285,7,4,4,7,5,5
privacy,United Kingdom,opencharacter,286,7,5,4,7,5,5
privacy,United Kingdom,opencharacter,287,7,5,5,7,5,5
privacy,United Kingdom,opencharacter,288,5,5,4,7,5,5
privacy,United Kingdom,opencharacter,289,6,5,6,7,5,5
privacy,United Kingdom,opencharacter,290,7,5,4,7,7,6
privacy,United Kingdom,opencharacter,291,7,5,5,7,3,5
privacy,United Kingdom,opencharacter,292,7,4,5,7,7,5
privacy,United Kingdom,opencharacter,293,6,5,5,7,7,4
privacy,United Kingdom,opencharacter,294,7,3,5,7,6,5
privacy,United Kingdom,opencharacter,295,5,3,5,7,7,5
privacy,United Kingdom,opencharacter,296,7,5,4,7,6,5
privacy,United Kingdom,opencharacter,297,7,3,4,1,5,5
privacy,United Kingdom,opencharacter,298,7,5,4,7,7,5
privacy,United Kingdom,opencharacter,299,7,5,5,7,5,5
