domain,country,prompt_method,respondent_id,PC1_para,PC2_para,PC3_para,PC4_para,PC5_para,PC6_para
privacy,United Kingdom,deep_persona,142,3,3,1,1,3,2
privacy,United Kingdom,deep_persona,143,3,3,2,1,5,3
privacy,United Kingdom,deep_persona,144,7,5,1,7,7,3
privacy,United Kingdom,deep_persona,145,5,3,1,1,1,3
privacy,United Kingdom,deep_persona,146,1,3,1,1,4,2
privacy,United Kingdom,deep_persona,147,1,2,1,1,1,1
privacy,United Kingdom,deep_persona,148,5,4,4,1,4,5
privacy,United Kingdom,deep_persona,149,3,5,1,1,1,5
privacy,United Kingdom,deep_persona,150,3,3,1,1,1,3
privacy,United Kingdom,deep_persona,151,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,152,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,153,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,154,7,3,5,1,3,3
privacy,United Kingdom,deep_persona,155,1,2,1,1,1,1
privacy,United Kingdom,deep_persona,156,1,4,1,1,1,1
privacy,United Kingdom,deep_persona,157,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,158,3,5,1,1,4,4
privacy,United Kingdom,deep_persona,159,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,160,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,161,1,2,1,1,1,5
privacy,United Kingdom,deep_persona,162,5,3,1,1,4,5
privacy,United Kingdom,deep_persona,163,7,5,1,1,1,4
privacy,United Kingdom,deep_persona,164,1,6,1,1,1,5
privacy,United Kingdom,deep_persona,165,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,166,1,1,1,1,1,5
privacy,United Kingdom,deep_persona,167,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,168,5,3,3,1,3,4
privacy,United Kingdom,deep_persona,169,6,3,1,1,7,4
privacy,United Kingdom,deep_persona,170,7,3,5,7,7,5
privacy,United Kingdom,deep_persona,171,2,3,1,1,2,5
privacy,United Kingdom,deep_persona,172,3,5,1,1,1,3
privacy,United Kingdom,deep_persona,173,5,5,1,1,1,5
privacy,United Kingdom,deep_persona,174,1,1,1,1,1,3
privacy,United Kingdom,deep_persona,175,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,176,4,1,1,1,3,1
privacy,United Kingdom,deep_persona,177,6,3,5,1,3,3
privacy,United Kingdom,deep_persona,178,4,4,5,1,5,5
privacy,United Kingdom,deep_persona,179,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,180,3,6,3,1,1,3
privacy,United Kingdom,deep_persona,181,1,2,1,1,1,1
privacy,United Kingdom,deep_persona,182,3,4,2,1,4,2
privacy,United Kingdom,deep_persona,183,5,4,4,7,7,4
privacy,United Kingdom,deep_persona,184,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,185,5,5,3,7,7,5
privacy,United Kingdom,deep_persona,186,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,187,1,1,1,1,1,5
privacy,United Kingdom,deep_persona,188,5,4,3,1,5,5
privacy,United Kingdom,deep_persona,189,5,3,1,1,7,4
privacy,United Kingdom,deep_persona,190,4,3,1,1,1,3
privacy,United Kingdom,deep_persona,191,3,5,1,1,7,4
privacy,United Kingdom,deep_persona,192,4,3,1,1,3,4
privacy,United Kingdom,deep_persona,193,1,5,1,1,1,1
privacy,United Kingdom,deep_persona,194,5,6,2,1,7,4
privacy,United Kingdom,deep_persona,195,1,2,1,1,1,3
privacy,United Kingdom,deep_persona,196,3,2,6,1,3,5
privacy,United Kingdom,deep_persona,197,1,3,1,1,2,1
privacy,United Kingdom,deep_persona,198,5,4,3,1,4,4
privacy,United Kingdom,deep_persona,199,5,5,1,1,4,1
privacy,United Kingdom,deep_persona,200,3,1,1,1,3,2
privacy,United Kingdom,deep_persona,201,1,2,1,1,2,1
privacy,United Kingdom,deep_persona,202,1,1,1,1,1,4
privacy,United Kingdom,deep_persona,203,5,4,3,7,7,1
privacy,United Kingdom,deep_persona,204,1,3,1,1,1,4
privacy,United Kingdom,deep_persona,205,5,4,1,1,5,3
privacy,United Kingdom,deep_persona,206,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,207,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,208,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,209,3,4,5,7,5,4
privacy,United Kingdom,deep_persona,210,7,5,5,7,7,5
privacy,United Kingdom,deep_persona,211,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,212,1,1,1,1,1,3
privacy,United Kingdom,deep_persona,213,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,214,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,215,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,216,4,5,1,1,3,5
privacy,United Kingdom,deep_persona,217,3,3,2,1,4,3
privacy,United Kingdom,deep_persona,218,3,1,1,1,1,2
privacy,United Kingdom,deep_persona,219,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,220,3,4,1,1,3,2
privacy,United Kingdom,deep_persona,221,1,2,1,1,7,1
privacy,United Kingdom,deep_persona,222,5,3,1,1,4,1
privacy,United Kingdom,deep_persona,223,3,3,1,1,1,4
privacy,United Kingdom,deep_persona,224,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,225,1,1,1,1,1,4
privacy,United Kingdom,deep_persona,226,4,4,3,7,3,5
privacy,United Kingdom,deep_persona,227,2,5,1,7,4,4
privacy,United Kingdom,deep_persona,228,1,2,1,1,1,1
privacy,United Kingdom,deep_persona,229,1,3,1,1,1,3
privacy,United Kingdom,deep_persona,230,7,2,5,7,7,4
privacy,United Kingdom,deep_persona,231,1,5,1,1,1,1
privacy,United Kingdom,deep_persona,232,5,4,1,1,1,4
privacy,United Kingdom,deep_persona,233,1,4,1,1,1,6
privacy,United Kingdom,deep_persona,234,5,5,7,7,7,5
privacy,United Kingdom,deep_persona,235,1,3,1,1,3,3
privacy,United Kingdom,deep_persona,236,3,3,1,1,1,3
privacy,United Kingdom,deep_persona,237,4,4,4,1,5,5
privacy,United Kingdom,deep_persona,238,5,4,1,7,4,1
privacy,United Kingdom,deep_persona,239,5,2,5,1,5,5
privacy,United Kingdom,deep_persona,240,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,241,3,2,3,1,3,3
privacy,United Kingdom,deep_persona,242,3,3,3,1,5,4
privacy,United Kingdom,deep_persona,243,5,5,4,7,7,3
privacy,United Kingdom,deep_persona,244,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,245,1,5,1,1,1,5
privacy,United Kingdom,deep_persona,246,1,3,1,1,1,2
privacy,United Kingdom,deep_persona,247,7,5,4,7,6,4
privacy,United Kingdom,deep_persona,248,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,249,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,250,4,5,1,1,3,4
privacy,United Kingdom,deep_persona,251,1,2,1,1,1,1
privacy,United Kingdom,deep_persona,252,7,5,3,1,1,5
privacy,United Kingdom,deep_persona,253,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,254,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,255,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,256,7,5,6,7,7,3
privacy,United Kingdom,deep_persona,257,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,258,5,3,5,1,4,3
privacy,United Kingdom,deep_persona,259,1,3,1,1,1,5
privacy,United Kingdom,deep_persona,260,1,2,1,1,1,1
privacy,United Kingdom,deep_persona,261,1,4,1,1,1,1
privacy,United Kingdom,deep_persona,262,1,5,1,1,1,5
privacy,United Kingdom,deep_persona,263,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,264,4,5,3,1,4,5
privacy,United Kingdom,deep_persona,265,2,5,1,1,3,4
privacy,United Kingdom,deep_persona,266,7,5,4,7,7,3
privacy,United Kingdom,deep_persona,267,3,3,1,1,3,4
privacy,United Kingdom,deep_persona,268,1,2,1,1,1,5
privacy,United Kingdom,deep_persona,269,1,3,1,1,1,5
privacy,United Kingdom,deep_persona,270,1,3,1,1,1,5
privacy,United Kingdom,deep_persona,271,1,1,1,1,1,3
privacy,United Kingdom,deep_persona,272,1,4,1,1,1,1
privacy,United Kingdom,deep_persona,273,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,274,1,1,1,1,1,5
privacy,United Kingdom,deep_persona,275,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,276,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,277,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,278,1,2,1,1,1,1
privacy,United Kingdom,deep_persona,279,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,280,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,281,5,4,5,1,5,3
privacy,United Kingdom,deep_persona,282,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,283,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,284,3,3,1,1,7,3
privacy,United Kingdom,deep_persona,285,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,286,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,287,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,288,5,1,1,1,1,1
privacy,United Kingdom,deep_persona,289,7,4,1,7,7,5
privacy,United Kingdom,deep_persona,290,1,3,1,1,1,3
privacy,United Kingdom,deep_persona,291,1,3,1,1,1,4
privacy,United Kingdom,deep_persona,292,1,5,1,1,1,4
privacy,United Kingdom,deep_persona,293,1,4,1,1,1,3
privacy,United Kingdom,deep_persona,294,4,5,2,1,4,4
privacy,United Kingdom,deep_persona,295,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,296,1,1,1,1,1,3
privacy,United Kingdom,deep_persona,297,4,3,2,1,3,1
privacy,United Kingdom,deep_persona,298,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,299,4,2,1,1,4,3
