domain,country,prompt_method,respondent_id,PC1,PC2,PC3,PC4,PC5,PC6
privacy,United Kingdom,cultural,68,7,4,4,1,4,4
privacy,United Kingdom,cultural,69,5,4,5,1,5,4
privacy,United Kingdom,cultural,70,7,5,5,1,6,5
privacy,United Kingdom,cultural,71,7,5,4,1,5,5
privacy,United Kingdom,cultural,72,7,5,5,3,5,3
privacy,United Kingdom,cultural,73,5,3,5,1,5,4
privacy,United Kingdom,cultural,74,5,4,5,1,5,5
privacy,United Kingdom,cultural,75,5,3,4,1,5,4
privacy,United Kingdom,cultural,76,5,5,4,1,5,3
privacy,United Kingdom,cultural,77,7,5,4,1,4,5
privacy,United Kingdom,cultural,78,7,5,5,1,6,3
privacy,United Kingdom,cultural,79,7,5,5,1,5,5
privacy,United Kingdom,cultural,80,7,3,4,1,5,5
privacy,United Kingdom,cultural,81,6,3,5,1,5,5
privacy,United Kingdom,cultural,82,5,5,4,1,5,4
privacy,United Kingdom,cultural,83,5,5,5,1,5,4
privacy,United Kingdom,cultural,84,5,4,5,1,5,4
privacy,United Kingdom,cultural,85,5,5,4,1,5,4
privacy,United Kingdom,cultural,86,6,3,5,1,5,4
privacy,United Kingdom,cultural,87,5,5,5,1,5,5
privacy,United Kingdom,cultural,88,7,5,4,1,5,5
privacy,United Kingdom,cultural,89,6,5,4,1,5,3
privacy,United Kingdom,cultural,90,5,5,4,1,5,4
privacy,United Kingdom,cultural,91,6,5,5,1,5,4
privacy,United Kingdom,cultural,92,7,5,4,1,5,5
privacy,United Kingdom,cultural,93,6,5,5,1,5,4
privacy,United Kingdom,cultural,94,6,5,5,1,5,5
privacy,United Kingdom,cultural,95,7,4,5,1,5,4
privacy,United Kingdom,cultural,96,6,5,5,1,3,4
privacy,United Kingdom,cultural,97,7,5,6,1,5,5
privacy,United Kingdom,cultural,98,7,5,4,1,5,4
privacy,United Kingdom,cultural,99,5,4,4,1,5,5
privacy,United Kingdom,cultural,100,6,5,4,1,5,3
privacy,United Kingdom,cultural,101,6,5,4,1,5,3
privacy,United Kingdom,cultural,102,5,5,5,1,5,5
privacy,United Kingdom,cultural,103,5,5,5,1,5,5
privacy,United Kingdom,cultural,104,4,5,4,1,5,5
privacy,United Kingdom,cultural,105,6,4,4,1,5,5
privacy,United Kingdom,cultural,106,5,5,5,1,5,3
privacy,United Kingdom,cultural,107,5,3,4,1,4,5
privacy,United Kingdom,cultural,108,6,5,5,1,5,5
privacy,United Kingdom,cultural,109,5,6,5,1,5,4
privacy,United Kingdom,cultural,110,7,4,5,1,5,5
privacy,United Kingdom,cultural,111,7,6,4,1,5,4
privacy,United Kingdom,cultural,112,7,3,4,1,5,5
privacy,United Kingdom,cultural,113,5,5,5,1,5,5
privacy,United Kingdom,cultural,114,6,5,5,1,5,3
privacy,United Kingdom,cultural,115,6,5,5,1,5,3
privacy,United Kingdom,cultural,116,5,5,5,1,5,5
privacy,United Kingdom,cultural,117,7,4,5,1,5,5
privacy,United Kingdom,cultural,118,5,5,5,1,5,5
privacy,United Kingdom,cultural,119,5,5,5,1,5,5
privacy,United Kingdom,cultural,120,5,5,6,1,5,5
privacy,United Kingdom,cultural,121,5,5,5,1,4,5
privacy,United Kingdom,cultural,122,5,4,4,1,5,4
privacy,United Kingdom,cultural,123,5,5,4,1,5,3
privacy,United Kingdom,cultural,124,6,3,5,1,5,5
privacy,United Kingdom,cultural,125,6,3,5,1,5,3
privacy,United Kingdom,cultural,126,7,3,5,1,5,4
privacy,United Kingdom,cultural,127,5,5,4,1,5,4
privacy,United Kingdom,cultural,128,6,5,5,1,5,3
privacy,United Kingdom,cultural,129,6,5,5,1,5,4
privacy,United Kingdom,cultural,130,5,5,4,1,5,5
privacy,United Kingdom,cultural,131,6,5,5,1,5,5
privacy,United Kingdom,cultural,132,7,5,5,7,5,3
privacy,United Kingdom,cultural,133,6,3,4,1,5,4
privacy,United Kingdom,cultural,134,5,4,4,1,5,5
privacy,United Kingdom,cultural,135,5,5,4,1,5,4
privacy,United Kingdom,cultural,136,7,5,4,1,5,4
privacy,United Kingdom,cultural,137,5,5,5,1,5,4
privacy,United Kingdom,cultural,138,5,6,4,1,5,5
privacy,United Kingdom,cultural,139,7,5,5,1,5,4
privacy,United Kingdom,cultural,140,7,3,5,1,4,4
privacy,United Kingdom,cultural,141,5,5,5,1,5,5
privacy,United Kingdom,cultural,142,6,5,5,1,6,5
privacy,United Kingdom,cultural,143,7,4,5,1,5,5
privacy,United Kingdom,cultural,144,6,5,4,1,5,5
privacy,United Kingdom,cultural,145,7,4,5,1,5,5
privacy,United Kingdom,cultural,146,6,5,4,1,5,4
privacy,United Kingdom,cultural,147,6,4,4,1,4,5
privacy,United Kingdom,cultural,148,7,3,5,1,5,5
privacy,United Kingdom,cultural,149,5,3,5,1,5,5
privacy,United Kingdom,cultural,150,5,5,4,1,5,5
privacy,United Kingdom,cultural,151,5,5,5,1,5,5
privacy,United Kingdom,cultural,152,5,4,5,1,5,4
privacy,United Kingdom,cultural,153,6,3,4,1,5,4
privacy,United Kingdom,cultural,154,5,4,5,1,5,4
privacy,United Kingdom,cultural,155,5,5,5,1,5,5
privacy,United Kingdom,cultural,156,5,4,4,1,5,5
privacy,United Kingdom,cultural,157,5,5,5,1,5,4
privacy,United Kingdom,cultural,158,5,5,4,1,5,5
privacy,United Kingdom,cultural,159,7,3,4,1,5,5
privacy,United Kingdom,cultural,160,5,4,5,1,5,5
privacy,United Kingdom,cultural,161,5,5,5,1,4,4
privacy,United Kingdom,cultural,162,5,5,5,1,5,5
privacy,United Kingdom,cultural,163,7,5,5,1,5,4
privacy,United Kingdom,cultural,164,7,4,5,1,5,4
privacy,United Kingdom,cultural,165,5,5,4,1,5,5
privacy,United Kingdom,cultural,166,5,5,4,1,5,5
privacy,United Kingdom,cultural,167,5,5,5,1,5,5
privacy,United Kingdom,cultural,168,6,5,4,1,5,5
privacy,United Kingdom,cultural,169,7,5,4,1,5,5
privacy,United Kingdom,cultural,170,7,4,6,1,6,4
privacy,United Kingdom,cultural,171,7,5,4,1,4,3
privacy,United Kingdom,cultural,172,7,5,4,1,5,4
privacy,United Kingdom,cultural,173,6,4,4,1,5,5
privacy,United Kingdom,cultural,174,5,5,4,1,4,3
privacy,United Kingdom,cultural,175,7,5,5,1,5,5
privacy,United Kingdom,cultural,176,5,5,4,1,4,4
privacy,United Kingdom,cultural,177,6,3,4,1,5,5
privacy,United Kingdom,cultural,178,5,5,5,1,4,4
privacy,United Kingdom,cultural,179,7,4,4,1,4,5
privacy,United Kingdom,cultural,180,5,5,5,1,5,5
privacy,United Kingdom,cultural,181,5,4,5,1,5,5
privacy,United Kingdom,cultural,182,7,5,4,1,5,3
privacy,United Kingdom,cultural,183,6,4,4,1,5,5
privacy,United Kingdom,cultural,184,5,4,6,3,5,5
privacy,United Kingdom,cultural,185,7,5,4,1,5,5
privacy,United Kingdom,cultural,186,5,5,5,1,5,5
privacy,United Kingdom,cultural,187,5,5,6,1,5,5
privacy,United Kingdom,cultural,188,7,5,5,1,5,5
privacy,United Kingdom,cultural,189,6,4,5,1,5,3
privacy,United Kingdom,cultural,190,6,4,5,1,5,4
privacy,United Kingdom,cultural,191,5,5,5,1,5,5
privacy,United Kingdom,cultural,192,6,5,5,1,5,5
privacy,United Kingdom,cultural,193,5,5,5,1,5,4
privacy,United Kingdom,cultural,194,7,5,5,1,5,4
privacy,United Kingdom,cultural,195,5,4,4,1,5,5
privacy,United Kingdom,cultural,196,5,5,6,1,5,5
privacy,United Kingdom,cultural,197,7,5,5,1,5,5
privacy,United Kingdom,cultural,198,5,3,5,1,5,5
privacy,United Kingdom,cultural,199,5,5,5,1,5,5
privacy,United Kingdom,cultural,200,5,3,4,1,5,4
privacy,United Kingdom,cultural,201,6,4,5,1,5,5
privacy,United Kingdom,cultural,202,7,5,4,1,4,5
privacy,United Kingdom,cultural,203,6,5,5,1,5,5
privacy,United Kingdom,cultural,204,7,4,4,1,5,5
privacy,United Kingdom,cultural,205,5,5,5,1,5,4
privacy,United Kingdom,cultural,206,5,5,5,1,5,5
privacy,United Kingdom,cultural,207,5,5,5,1,5,4
privacy,United Kingdom,cultural,208,5,5,5,1,4,5
privacy,United Kingdom,cultural,209,7,4,5,1,5,4
privacy,United Kingdom,cultural,210,5,5,4,1,5,5
privacy,United Kingdom,cultural,211,5,4,5,1,6,4
privacy,United Kingdom,cultural,212,5,5,4,1,5,5
privacy,United Kingdom,cultural,213,7,4,4,1,5,4
privacy,United Kingdom,cultural,214,7,5,5,1,5,5
privacy,United Kingdom,cultural,215,6,5,4,1,6,4
privacy,United Kingdom,cultural,216,7,4,4,1,5,4
privacy,United Kingdom,cultural,217,7,5,4,1,5,5
privacy,United Kingdom,cultural,218,5,5,4,1,5,5
privacy,United Kingdom,cultural,219,6,4,5,1,5,3
privacy,United Kingdom,cultural,220,6,5,6,1,5,3
privacy,United Kingdom,cultural,221,5,5,5,1,5,5
privacy,United Kingdom,cultural,222,5,5,5,1,5,5
privacy,United Kingdom,cultural,223,6,3,5,1,4,4
privacy,United Kingdom,cultural,224,5,5,4,1,5,4
privacy,United Kingdom,cultural,225,6,4,5,4,6,5
privacy,United Kingdom,cultural,226,6,5,5,1,5,5
privacy,United Kingdom,cultural,227,6,5,5,1,5,6
privacy,United Kingdom,cultural,228,6,5,5,1,6,5
privacy,United Kingdom,cultural,229,6,5,4,1,5,4
privacy,United Kingdom,cultural,230,5,5,5,1,6,5
privacy,United Kingdom,cultural,231,5,4,4,1,4,3
privacy,United Kingdom,cultural,232,6,5,5,1,5,5
privacy,United Kingdom,cultural,233,5,5,5,1,6,4
privacy,United Kingdom,cultural,234,6,3,4,1,5,5
privacy,United Kingdom,cultural,235,5,4,5,1,5,3
privacy,United Kingdom,cultural,236,5,5,6,1,5,5
privacy,United Kingdom,cultural,237,7,5,4,1,5,4
privacy,United Kingdom,cultural,238,7,5,5,1,5,4
privacy,United Kingdom,cultural,239,7,4,5,1,5,4
privacy,United Kingdom,cultural,240,6,5,4,1,5,5
privacy,United Kingdom,cultural,241,7,4,5,1,5,3
privacy,United Kingdom,cultural,242,5,5,5,1,5,5
privacy,United Kingdom,cultural,243,6,5,4,1,5,5
privacy,United Kingdom,cultural,244,7,4,5,1,5,4
privacy,United Kingdom,cultural,245,5,5,5,1,4,4
privacy,United Kingdom,cultural,246,6,4,6,1,5,5
privacy,United Kingdom,cultural,247,4,4,5,1,5,5
privacy,United Kingdom,cultural,248,7,5,5,1,5,3
privacy,United Kingdom,cultural,249,5,5,5,1,5,5
privacy,United Kingdom,cultural,250,5,5,5,1,5,5
privacy,United Kingdom,cultural,251,5,3,5,1,5,5
privacy,United Kingdom,cultural,252,7,3,5,1,5,5
privacy,United Kingdom,cultural,253,6,5,5,1,5,4
privacy,United Kingdom,cultural,254,7,4,4,1,5,4
privacy,United Kingdom,cultural,255,5,5,5,1,5,4
privacy,United Kingdom,cultural,256,5,4,5,1,5,3
privacy,United Kingdom,cultural,257,4,5,5,1,5,4
privacy,United Kingdom,cultural,258,5,3,5,1,5,5
privacy,United Kingdom,cultural,259,7,4,5,1,5,5
privacy,United Kingdom,cultural,260,5,4,4,1,4,4
privacy,United Kingdom,cultural,261,5,3,5,1,6,5
privacy,United Kingdom,cultural,262,5,5,5,7,5,3
privacy,United Kingdom,cultural,263,5,4,5,1,5,5
privacy,United Kingdom,cultural,264,7,5,5,1,5,4
privacy,United Kingdom,cultural,265,7,5,4,1,5,4
privacy,United Kingdom,cultural,266,5,5,5,1,5,5
privacy,United Kingdom,cultural,267,6,5,4,1,5,5
privacy,United Kingdom,cultural,268,6,4,5,1,5,5
privacy,United Kingdom,cultural,269,7,3,5,1,4,4
privacy,United Kingdom,cultural,270,5,4,5,1,5,5
privacy,United Kingdom,cultural,271,5,4,5,1,5,4
privacy,United Kingdom,cultural,272,5,5,5,1,6,5
privacy,United Kingdom,cultural,273,5,3,5,1,5,4
privacy,United Kingdom,cultural,274,5,5,5,1,5,5
privacy,United Kingdom,cultural,275,5,5,4,7,5,5
privacy,United Kingdom,cultural,276,6,5,4,1,5,3
privacy,United Kingdom,cultural,277,6,5,3,1,5,3
privacy,United Kingdom,cultural,278,5,5,5,1,5,4
privacy,United Kingdom,cultural,279,5,5,4,1,5,4
privacy,United Kingdom,cultural,280,6,4,5,1,6,5
privacy,United Kingdom,cultural,281,7,5,5,1,5,5
privacy,United Kingdom,cultural,282,5,5,5,1,5,5
privacy,United Kingdom,cultural,283,5,5,5,1,5,4
privacy,United Kingdom,cultural,284,5,4,5,1,4,3
privacy,United Kingdom,cultural,285,7,5,4,1,4,5
privacy,United Kingdom,cultural,286,6,4,5,1,5,5
privacy,United Kingdom,cultural,287,6,5,5,1,5,5
privacy,United Kingdom,cultural,288,7,3,4,1,5,5
privacy,United Kingdom,cultural,289,5,4,5,1,5,5
privacy,United Kingdom,cultural,290,7,4,5,1,5,5
privacy,United Kingdom,cultural,291,5,4,5,1,5,4
privacy,United Kingdom,cultural,292,6,4,5,1,5,5
privacy,United Kingdom,cultural,293,6,5,5,1,5,3
privacy,United Kingdom,cultural,294,7,5,4,1,6,4
privacy,United Kingdom,cultural,295,6,5,4,1,5,4
privacy,United Kingdom,cultural,296,7,4,4,7,5,4
privacy,United Kingdom,cultural,297,5,5,4,1,5,5
privacy,United Kingdom,cultural,298,5,3,5,1,5,4
privacy,United Kingdom,cultural,299,5,5,5,1,5,5
