domain,country,prompt_method,respondent_id,PC1,PC2,PC3,PC4,PC5,PC6
privacy,United Kingdom,deep_persona,73,4,2,1,7,4,1
privacy,United Kingdom,deep_persona,74,2,5,1,1,5,1
privacy,United Kingdom,deep_persona,75,4,5,1,7,4,1
privacy,United Kingdom,deep_persona,76,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,77,1,5,1,7,5,1
privacy,United Kingdom,deep_persona,78,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,79,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,80,1,3,1,7,4,1
privacy,United Kingdom,deep_persona,81,1,2,1,1,1,1
privacy,United Kingdom,deep_persona,82,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,83,7,1,1,7,1,1
privacy,United Kingdom,deep_persona,84,1,1,1,1,4,1
privacy,United Kingdom,deep_persona,85,1,5,1,1,3,1
privacy,United Kingdom,deep_persona,86,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,87,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,88,3,1,1,1,1,1
privacy,United Kingdom,deep_persona,89,3,5,1,3,4,5
privacy,United Kingdom,deep_persona,90,1,1,1,7,3,1
privacy,United Kingdom,deep_persona,91,4,3,1,4,3,3
privacy,United Kingdom,deep_persona,92,4,3,5,7,4,3
privacy,United Kingdom,deep_persona,93,1,4,1,1,1,1
privacy,United Kingdom,deep_persona,94,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,95,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,96,4,3,1,4,5,1
privacy,United Kingdom,deep_persona,97,4,3,1,7,3,1
privacy,United Kingdom,deep_persona,98,7,1,1,7,1,1
privacy,United Kingdom,deep_persona,99,3,3,1,7,3,1
privacy,United Kingdom,deep_persona,100,2,3,2,1,3,2
privacy,United Kingdom,deep_persona,101,1,4,1,1,1,1
privacy,United Kingdom,deep_persona,102,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,103,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,104,1,5,1,1,1,1
privacy,United Kingdom,deep_persona,105,1,5,1,1,3,1
privacy,United Kingdom,deep_persona,106,2,5,1,1,3,1
privacy,United Kingdom,deep_persona,107,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,108,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,109,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,110,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,111,1,4,1,1,3,1
privacy,United Kingdom,deep_persona,112,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,113,2,3,1,1,1,1
privacy,United Kingdom,deep_persona,114,4,5,5,7,5,5
privacy,United Kingdom,deep_persona,115,1,4,1,1,3,1
privacy,United Kingdom,deep_persona,116,1,1,1,1,3,1
privacy,United Kingdom,deep_persona,117,1,2,1,1,1,1
privacy,United Kingdom,deep_persona,118,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,119,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,120,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,121,1,3,1,1,3,6
privacy,United Kingdom,deep_persona,122,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,123,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,124,3,4,1,7,4,1
privacy,United Kingdom,deep_persona,125,1,3,1,1,5,1
privacy,United Kingdom,deep_persona,126,5,5,1,1,5,1
privacy,United Kingdom,deep_persona,127,5,4,3,7,5,2
privacy,United Kingdom,deep_persona,128,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,129,1,6,1,1,3,1
privacy,United Kingdom,deep_persona,130,1,2,1,1,1,1
privacy,United Kingdom,deep_persona,131,3,3,1,1,4,1
privacy,United Kingdom,deep_persona,132,4,5,1,7,2,1
privacy,United Kingdom,deep_persona,133,1,5,1,1,4,1
privacy,United Kingdom,deep_persona,134,1,3,1,1,3,1
privacy,United Kingdom,deep_persona,135,5,3,1,7,3,3
privacy,United Kingdom,deep_persona,136,1,3,1,1,4,4
privacy,United Kingdom,deep_persona,137,5,3,1,3,4,1
privacy,United Kingdom,deep_persona,138,4,3,4,7,5,1
privacy,United Kingdom,deep_persona,139,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,140,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,141,4,5,3,7,5,1
privacy,United Kingdom,deep_persona,142,1,3,1,1,3,1
privacy,United Kingdom,deep_persona,143,3,5,1,1,3,1
privacy,United Kingdom,deep_persona,144,7,3,2,7,7,3
privacy,United Kingdom,deep_persona,145,3,3,1,1,4,1
privacy,United Kingdom,deep_persona,146,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,147,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,148,3,4,1,1,5,1
privacy,United Kingdom,deep_persona,149,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,150,1,6,1,1,3,1
privacy,United Kingdom,deep_persona,151,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,152,1,2,1,1,1,1
privacy,United Kingdom,deep_persona,153,1,1,1,1,3,1
privacy,United Kingdom,deep_persona,154,1,3,1,1,4,1
privacy,United Kingdom,deep_persona,155,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,156,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,157,1,1,1,1,3,1
privacy,United Kingdom,deep_persona,158,4,4,1,4,4,1
privacy,United Kingdom,deep_persona,159,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,160,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,161,1,2,1,1,1,1
privacy,United Kingdom,deep_persona,162,4,5,1,4,3,1
privacy,United Kingdom,deep_persona,163,1,4,1,1,2,1
privacy,United Kingdom,deep_persona,164,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,165,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,166,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,167,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,168,3,4,1,5,3,1
privacy,United Kingdom,deep_persona,169,1,5,1,1,3,1
privacy,United Kingdom,deep_persona,170,7,3,7,7,7,2
privacy,United Kingdom,deep_persona,171,4,4,1,3,5,1
privacy,United Kingdom,deep_persona,172,1,5,1,1,1,1
privacy,United Kingdom,deep_persona,173,2,5,1,4,5,1
privacy,United Kingdom,deep_persona,174,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,175,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,176,4,3,2,7,4,1
privacy,United Kingdom,deep_persona,177,2,5,1,1,3,1
privacy,United Kingdom,deep_persona,178,1,5,1,1,4,1
privacy,United Kingdom,deep_persona,179,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,180,1,6,1,7,3,1
privacy,United Kingdom,deep_persona,181,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,182,4,5,1,7,3,1
privacy,United Kingdom,deep_persona,183,7,3,5,7,5,2
privacy,United Kingdom,deep_persona,184,1,5,1,1,1,1
privacy,United Kingdom,deep_persona,185,3,5,3,7,4,5
privacy,United Kingdom,deep_persona,186,1,5,1,1,1,1
privacy,United Kingdom,deep_persona,187,1,5,1,1,1,1
privacy,United Kingdom,deep_persona,188,4,5,3,3,4,1
privacy,United Kingdom,deep_persona,189,1,4,1,3,4,1
privacy,United Kingdom,deep_persona,190,2,1,1,4,3,1
privacy,United Kingdom,deep_persona,191,1,1,1,1,4,1
privacy,United Kingdom,deep_persona,192,4,3,1,1,5,1
privacy,United Kingdom,deep_persona,193,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,194,3,5,4,7,4,1
privacy,United Kingdom,deep_persona,195,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,196,1,4,1,1,3,1
privacy,United Kingdom,deep_persona,197,1,1,1,1,3,1
privacy,United Kingdom,deep_persona,198,4,4,4,7,5,2
privacy,United Kingdom,deep_persona,199,4,5,1,7,5,1
privacy,United Kingdom,deep_persona,200,1,5,1,7,4,1
privacy,United Kingdom,deep_persona,201,1,4,1,1,3,3
privacy,United Kingdom,deep_persona,202,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,203,7,3,1,7,5,1
privacy,United Kingdom,deep_persona,204,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,205,3,3,1,1,1,1
privacy,United Kingdom,deep_persona,206,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,207,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,208,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,209,4,4,1,7,4,1
privacy,United Kingdom,deep_persona,210,4,4,5,7,5,3
privacy,United Kingdom,deep_persona,211,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,212,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,213,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,214,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,215,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,216,3,2,1,1,2,2
privacy,United Kingdom,deep_persona,217,4,3,1,1,4,1
privacy,United Kingdom,deep_persona,218,1,5,1,1,4,1
privacy,United Kingdom,deep_persona,219,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,220,2,3,1,2,3,1
privacy,United Kingdom,deep_persona,221,1,4,1,1,1,1
privacy,United Kingdom,deep_persona,222,1,3,1,1,2,1
privacy,United Kingdom,deep_persona,223,1,4,1,1,4,1
privacy,United Kingdom,deep_persona,224,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,225,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,226,4,5,5,7,4,5
privacy,United Kingdom,deep_persona,227,3,5,1,7,4,1
privacy,United Kingdom,deep_persona,228,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,229,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,230,4,3,7,7,7,1
privacy,United Kingdom,deep_persona,231,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,232,1,4,1,1,4,1
privacy,United Kingdom,deep_persona,233,1,4,1,1,2,1
privacy,United Kingdom,deep_persona,234,7,5,6,7,5,3
privacy,United Kingdom,deep_persona,235,1,3,1,1,1,2
privacy,United Kingdom,deep_persona,236,1,1,1,1,5,1
privacy,United Kingdom,deep_persona,237,5,5,4,7,4,4
privacy,United Kingdom,deep_persona,238,5,3,1,7,4,1
privacy,United Kingdom,deep_persona,239,4,5,1,7,3,1
privacy,United Kingdom,deep_persona,240,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,241,1,3,1,1,1,4
privacy,United Kingdom,deep_persona,242,4,3,4,3,3,5
privacy,United Kingdom,deep_persona,243,5,5,5,7,5,3
privacy,United Kingdom,deep_persona,244,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,245,1,5,1,1,1,1
privacy,United Kingdom,deep_persona,246,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,247,5,5,3,7,4,1
privacy,United Kingdom,deep_persona,248,1,4,1,1,1,1
privacy,United Kingdom,deep_persona,249,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,250,1,3,1,1,4,2
privacy,United Kingdom,deep_persona,251,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,252,3,4,1,7,5,4
privacy,United Kingdom,deep_persona,253,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,254,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,255,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,256,7,5,7,7,6,3
privacy,United Kingdom,deep_persona,257,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,258,5,5,1,7,4,3
privacy,United Kingdom,deep_persona,259,1,2,1,1,1,1
privacy,United Kingdom,deep_persona,260,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,261,1,5,1,1,1,1
privacy,United Kingdom,deep_persona,262,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,263,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,264,3,5,1,7,3,1
privacy,United Kingdom,deep_persona,265,3,3,1,5,5,3
privacy,United Kingdom,deep_persona,266,7,5,4,7,7,2
privacy,United Kingdom,deep_persona,267,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,268,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,269,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,270,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,271,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,272,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,273,1,5,1,1,1,1
privacy,United Kingdom,deep_persona,274,4,4,1,1,3,1
privacy,United Kingdom,deep_persona,275,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,276,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,277,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,278,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,279,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,280,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,281,3,3,1,7,5,3
privacy,United Kingdom,deep_persona,282,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,283,1,2,1,1,1,1
privacy,United Kingdom,deep_persona,284,1,5,1,7,3,1
privacy,United Kingdom,deep_persona,285,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,286,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,287,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,288,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,289,4,4,1,7,3,1
privacy,United Kingdom,deep_persona,290,1,4,1,1,1,1
privacy,United Kingdom,deep_persona,291,1,3,1,1,1,1
privacy,United Kingdom,deep_persona,292,3,4,1,1,3,3
privacy,United Kingdom,deep_persona,293,3,5,1,1,3,1
privacy,United Kingdom,deep_persona,294,4,4,1,7,5,5
privacy,United Kingdom,deep_persona,295,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,296,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,297,4,3,1,4,4,1
privacy,United Kingdom,deep_persona,298,1,1,1,1,1,1
privacy,United Kingdom,deep_persona,299,1,4,1,1,3,1
