domain,country,prompt_method,respondent_id,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10
bigfive,India,opencharacter,100,3,4,4,2,4,5,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,5,4,3,4,3,4,4,4,3,2,4,4,3,4,4,5,3,4,3,4,4,2,4,4,4,4,4,3
bigfive,India,opencharacter,101,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,5,4,4,4,4,4,2,4,3,4,4,4,5,4,4,4,4,4,2,4,4,4,4,4,4
bigfive,India,opencharacter,102,3,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,5,5,4,4,5,3,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,4,4,4,3,4,4
bigfive,India,opencharacter,103,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,5,4,5,4,4,4,4,4,2,4,4,4,4,4,5,4,4,4,4,4,2,4,4,4,4,5,4
bigfive,India,opencharacter,104,3,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,4,5,5,4,4,4
bigfive,India,opencharacter,105,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,5,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,4,5,4,3,4,4
bigfive,India,opencharacter,106,3,4,4,2,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,2,4,4,4,4,4,4
bigfive,India,opencharacter,107,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,5,4,4,4,3,4,4,4,4,2,4,4,4,4,4,5,4,4,4,4,4,2,4,4,4,4,4,4
bigfive,India,opencharacter,108,3,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,5,5,5,4,5,3,4,4,4,4,2,4,4,4,3,4,5,4,4,4,4,4,2,4,5,5,4,4,4
bigfive,India,opencharacter,109,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,5,3,4,4,4,4,2,4,4,4,4,4,5,4,4,4,4,4,2,4,5,4,4,4,4
bigfive,India,opencharacter,110,3,4,4,2,4,5,3,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,5,4,4,5,3,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,2,4,4,4,4,4,4
bigfive,India,opencharacter,111,3,3,4,5,4,5,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,5,4,5,3,5,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,2,4,5,4,4,4,4
bigfive,India,opencharacter,112,3,4,4,2,4,5,3,4,4,3,4,4,4,4,4,4,4,3,4,4,3,5,5,5,4,5,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,4,4,4,4,4,4
bigfive,India,opencharacter,113,3,4,4,2,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,5,4,4,5,2,4,4,4,4,2,4,4,4,4,4,5,4,4,4,4,4,2,4,4,4,4,4,4
bigfive,India,opencharacter,114,3,4,4,2,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,3,4,4,4,4,4,4,4,4,3,5,5,4,4,4,4,4,2,4,4,4,4,4,4
bigfive,India,opencharacter,115,3,3,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,3,5,4,4,4,2,4,3,4,4,4,5,4,5,4,4,4,2,4,4,4,4,4,4
bigfive,India,opencharacter,116,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,5,5,5,4,5,3,4,4,3,4,2,4,3,4,4,4,5,4,4,4,4,4,2,4,4,4,3,4,4
