domain,country,prompt_method,respondent_id,EXT1_para,EXT2_para,EST1_para,EST2_para,AGR1_para,AGR2_para,CSN1_para,CSN2_para,OPN1_para,OPN2_para
bigfive,India,deep_persona,32,2,2,4,4,2,2,2,2,5,2
bigfive,India,deep_persona,33,2,2,3,3,2,2,4,3,2,5
bigfive,India,deep_persona,34,3,2,3,4,5,2,3,3,4,4
bigfive,India,deep_persona,35,2,2,5,3,2,2,4,2,2,4
bigfive,India,deep_persona,36,2,1,5,4,2,2,4,2,4,4
bigfive,India,deep_persona,37,3,2,4,4,3,2,4,4,4,4
bigfive,India,deep_persona,38,3,2,4,4,4,2,4,3,3,4
bigfive,India,deep_persona,39,4,1,5,4,1,5,2,2,5,2
bigfive,India,deep_persona,40,3,2,5,4,2,2,5,4,4,3
bigfive,India,deep_persona,41,2,1,4,3,2,2,2,2,2,2
bigfive,India,deep_persona,42,4,1,4,3,3,4,4,4,4,5
bigfive,India,deep_persona,43,3,2,5,4,3,2,4,4,3,4
bigfive,India,deep_persona,44,1,4,5,3,1,2,2,1,1,5
bigfive,India,deep_persona,45,2,4,3,4,5,4,4,2,2,4
bigfive,India,deep_persona,46,3,2,4,4,3,5,3,4,5,3
bigfive,India,deep_persona,47,2,4,5,4,2,2,2,2,2,4
bigfive,India,deep_persona,48,2,2,4,4,3,2,5,4,4,4
bigfive,India,deep_persona,49,2,1,5,3,2,2,4,2,2,4
bigfive,India,deep_persona,50,2,2,4,3,2,2,2,3,2,4
bigfive,India,deep_persona,51,2,2,5,3,2,2,4,4,2,2
bigfive,India,deep_persona,52,3,2,4,4,3,3,5,4,5,4
bigfive,India,deep_persona,53,3,1,4,4,3,2,5,3,5,3
bigfive,India,deep_persona,54,4,2,3,5,4,5,4,4,5,5
bigfive,India,deep_persona,55,2,1,3,3,2,2,4,2,4,4
bigfive,India,deep_persona,56,2,2,5,3,3,3,5,4,4,4
bigfive,India,deep_persona,57,2,2,4,4,2,2,3,3,4,4
bigfive,India,deep_persona,58,3,1,4,4,2,5,4,2,4,1
bigfive,India,deep_persona,59,2,1,4,3,2,2,4,3,4,4
bigfive,India,deep_persona,60,5,1,5,4,2,2,2,1,2,5
bigfive,India,deep_persona,61,3,2,5,4,5,5,4,2,5,2
bigfive,India,deep_persona,62,2,2,5,5,2,2,4,3,2,2
bigfive,India,deep_persona,63,2,2,3,5,3,2,5,4,4,4
bigfive,India,deep_persona,64,2,3,3,4,5,4,2,2,4,2
bigfive,India,deep_persona,65,5,2,4,4,3,5,2,2,5,5
bigfive,India,deep_persona,66,3,2,5,3,2,2,4,2,2,4
bigfive,India,deep_persona,67,2,1,5,4,2,2,5,3,2,2
bigfive,India,deep_persona,68,3,1,5,5,5,4,4,4,5,5
bigfive,India,deep_persona,69,2,2,5,4,2,2,2,1,4,2
bigfive,India,deep_persona,70,2,2,4,3,2,2,4,4,4,2
bigfive,India,deep_persona,71,2,2,4,4,3,3,2,3,4,4
bigfive,India,deep_persona,72,2,2,3,4,2,4,4,3,5,4
bigfive,India,deep_persona,73,3,2,4,4,2,2,4,4,4,4
bigfive,India,deep_persona,74,2,2,4,4,4,2,4,3,3,4
bigfive,India,deep_persona,75,2,2,4,4,3,4,4,3,4,5
bigfive,India,deep_persona,76,2,2,2,2,2,2,5,2,2,4
bigfive,India,deep_persona,77,2,1,5,4,2,2,2,2,2,5
bigfive,India,deep_persona,78,3,3,5,4,2,2,4,5,4,4
bigfive,India,deep_persona,79,3,2,3,5,2,2,2,3,3,5
bigfive,India,deep_persona,80,2,4,5,3,2,3,2,2,5,2
bigfive,India,deep_persona,81,2,2,1,5,2,2,4,2,2,4
bigfive,India,deep_persona,82,4,2,3,5,3,4,5,4,3,4
bigfive,India,deep_persona,83,2,2,3,3,3,2,4,2,3,4
bigfive,India,deep_persona,84,2,4,5,3,1,2,3,2,4,3
bigfive,India,deep_persona,85,2,1,4,4,1,5,4,3,4,3
bigfive,India,deep_persona,86,2,2,5,5,2,2,4,2,2,2
bigfive,India,deep_persona,87,2,1,5,5,4,4,2,3,2,3
bigfive,India,deep_persona,88,2,2,3,4,4,2,4,2,4,4
bigfive,India,deep_persona,89,2,2,4,4,2,2,4,2,2,3
bigfive,India,deep_persona,90,2,3,5,4,5,2,2,2,2,4
bigfive,India,deep_persona,91,2,2,4,4,3,4,3,4,5,4
bigfive,India,deep_persona,92,2,2,5,4,2,2,2,2,4,4
bigfive,India,deep_persona,93,1,1,5,4,1,2,2,1,4,5
bigfive,India,deep_persona,94,3,2,4,4,5,2,4,4,4,2
bigfive,India,deep_persona,95,3,2,4,3,5,2,5,4,4,4
bigfive,India,deep_persona,96,2,4,5,4,2,2,2,3,2,4
bigfive,India,deep_persona,97,2,2,2,4,2,2,4,3,2,4
bigfive,India,deep_persona,98,3,2,5,4,3,2,4,4,2,2
bigfive,India,deep_persona,99,3,2,4,4,2,2,4,4,4,4
bigfive,India,deep_persona,100,2,2,3,4,2,2,4,3,2,2
bigfive,India,deep_persona,101,2,2,5,4,3,2,4,2,2,2
bigfive,India,deep_persona,102,3,2,3,4,3,2,4,4,4,4
bigfive,India,deep_persona,103,3,4,2,4,3,2,5,4,3,2
bigfive,India,deep_persona,104,3,2,4,4,3,4,3,2,2,2
bigfive,India,deep_persona,105,2,2,5,3,4,2,4,2,3,4
bigfive,India,deep_persona,106,2,4,5,3,5,2,4,3,4,4
bigfive,India,deep_persona,107,2,2,4,4,1,2,2,1,2,5
bigfive,India,deep_persona,108,2,2,4,5,2,2,5,3,2,5
bigfive,India,deep_persona,109,3,2,4,3,1,2,4,2,2,3
bigfive,India,deep_persona,110,2,2,4,4,2,5,4,3,5,3
bigfive,India,deep_persona,111,2,2,2,2,2,2,4,3,4,5
bigfive,India,deep_persona,112,2,2,4,4,2,2,2,2,5,4
bigfive,India,deep_persona,113,2,4,5,4,5,2,5,4,4,4
bigfive,India,deep_persona,114,3,2,5,4,2,2,4,2,5,2
bigfive,India,deep_persona,115,2,4,5,3,2,2,2,2,2,4
bigfive,India,deep_persona,116,2,2,5,5,2,2,2,1,2,4
bigfive,India,deep_persona,117,2,2,5,3,2,2,3,4,3,4
bigfive,India,deep_persona,118,3,2,5,5,5,4,4,4,4,3
bigfive,India,deep_persona,119,2,2,4,4,2,2,3,2,2,5
bigfive,India,deep_persona,120,2,2,5,4,2,2,2,2,2,5
bigfive,India,deep_persona,121,2,2,5,4,1,2,2,2,2,4
bigfive,India,deep_persona,122,3,2,3,4,3,3,4,4,3,4
bigfive,India,deep_persona,123,2,2,3,5,5,2,4,3,2,2
bigfive,India,deep_persona,124,2,2,5,5,2,2,5,5,4,3
bigfive,India,deep_persona,125,4,1,3,3,2,2,4,2,2,4
bigfive,India,deep_persona,126,3,4,4,5,5,2,4,4,4,4
bigfive,India,deep_persona,127,3,2,4,4,1,2,5,4,2,2
bigfive,India,deep_persona,128,2,1,5,3,1,2,4,2,2,3
bigfive,India,deep_persona,129,2,2,5,3,5,2,4,4,2,5
bigfive,India,deep_persona,130,3,2,5,3,3,2,5,4,4,4
bigfive,India,deep_persona,131,2,2,5,3,3,2,3,2,2,2
bigfive,India,deep_persona,132,2,2,4,4,3,4,2,2,4,4
bigfive,India,deep_persona,133,4,2,5,5,2,2,4,4,2,5
bigfive,India,deep_persona,134,2,2,5,5,2,2,2,2,2,2
bigfive,India,deep_persona,135,2,2,4,4,2,2,2,2,4,4
bigfive,India,deep_persona,136,2,2,3,4,4,2,4,4,4,3
bigfive,India,deep_persona,137,3,2,4,4,3,4,5,4,5,4
bigfive,India,deep_persona,138,2,4,5,3,1,2,2,1,2,5
bigfive,India,deep_persona,139,5,1,4,4,2,2,5,3,4,4
bigfive,India,deep_persona,140,3,2,5,5,4,4,5,4,4,4
bigfive,India,deep_persona,141,2,2,5,5,2,2,5,5,2,5
bigfive,India,deep_persona,142,1,1,5,3,2,2,4,2,2,4
bigfive,India,deep_persona,143,3,4,4,5,3,3,4,4,4,4
bigfive,India,deep_persona,144,2,2,3,5,2,2,5,3,4,4
bigfive,India,deep_persona,145,3,2,5,5,4,2,2,3,2,2
bigfive,India,deep_persona,146,5,2,4,5,4,5,4,4,5,4
bigfive,India,deep_persona,147,2,2,5,4,2,4,3,2,5,3
bigfive,India,deep_persona,148,2,4,5,4,1,2,2,3,2,2
bigfive,India,deep_persona,149,2,2,5,5,3,2,4,3,5,5
bigfive,India,deep_persona,150,3,2,5,5,3,4,5,3,2,4
bigfive,India,deep_persona,151,2,1,4,4,2,2,5,4,4,2
bigfive,India,deep_persona,152,3,3,5,4,1,2,5,4,4,4
bigfive,India,deep_persona,153,3,2,5,5,4,4,4,4,5,4
bigfive,India,deep_persona,154,3,2,3,4,3,2,4,4,2,4
bigfive,India,deep_persona,155,3,3,4,4,2,2,5,4,4,4
bigfive,India,deep_persona,156,2,1,5,5,3,2,3,3,2,4
bigfive,India,deep_persona,157,2,2,5,4,4,2,4,2,2,4
bigfive,India,deep_persona,158,2,1,5,4,1,2,2,1,4,2
bigfive,India,deep_persona,159,2,1,3,4,2,2,5,4,3,2
bigfive,India,deep_persona,160,3,2,3,5,3,4,4,3,5,4
bigfive,India,deep_persona,161,2,4,5,4,2,2,5,3,3,4
bigfive,India,deep_persona,162,3,2,5,5,3,3,3,3,3,4
bigfive,India,deep_persona,163,3,1,3,3,2,2,4,3,2,2
bigfive,India,deep_persona,164,4,1,5,5,5,3,4,2,4,4
bigfive,India,deep_persona,165,2,1,5,5,2,2,2,1,2,4
bigfive,India,deep_persona,166,4,2,4,5,3,4,4,4,4,4
bigfive,India,deep_persona,167,3,2,3,5,5,4,5,4,5,4
bigfive,India,deep_persona,168,4,1,5,5,5,4,4,4,4,5
bigfive,India,deep_persona,169,2,2,3,4,3,4,5,4,4,4
bigfive,India,deep_persona,170,2,2,5,3,2,2,3,2,4,4
bigfive,India,deep_persona,171,2,2,5,3,1,2,4,3,4,4
bigfive,India,deep_persona,172,2,5,5,3,5,2,5,2,2,5
bigfive,India,deep_persona,173,2,2,3,4,4,2,4,4,4,4
bigfive,India,deep_persona,174,3,4,4,4,3,2,5,2,3,3
bigfive,India,deep_persona,175,2,4,4,5,2,2,3,3,5,5
bigfive,India,deep_persona,176,3,4,5,4,3,2,4,2,4,2
bigfive,India,deep_persona,177,5,1,2,3,2,2,2,2,2,4
bigfive,India,deep_persona,178,2,2,4,2,4,2,2,2,2,2
bigfive,India,deep_persona,179,2,4,5,5,5,2,5,4,4,3
bigfive,India,deep_persona,180,2,1,3,5,2,2,2,2,2,2
bigfive,India,deep_persona,181,2,4,5,4,2,2,4,1,2,5
bigfive,India,deep_persona,182,2,2,3,4,2,2,5,3,2,4
bigfive,India,deep_persona,183,2,1,5,3,2,2,2,2,2,4
bigfive,India,deep_persona,184,2,2,5,5,2,2,5,4,3,4
bigfive,India,deep_persona,185,2,2,5,4,3,2,4,4,5,3
bigfive,India,deep_persona,186,2,2,3,3,3,3,2,4,4,4
bigfive,India,deep_persona,187,3,2,5,5,5,4,4,4,4,5
bigfive,India,deep_persona,188,3,3,4,5,5,2,5,4,4,4
bigfive,India,deep_persona,189,2,2,5,4,2,2,2,2,4,2
bigfive,India,deep_persona,190,2,2,4,3,2,2,5,4,4,5
bigfive,India,deep_persona,191,2,2,4,3,2,2,4,4,2,4
bigfive,India,deep_persona,192,3,2,3,4,3,2,3,4,2,4
bigfive,India,deep_persona,193,3,4,3,5,3,2,5,4,4,4
bigfive,India,deep_persona,194,2,2,5,3,2,2,5,2,4,2
bigfive,India,deep_persona,195,3,4,3,5,4,2,5,2,4,2
bigfive,India,deep_persona,196,2,2,4,3,2,2,4,1,2,4
bigfive,India,deep_persona,197,2,2,4,5,3,2,4,4,3,4
bigfive,India,deep_persona,198,3,3,4,4,3,2,2,3,2,2
bigfive,India,deep_persona,199,2,4,5,4,3,2,2,3,2,5
bigfive,India,deep_persona,200,2,1,4,4,1,2,4,2,4,2
bigfive,India,deep_persona,201,2,4,5,4,2,2,2,2,2,4
bigfive,India,deep_persona,202,3,4,5,5,5,2,4,4,3,3
bigfive,India,deep_persona,203,2,2,4,4,2,2,4,3,2,3
bigfive,India,deep_persona,204,2,2,5,5,5,2,4,2,4,4
bigfive,India,deep_persona,205,2,2,4,4,3,4,3,3,2,4
bigfive,India,deep_persona,206,2,2,5,5,3,3,4,3,3,5
bigfive,India,deep_persona,207,4,2,4,5,3,4,4,4,4,4
bigfive,India,deep_persona,208,2,2,4,5,4,2,4,4,4,4
bigfive,India,deep_persona,209,2,2,4,3,2,2,2,2,2,3
bigfive,India,deep_persona,210,4,1,5,5,5,5,4,4,5,5
bigfive,India,deep_persona,211,2,4,5,4,5,2,2,2,4,4
bigfive,India,deep_persona,212,2,2,3,3,2,2,2,2,5,2
bigfive,India,deep_persona,213,3,3,5,5,5,4,4,4,4,2
bigfive,India,deep_persona,214,5,1,4,4,2,2,3,2,3,2
bigfive,India,deep_persona,215,2,2,5,2,2,4,3,2,4,4
bigfive,India,deep_persona,216,2,2,4,4,3,2,4,5,2,5
bigfive,India,deep_persona,217,2,2,4,4,4,2,2,2,2,4
bigfive,India,deep_persona,218,2,1,5,4,1,4,4,2,4,5
bigfive,India,deep_persona,219,3,2,5,3,3,2,4,2,2,4
bigfive,India,deep_persona,220,2,3,4,5,4,2,4,4,4,2
bigfive,India,deep_persona,221,3,4,5,4,2,2,3,3,2,4
bigfive,India,deep_persona,222,2,2,4,3,2,2,4,2,2,4
bigfive,India,deep_persona,223,2,2,5,3,2,2,3,2,2,2
bigfive,India,deep_persona,224,2,4,5,4,2,2,2,3,2,2
bigfive,India,deep_persona,225,5,1,4,4,3,4,4,3,4,4
bigfive,India,deep_persona,226,2,1,2,3,2,2,5,2,2,5
bigfive,India,deep_persona,227,3,2,3,4,3,4,4,4,4,4
bigfive,India,deep_persona,228,2,2,4,4,2,5,4,3,4,5
bigfive,India,deep_persona,229,2,2,5,4,1,3,2,3,2,2
bigfive,India,deep_persona,230,2,2,5,4,5,2,2,2,2,4
bigfive,India,deep_persona,231,2,2,4,4,4,2,4,4,4,4
bigfive,India,deep_persona,232,2,2,2,3,4,2,5,4,2,4
bigfive,India,deep_persona,233,3,3,5,5,3,2,4,4,4,4
bigfive,India,deep_persona,234,2,3,3,4,4,2,3,2,3,4
bigfive,India,deep_persona,235,2,4,5,5,5,2,3,3,2,4
bigfive,India,deep_persona,236,2,2,5,5,5,4,4,3,5,4
bigfive,India,deep_persona,237,3,3,3,3,2,2,5,4,4,4
bigfive,India,deep_persona,238,3,2,4,5,3,3,4,4,4,4
bigfive,India,deep_persona,239,5,1,3,5,2,2,4,4,2,2
bigfive,India,deep_persona,240,2,1,3,4,3,4,3,2,3,4
bigfive,India,deep_persona,241,2,2,5,4,3,5,4,2,4,2
bigfive,India,deep_persona,242,4,2,4,5,2,2,4,3,4,3
bigfive,India,deep_persona,243,2,2,4,4,3,4,4,3,4,4
bigfive,India,deep_persona,244,2,2,5,4,5,2,2,2,2,4
bigfive,India,deep_persona,245,3,2,4,3,4,2,4,2,4,4
bigfive,India,deep_persona,246,3,2,4,3,5,4,4,3,4,4
bigfive,India,deep_persona,247,3,2,5,5,5,2,5,4,4,2
bigfive,India,deep_persona,248,2,1,3,3,2,4,4,3,2,2
bigfive,India,deep_persona,249,3,4,5,5,5,2,4,5,4,4
bigfive,India,deep_persona,250,3,4,5,5,2,2,4,4,4,4
bigfive,India,deep_persona,251,2,4,5,2,1,2,2,2,2,4
bigfive,India,deep_persona,252,2,3,4,4,2,5,4,3,5,3
bigfive,India,deep_persona,253,2,2,4,4,2,3,4,4,4,4
bigfive,India,deep_persona,254,5,2,3,5,4,4,4,4,4,4
bigfive,India,deep_persona,255,2,4,5,5,2,2,2,2,2,4
bigfive,India,deep_persona,256,2,2,4,4,3,2,4,4,3,2
bigfive,India,deep_persona,257,2,2,5,4,5,2,2,1,2,4
bigfive,India,deep_persona,258,3,2,5,3,2,2,2,2,2,2
bigfive,India,deep_persona,259,2,2,4,5,3,4,4,3,4,5
bigfive,India,deep_persona,260,2,2,5,5,5,3,3,3,2,4
bigfive,India,deep_persona,261,2,4,4,3,2,2,4,2,2,4
bigfive,India,deep_persona,262,4,2,4,4,3,4,4,3,4,2
bigfive,India,deep_persona,263,4,2,3,5,3,4,4,4,4,4
bigfive,India,deep_persona,264,2,2,5,5,2,3,3,3,3,4
bigfive,India,deep_persona,265,2,4,4,4,2,2,5,3,2,4
bigfive,India,deep_persona,266,2,3,4,5,4,4,5,4,4,5
bigfive,India,deep_persona,267,2,2,3,3,2,5,2,2,4,2
bigfive,India,deep_persona,268,3,2,5,5,3,4,4,4,4,4
bigfive,India,deep_persona,269,2,2,5,5,1,2,3,2,2,2
bigfive,India,deep_persona,270,3,4,5,4,4,2,5,5,2,2
bigfive,India,deep_persona,271,2,2,5,5,3,3,2,3,2,4
bigfive,India,deep_persona,272,2,2,5,4,2,2,4,4,2,4
bigfive,India,deep_persona,273,2,2,5,5,3,2,4,4,4,5
bigfive,India,deep_persona,274,2,2,5,4,3,2,3,4,2,4
bigfive,India,deep_persona,275,3,2,4,4,4,4,4,4,3,4
bigfive,India,deep_persona,276,2,4,5,2,1,2,4,2,2,4
bigfive,India,deep_persona,277,2,2,5,5,5,4,4,4,5,3
bigfive,India,deep_persona,278,3,2,3,5,3,2,4,4,2,4
bigfive,India,deep_persona,279,2,2,4,5,2,2,4,4,4,3
bigfive,India,deep_persona,280,2,2,4,4,2,2,2,2,2,4
bigfive,India,deep_persona,281,3,2,5,4,1,2,4,3,2,2
bigfive,India,deep_persona,282,3,4,4,4,3,2,4,2,2,4
bigfive,India,deep_persona,283,2,2,3,4,2,3,4,3,2,4
bigfive,India,deep_persona,284,4,1,5,5,5,5,3,3,2,4
bigfive,India,deep_persona,285,2,2,3,5,3,2,4,3,4,2
bigfive,India,deep_persona,286,2,2,4,4,2,2,2,2,5,2
bigfive,India,deep_persona,287,2,2,3,4,2,2,4,4,4,5
bigfive,India,deep_persona,288,2,2,4,5,4,2,2,2,2,4
bigfive,India,deep_persona,289,2,2,2,4,2,2,5,4,4,2
bigfive,India,deep_persona,290,3,2,3,4,3,2,3,2,4,2
bigfive,India,deep_persona,291,2,4,3,5,4,2,3,2,2,4
bigfive,India,deep_persona,292,3,2,4,5,3,2,4,4,3,2
bigfive,India,deep_persona,293,2,2,5,5,2,2,2,1,2,4
bigfive,India,deep_persona,294,2,1,4,3,2,2,3,2,2,2
bigfive,India,deep_persona,295,2,4,5,4,3,4,2,2,2,2
bigfive,India,deep_persona,296,3,4,3,5,2,2,5,4,2,5
bigfive,India,deep_persona,297,2,2,5,5,2,2,4,2,2,4
bigfive,India,deep_persona,298,2,2,5,4,2,2,2,3,4,3
bigfive,India,deep_persona,299,2,4,5,5,2,2,5,3,2,5
