domain,country,prompt_method,respondent_id,Q45_rev,Q46_rev,Q57_rev,Q184_rev,Q218_rev,Q254_rev
wvs,Kenya,deep_persona,134,3,2,1,7,1,4
wvs,Kenya,deep_persona,135,3,4,1,7,2,4
wvs,Kenya,deep_persona,136,2,3,1,7,2,4
wvs,Kenya,deep_persona,137,3,2,1,8,1,4
wvs,Kenya,deep_persona,138,2,1,1,8,1,4
wvs,Kenya,deep_persona,139,3,3,1,6,3,4
wvs,Kenya,deep_persona,140,2,4,1,10,3,4
wvs,Kenya,deep_persona,141,3,1,1,10,1,4
wvs,Kenya,deep_persona,142,3,1,1,8,1,2
wvs,Kenya,deep_persona,143,3,2,1,8,2,4
wvs,Kenya,deep_persona,144,3,1,1,8,2,4
wvs,Kenya,deep_persona,145,3,1,1,10,1,4
wvs,Kenya,deep_persona,146,2,4,1,6,2,3
wvs,Kenya,deep_persona,147,3,4,1,10,1,4
wvs,Kenya,deep_persona,148,3,1,1,8,2,4
wvs,Kenya,deep_persona,149,2,4,1,5,2,4
wvs,Kenya,deep_persona,150,3,2,1,6,2,4
wvs,Kenya,deep_persona,151,3,2,1,7,2,4
wvs,Kenya,deep_persona,152,3,2,1,7,1,4
wvs,Kenya,deep_persona,153,3,2,1,8,2,4
wvs,Kenya,deep_persona,154,2,4,1,7,3,3
wvs,Kenya,deep_persona,155,3,1,1,10,1,4
wvs,Kenya,deep_persona,156,3,4,1,8,2,4
wvs,Kenya,deep_persona,157,2,3,1,6,2,4
wvs,Kenya,deep_persona,158,3,4,1,8,2,4
wvs,Kenya,deep_persona,159,3,4,1,10,2,4
wvs,Kenya,deep_persona,160,2,3,1,6,2,4
wvs,Kenya,deep_persona,161,3,1,1,10,1,4
wvs,Kenya,deep_persona,162,3,4,1,8,2,4
wvs,Kenya,deep_persona,163,2,4,1,6,3,4
wvs,Kenya,deep_persona,164,3,4,1,7,1,4
wvs,Kenya,deep_persona,165,2,2,1,7,2,4
wvs,Kenya,deep_persona,166,2,4,1,7,3,4
wvs,Kenya,deep_persona,167,3,1,1,10,1,4
wvs,Kenya,deep_persona,168,3,2,1,8,3,4
wvs,Kenya,deep_persona,169,3,4,1,7,1,4
wvs,Kenya,deep_persona,170,3,2,1,7,2,3
wvs,Kenya,deep_persona,171,2,4,1,8,2,4
wvs,Kenya,deep_persona,172,3,1,1,8,2,4
wvs,Kenya,deep_persona,173,3,1,1,10,1,4
wvs,Kenya,deep_persona,174,2,4,1,8,2,4
wvs,Kenya,deep_persona,175,2,3,1,7,2,4
wvs,Kenya,deep_persona,176,3,1,1,5,2,4
wvs,Kenya,deep_persona,177,3,2,1,7,1,3
wvs,Kenya,deep_persona,178,2,4,1,6,3,4
wvs,Kenya,deep_persona,179,3,1,1,10,1,4
wvs,Kenya,deep_persona,180,2,4,1,7,3,4
wvs,Kenya,deep_persona,181,2,4,1,10,2,4
wvs,Kenya,deep_persona,182,2,4,1,4,3,4
wvs,Kenya,deep_persona,183,3,2,1,8,2,4
wvs,Kenya,deep_persona,184,2,4,1,8,2,4
wvs,Kenya,deep_persona,185,3,1,1,8,2,4
wvs,Kenya,deep_persona,186,3,2,1,10,1,4
wvs,Kenya,deep_persona,187,3,1,1,5,2,4
wvs,Kenya,deep_persona,188,2,4,1,6,2,4
wvs,Kenya,deep_persona,189,3,1,1,8,2,4
wvs,Kenya,deep_persona,190,2,4,1,7,2,4
wvs,Kenya,deep_persona,191,2,4,1,8,3,4
wvs,Kenya,deep_persona,192,2,4,1,8,2,4
wvs,Kenya,deep_persona,193,3,4,1,10,1,4
wvs,Kenya,deep_persona,194,3,4,1,5,2,4
wvs,Kenya,deep_persona,195,3,4,1,7,2,4
wvs,Kenya,deep_persona,196,3,1,1,7,1,4
wvs,Kenya,deep_persona,197,2,4,1,6,3,4
wvs,Kenya,deep_persona,198,2,4,1,10,1,4
wvs,Kenya,deep_persona,199,2,2,1,7,2,3
wvs,Kenya,deep_persona,200,2,3,1,8,2,4
wvs,Kenya,deep_persona,201,2,4,1,6,2,4
wvs,Kenya,deep_persona,202,2,4,1,7,2,4
wvs,Kenya,deep_persona,203,2,4,1,6,2,4
wvs,Kenya,deep_persona,204,2,3,1,7,2,4
wvs,Kenya,deep_persona,205,3,4,1,7,2,4
wvs,Kenya,deep_persona,206,2,1,1,7,2,4
wvs,Kenya,deep_persona,207,3,4,1,5,2,4
wvs,Kenya,deep_persona,208,3,1,1,8,2,4
wvs,Kenya,deep_persona,209,2,2,1,8,2,4
wvs,Kenya,deep_persona,210,2,3,1,8,2,4
wvs,Kenya,deep_persona,211,3,4,1,7,2,4
wvs,Kenya,deep_persona,212,2,4,1,7,3,4
wvs,Kenya,deep_persona,213,2,4,1,8,2,4
wvs,Kenya,deep_persona,214,3,4,1,8,2,4
wvs,Kenya,deep_persona,215,2,2,1,7,2,4
wvs,Kenya,deep_persona,216,3,1,1,8,1,4
wvs,Kenya,deep_persona,217,3,4,1,8,2,4
wvs,Kenya,deep_persona,218,2,1,1,6,1,4
wvs,Kenya,deep_persona,219,2,2,1,7,2,4
wvs,Kenya,deep_persona,220,2,2,1,6,2,4
wvs,Kenya,deep_persona,221,2,4,1,7,1,4
wvs,Kenya,deep_persona,222,3,4,1,4,2,4
wvs,Kenya,deep_persona,223,2,2,1,8,2,4
wvs,Kenya,deep_persona,224,3,1,1,8,2,4
wvs,Kenya,deep_persona,225,2,4,1,7,2,4
wvs,Kenya,deep_persona,226,3,2,1,7,3,4
wvs,Kenya,deep_persona,227,3,2,1,5,2,4
wvs,Kenya,deep_persona,228,3,4,1,7,2,4
wvs,Kenya,deep_persona,229,3,1,1,7,1,4
wvs,Kenya,deep_persona,230,3,1,1,10,2,4
wvs,Kenya,deep_persona,231,3,2,1,5,2,4
wvs,Kenya,deep_persona,232,2,4,1,6,2,3
wvs,Kenya,deep_persona,233,2,2,1,7,3,4
wvs,Kenya,deep_persona,234,3,1,1,8,2,4
wvs,Kenya,deep_persona,235,3,4,1,7,2,4
wvs,Kenya,deep_persona,236,2,1,1,7,3,4
wvs,Kenya,deep_persona,237,2,4,1,8,2,4
wvs,Kenya,deep_persona,238,2,1,1,7,2,2
wvs,Kenya,deep_persona,239,3,2,1,8,1,4
wvs,Kenya,deep_persona,240,2,4,1,6,3,4
wvs,Kenya,deep_persona,241,3,1,1,10,2,4
wvs,Kenya,deep_persona,242,2,2,1,5,2,4
wvs,Kenya,deep_persona,243,2,4,1,7,3,4
wvs,Kenya,deep_persona,244,2,4,1,6,2,4
wvs,Kenya,deep_persona,245,3,1,1,8,1,4
wvs,Kenya,deep_persona,246,2,4,1,7,2,4
wvs,Kenya,deep_persona,247,3,1,1,8,2,4
wvs,Kenya,deep_persona,248,2,3,1,7,2,4
wvs,Kenya,deep_persona,249,2,2,1,7,2,4
wvs,Kenya,deep_persona,250,3,2,1,8,3,3
wvs,Kenya,deep_persona,251,2,2,1,7,2,4
wvs,Kenya,deep_persona,252,3,2,1,10,2,4
wvs,Kenya,deep_persona,253,3,1,1,8,2,4
wvs,Kenya,deep_persona,254,3,2,1,6,2,4
wvs,Kenya,deep_persona,255,3,3,1,6,2,4
wvs,Kenya,deep_persona,256,2,4,1,5,2,4
wvs,Kenya,deep_persona,257,2,4,1,8,3,4
wvs,Kenya,deep_persona,258,3,4,1,6,1,4
wvs,Kenya,deep_persona,259,2,4,1,7,2,4
wvs,Kenya,deep_persona,260,3,3,1,8,2,4
wvs,Kenya,deep_persona,261,2,4,1,1,2,4
wvs,Kenya,deep_persona,262,2,4,1,1,2,4
wvs,Kenya,deep_persona,263,3,4,1,10,2,4
wvs,Kenya,deep_persona,264,2,4,1,7,2,4
wvs,Kenya,deep_persona,265,3,2,1,7,2,4
wvs,Kenya,deep_persona,266,3,2,1,8,2,4
wvs,Kenya,deep_persona,267,3,3,1,8,2,4
wvs,Kenya,deep_persona,268,2,4,1,5,2,3
wvs,Kenya,deep_persona,269,2,4,1,8,2,4
wvs,Kenya,deep_persona,270,2,4,1,8,3,4
wvs,Kenya,deep_persona,271,2,2,1,7,2,3
wvs,Kenya,deep_persona,272,2,4,1,7,3,4
wvs,Kenya,deep_persona,273,3,2,1,8,3,2
wvs,Kenya,deep_persona,274,2,4,1,7,2,4
wvs,Kenya,deep_persona,275,2,4,1,7,3,4
wvs,Kenya,deep_persona,276,2,4,1,7,3,4
wvs,Kenya,deep_persona,277,2,4,1,7,3,4
wvs,Kenya,deep_persona,278,3,1,1,8,2,4
wvs,Kenya,deep_persona,279,3,4,1,10,2,3
wvs,Kenya,deep_persona,280,3,4,1,8,2,4
wvs,Kenya,deep_persona,281,2,3,1,8,3,4
wvs,Kenya,deep_persona,282,2,4,1,8,2,4
wvs,Kenya,deep_persona,283,3,1,1,10,1,3
wvs,Kenya,deep_persona,284,2,2,1,5,3,4
wvs,Kenya,deep_persona,285,3,1,1,6,2,4
wvs,Kenya,deep_persona,286,3,1,1,10,1,4
wvs,Kenya,deep_persona,287,3,2,1,10,2,4
wvs,Kenya,deep_persona,288,3,1,1,8,2,4
wvs,Kenya,deep_persona,289,3,4,1,7,3,4
wvs,Kenya,deep_persona,290,3,3,1,10,3,4
wvs,Kenya,deep_persona,291,2,4,1,6,2,4
wvs,Kenya,deep_persona,292,3,2,1,7,2,4
wvs,Kenya,deep_persona,293,2,4,1,8,2,3
wvs,Kenya,deep_persona,294,2,3,1,7,2,4
wvs,Kenya,deep_persona,295,3,1,1,8,1,2
wvs,Kenya,deep_persona,296,3,2,1,7,2,4
wvs,Kenya,deep_persona,297,3,1,1,8,1,1
wvs,Kenya,deep_persona,298,3,4,1,10,1,3
wvs,Kenya,deep_persona,299,2,3,1,6,2,4
