domain,country,prompt_method,respondent_id,Q45,Q46,Q57,Q184,Q218,Q254
wvs,Kenya,cultural,217,3,2,2,7,2,1
wvs,Kenya,cultural,218,3,2,2,6,2,1
wvs,Kenya,cultural,219,3,2,2,6,2,2
wvs,Kenya,cultural,220,3,2,2,6,2,1
wvs,Kenya,cultural,221,3,2,2,7,2,1
wvs,Kenya,cultural,222,3,2,2,6,2,1
wvs,Kenya,cultural,223,3,2,2,6,2,1
wvs,Kenya,cultural,224,3,2,2,7,2,1
wvs,Kenya,cultural,225,3,2,2,8,2,1
wvs,Kenya,cultural,226,3,2,2,6,2,1
wvs,Kenya,cultural,227,3,2,2,7,2,1
wvs,Kenya,cultural,228,3,2,2,5,2,1
wvs,Kenya,cultural,229,3,2,2,6,2,1
wvs,Kenya,cultural,230,3,2,2,6,2,1
wvs,Kenya,cultural,231,3,2,2,6,2,1
wvs,Kenya,cultural,232,3,2,2,7,2,1
wvs,Kenya,cultural,233,3,2,2,6,2,1
wvs,Kenya,cultural,234,3,2,2,7,2,1
wvs,Kenya,cultural,235,3,2,2,5,2,1
wvs,Kenya,cultural,236,3,2,2,7,2,1
wvs,Kenya,cultural,237,3,2,2,7,2,1
wvs,Kenya,cultural,238,3,2,2,7,2,1
wvs,Kenya,cultural,239,3,2,2,7,2,1
wvs,Kenya,cultural,240,3,2,2,6,2,1
wvs,Kenya,cultural,241,3,2,2,6,2,2
wvs,Kenya,cultural,242,3,2,2,6,2,1
wvs,Kenya,cultural,243,3,2,2,6,2,1
wvs,Kenya,cultural,244,3,2,2,6,2,1
wvs,Kenya,cultural,245,3,2,2,7,2,1
wvs,Kenya,cultural,246,3,2,2,7,2,1
wvs,Kenya,cultural,247,3,2,2,6,2,1
wvs,Kenya,cultural,248,3,2,2,7,2,1
wvs,Kenya,cultural,249,3,2,2,6,2,1
wvs,Kenya,cultural,250,3,2,2,7,2,1
wvs,Kenya,cultural,251,3,2,2,5,2,1
wvs,Kenya,cultural,252,3,2,2,7,2,1
wvs,Kenya,cultural,253,3,2,2,6,2,1
wvs,Kenya,cultural,254,3,2,2,8,2,1
wvs,Kenya,cultural,255,3,2,2,6,2,1
wvs,Kenya,cultural,256,3,2,2,6,2,1
wvs,Kenya,cultural,257,3,2,2,8,2,1
wvs,Kenya,cultural,258,3,2,2,6,2,1
wvs,Kenya,cultural,259,3,2,2,6,2,1
wvs,Kenya,cultural,260,3,2,2,7,2,1
wvs,Kenya,cultural,261,3,2,2,5,2,1
wvs,Kenya,cultural,262,3,2,2,6,2,1
wvs,Kenya,cultural,263,3,2,2,5,2,1
wvs,Kenya,cultural,264,3,2,2,6,2,1
wvs,Kenya,cultural,265,3,2,2,6,2,1
wvs,Kenya,cultural,266,3,2,2,7,2,1
wvs,Kenya,cultural,267,3,2,2,7,2,1
wvs,Kenya,cultural,268,3,2,2,6,2,1
wvs,Kenya,cultural,269,3,2,2,7,2,2
wvs,Kenya,cultural,270,3,2,2,5,2,1
wvs,Kenya,cultural,271,3,2,2,6,2,1
wvs,Kenya,cultural,272,3,2,2,6,2,1
wvs,Kenya,cultural,273,3,2,2,6,2,2
wvs,Kenya,cultural,274,3,2,2,6,2,1
wvs,Kenya,cultural,275,3,2,2,5,2,2
wvs,Kenya,cultural,276,3,2,2,6,2,1
wvs,Kenya,cultural,277,3,2,2,7,2,1
wvs,Kenya,cultural,278,3,2,2,7,2,1
wvs,Kenya,cultural,279,3,2,2,7,2,1
wvs,Kenya,cultural,280,3,2,2,6,2,1
wvs,Kenya,cultural,281,3,2,2,7,2,1
wvs,Kenya,cultural,282,3,2,2,7,2,1
wvs,Kenya,cultural,283,3,2,2,6,2,1
wvs,Kenya,cultural,284,3,2,2,6,2,1
wvs,Kenya,cultural,285,3,2,2,6,2,1
wvs,Kenya,cultural,286,3,2,2,6,2,1
wvs,Kenya,cultural,287,3,2,2,6,2,1
wvs,Kenya,cultural,288,3,2,2,7,2,1
wvs,Kenya,cultural,289,3,2,2,6,2,1
wvs,Kenya,cultural,290,3,2,2,6,2,1
wvs,Kenya,cultural,291,3,2,2,7,2,1
wvs,Kenya,cultural,292,3,2,2,6,2,1
wvs,Kenya,cultural,293,3,2,2,6,2,1
wvs,Kenya,cultural,294,3,2,2,6,2,1
wvs,Kenya,cultural,295,3,2,2,6,2,1
wvs,Kenya,cultural,296,3,2,2,7,2,2
wvs,Kenya,cultural,297,3,2,2,6,2,1
wvs,Kenya,cultural,298,3,2,2,8,2,1
wvs,Kenya,cultural,299,3,2,2,7,2,1
