domain,country,prompt_method,respondent_id,Q45_rev,Q46_rev,Q57_rev,Q184_rev,Q218_rev,Q254_rev
wvs,Kenya,cultural,63,3,4,1,8,1,3
wvs,Kenya,cultural,64,3,4,1,8,3,3
wvs,Kenya,cultural,65,2,4,1,8,2,3
wvs,Kenya,cultural,66,3,3,1,8,2,3
wvs,Kenya,cultural,67,3,4,1,8,2,3
wvs,Kenya,cultural,68,3,4,1,8,2,3
wvs,Kenya,cultural,69,3,4,1,10,2,3
wvs,Kenya,cultural,70,3,4,1,8,1,3
wvs,Kenya,cultural,71,3,3,1,8,2,3
wvs,Kenya,cultural,72,3,4,1,8,2,3
wvs,Kenya,cultural,73,3,4,1,8,2,3
wvs,Kenya,cultural,74,3,4,1,7,2,3
wvs,Kenya,cultural,75,3,4,1,8,2,3
wvs,Kenya,cultural,76,3,4,1,8,2,3
wvs,Kenya,cultural,77,2,4,1,8,1,3
wvs,Kenya,cultural,78,3,3,1,10,1,3
wvs,Kenya,cultural,79,3,3,1,8,1,3
wvs,Kenya,cultural,80,3,4,1,7,1,3
wvs,Kenya,cultural,81,2,4,1,8,3,3
wvs,Kenya,cultural,82,3,4,1,7,2,3
wvs,Kenya,cultural,83,2,4,1,8,1,3
wvs,Kenya,cultural,84,3,3,1,7,2,3
wvs,Kenya,cultural,85,3,3,1,7,2,3
wvs,Kenya,cultural,86,3,3,1,8,2,3
wvs,Kenya,cultural,87,2,3,1,8,2,3
wvs,Kenya,cultural,88,3,3,1,8,1,3
wvs,Kenya,cultural,89,3,3,1,8,2,3
wvs,Kenya,cultural,90,3,4,1,8,2,3
wvs,Kenya,cultural,91,3,4,1,8,2,3
wvs,Kenya,cultural,92,3,4,1,8,1,3
wvs,Kenya,cultural,93,3,4,1,9,1,3
wvs,Kenya,cultural,94,2,3,1,8,3,3
wvs,Kenya,cultural,95,3,4,1,8,2,3
wvs,Kenya,cultural,96,3,4,1,8,2,3
wvs,Kenya,cultural,97,3,4,1,8,1,3
wvs,Kenya,cultural,98,3,4,1,10,1,3
wvs,Kenya,cultural,99,3,3,1,8,1,3
wvs,Kenya,cultural,100,3,4,1,8,2,3
wvs,Kenya,cultural,101,3,4,1,8,2,3
wvs,Kenya,cultural,102,3,3,1,8,2,3
wvs,Kenya,cultural,103,3,4,1,8,2,3
wvs,Kenya,cultural,104,3,4,1,8,2,3
wvs,Kenya,cultural,105,3,3,1,8,2,3
wvs,Kenya,cultural,106,3,4,1,7,2,3
wvs,Kenya,cultural,107,3,4,1,8,3,3
wvs,Kenya,cultural,108,3,4,1,8,2,3
wvs,Kenya,cultural,109,3,4,1,7,2,3
wvs,Kenya,cultural,110,3,4,1,8,1,3
wvs,Kenya,cultural,111,3,4,1,8,3,3
wvs,Kenya,cultural,112,3,4,1,8,2,3
wvs,Kenya,cultural,113,3,3,1,8,3,3
wvs,Kenya,cultural,114,3,4,1,8,2,3
wvs,Kenya,cultural,115,3,4,1,10,3,3
wvs,Kenya,cultural,116,3,4,1,7,2,3
wvs,Kenya,cultural,117,3,4,1,8,2,3
wvs,Kenya,cultural,118,3,3,1,8,2,3
wvs,Kenya,cultural,119,3,4,1,8,2,3
wvs,Kenya,cultural,120,3,3,1,9,3,3
wvs,Kenya,cultural,121,3,4,1,7,2,3
wvs,Kenya,cultural,122,3,4,1,6,1,3
wvs,Kenya,cultural,123,3,4,1,8,1,3
wvs,Kenya,cultural,124,2,3,1,7,2,3
wvs,Kenya,cultural,125,3,4,1,8,1,3
wvs,Kenya,cultural,126,3,3,1,8,3,3
wvs,Kenya,cultural,127,3,4,1,8,1,3
wvs,Kenya,cultural,128,3,4,1,7,2,3
wvs,Kenya,cultural,129,2,4,1,7,2,3
wvs,Kenya,cultural,130,3,3,1,8,2,3
wvs,Kenya,cultural,131,3,3,1,8,2,3
wvs,Kenya,cultural,132,3,4,1,10,1,3
wvs,Kenya,cultural,133,2,4,1,8,2,3
wvs,Kenya,cultural,134,3,3,1,8,2,3
wvs,Kenya,cultural,135,3,3,1,10,1,3
wvs,Kenya,cultural,136,3,4,1,8,1,3
wvs,Kenya,cultural,137,2,3,1,8,2,3
wvs,Kenya,cultural,138,3,4,1,7,1,3
wvs,Kenya,cultural,139,2,4,1,6,2,3
wvs,Kenya,cultural,140,3,4,1,10,1,3
wvs,Kenya,cultural,141,3,3,1,7,2,3
wvs,Kenya,cultural,142,3,4,1,8,2,3
wvs,Kenya,cultural,143,3,4,1,8,2,3
wvs,Kenya,cultural,144,3,3,1,8,2,3
wvs,Kenya,cultural,145,3,3,1,8,2,3
wvs,Kenya,cultural,146,3,3,1,7,2,3
wvs,Kenya,cultural,147,3,3,1,7,2,3
wvs,Kenya,cultural,148,3,4,1,7,3,3
wvs,Kenya,cultural,149,3,3,1,8,2,3
wvs,Kenya,cultural,150,3,3,1,10,1,3
wvs,Kenya,cultural,151,3,4,1,8,2,3
wvs,Kenya,cultural,152,3,4,1,8,2,3
wvs,Kenya,cultural,153,3,3,1,8,1,3
wvs,Kenya,cultural,154,3,3,1,8,2,3
wvs,Kenya,cultural,155,3,4,1,8,1,3
wvs,Kenya,cultural,156,3,3,1,8,2,3
wvs,Kenya,cultural,157,3,4,1,6,1,3
wvs,Kenya,cultural,158,3,4,1,8,2,3
wvs,Kenya,cultural,159,3,4,1,8,1,3
wvs,Kenya,cultural,160,3,3,1,8,2,3
wvs,Kenya,cultural,161,3,4,1,10,1,3
wvs,Kenya,cultural,162,3,4,1,7,2,3
wvs,Kenya,cultural,163,2,4,1,10,1,3
wvs,Kenya,cultural,164,3,4,1,7,2,3
wvs,Kenya,cultural,165,3,3,1,7,2,3
wvs,Kenya,cultural,166,2,3,1,8,2,3
wvs,Kenya,cultural,167,3,4,1,7,1,3
wvs,Kenya,cultural,168,3,3,1,8,2,3
wvs,Kenya,cultural,169,3,4,1,8,1,3
wvs,Kenya,cultural,170,3,3,1,8,2,3
wvs,Kenya,cultural,171,3,3,1,8,1,3
wvs,Kenya,cultural,172,3,3,1,8,2,3
wvs,Kenya,cultural,173,3,3,1,8,2,3
wvs,Kenya,cultural,174,3,3,1,8,3,3
wvs,Kenya,cultural,175,3,3,1,8,2,3
wvs,Kenya,cultural,176,3,4,1,7,1,3
wvs,Kenya,cultural,177,3,4,1,7,2,3
wvs,Kenya,cultural,178,3,4,1,8,2,3
wvs,Kenya,cultural,179,3,4,1,7,1,3
wvs,Kenya,cultural,180,3,4,1,7,1,3
wvs,Kenya,cultural,181,3,4,1,10,1,3
wvs,Kenya,cultural,182,3,4,1,8,1,3
wvs,Kenya,cultural,183,3,4,1,7,1,3
wvs,Kenya,cultural,184,2,3,1,8,2,3
wvs,Kenya,cultural,185,3,4,1,7,1,3
wvs,Kenya,cultural,186,3,4,1,10,1,3
wvs,Kenya,cultural,187,3,4,1,7,2,3
wvs,Kenya,cultural,188,3,3,1,8,2,3
wvs,Kenya,cultural,189,3,4,1,8,2,3
wvs,Kenya,cultural,190,3,4,1,7,3,3
wvs,Kenya,cultural,191,3,4,1,9,1,3
wvs,Kenya,cultural,192,3,4,1,6,2,3
wvs,Kenya,cultural,193,3,3,1,7,2,3
wvs,Kenya,cultural,194,3,3,1,8,2,3
wvs,Kenya,cultural,195,3,3,1,6,2,3
wvs,Kenya,cultural,196,3,3,1,7,2,3
wvs,Kenya,cultural,197,2,4,1,8,2,3
wvs,Kenya,cultural,198,2,4,1,8,2,3
wvs,Kenya,cultural,199,3,3,1,6,2,3
wvs,Kenya,cultural,200,3,4,1,8,2,3
wvs,Kenya,cultural,201,2,4,1,8,2,3
wvs,Kenya,cultural,202,3,4,1,8,2,3
wvs,Kenya,cultural,203,3,3,1,7,2,3
wvs,Kenya,cultural,204,3,3,1,8,1,3
wvs,Kenya,cultural,205,3,4,1,7,2,3
wvs,Kenya,cultural,206,3,3,1,8,1,3
wvs,Kenya,cultural,207,3,4,1,8,2,3
wvs,Kenya,cultural,208,3,4,1,7,2,3
wvs,Kenya,cultural,209,3,4,1,8,1,3
wvs,Kenya,cultural,210,3,3,1,8,1,3
wvs,Kenya,cultural,211,3,3,1,8,1,3
wvs,Kenya,cultural,212,3,4,1,8,2,3
wvs,Kenya,cultural,213,3,4,1,7,1,3
wvs,Kenya,cultural,214,3,4,1,10,1,3
wvs,Kenya,cultural,215,3,4,1,8,1,3
wvs,Kenya,cultural,216,3,4,1,8,1,3
wvs,Kenya,cultural,217,3,4,1,10,1,3
wvs,Kenya,cultural,218,3,3,1,7,2,3
wvs,Kenya,cultural,219,3,4,1,8,3,3
wvs,Kenya,cultural,220,2,3,1,8,1,3
wvs,Kenya,cultural,221,3,4,1,7,2,3
wvs,Kenya,cultural,222,3,4,1,7,1,3
wvs,Kenya,cultural,223,3,4,1,8,3,3
wvs,Kenya,cultural,224,3,4,1,8,2,3
wvs,Kenya,cultural,225,3,4,1,10,1,3
wvs,Kenya,cultural,226,3,3,1,8,2,3
wvs,Kenya,cultural,227,3,4,1,9,1,3
wvs,Kenya,cultural,228,3,4,1,8,2,3
wvs,Kenya,cultural,229,3,4,1,10,1,3
wvs,Kenya,cultural,230,3,3,1,6,3,3
wvs,Kenya,cultural,231,3,3,1,8,1,3
wvs,Kenya,cultural,232,3,4,1,8,2,3
wvs,Kenya,cultural,233,3,3,1,8,2,3
wvs,Kenya,cultural,234,2,4,1,8,1,3
wvs,Kenya,cultural,235,3,3,1,8,3,3
wvs,Kenya,cultural,236,3,4,1,8,1,3
wvs,Kenya,cultural,237,3,4,1,8,3,3
wvs,Kenya,cultural,238,3,4,1,8,2,3
wvs,Kenya,cultural,239,3,3,1,8,2,3
wvs,Kenya,cultural,240,3,3,1,8,2,3
wvs,Kenya,cultural,241,3,4,1,8,1,3
wvs,Kenya,cultural,242,3,4,1,7,2,3
wvs,Kenya,cultural,243,3,3,1,8,2,3
wvs,Kenya,cultural,244,3,4,1,8,3,3
wvs,Kenya,cultural,245,3,3,1,8,2,3
wvs,Kenya,cultural,246,3,4,1,7,2,3
wvs,Kenya,cultural,247,3,4,1,8,2,3
wvs,Kenya,cultural,248,3,4,1,8,2,3
wvs,Kenya,cultural,249,3,3,1,8,2,3
wvs,Kenya,cultural,250,3,3,1,8,2,3
wvs,Kenya,cultural,251,3,4,1,7,2,3
wvs,Kenya,cultural,252,3,4,1,8,3,3
wvs,Kenya,cultural,253,3,4,1,8,2,3
wvs,Kenya,cultural,254,3,4,1,7,2,3
wvs,Kenya,cultural,255,3,3,1,8,2,3
wvs,Kenya,cultural,256,2,4,1,8,2,3
wvs,Kenya,cultural,257,3,3,1,8,2,3
wvs,Kenya,cultural,258,3,4,1,8,2,3
wvs,Kenya,cultural,259,3,4,1,8,1,3
wvs,Kenya,cultural,260,3,4,1,7,3,3
wvs,Kenya,cultural,261,3,4,1,8,2,3
wvs,Kenya,cultural,262,3,3,1,8,2,3
wvs,Kenya,cultural,263,3,4,1,8,2,3
wvs,Kenya,cultural,264,2,4,1,6,2,3
wvs,Kenya,cultural,265,3,4,1,8,3,3
wvs,Kenya,cultural,266,3,4,1,8,2,3
wvs,Kenya,cultural,267,3,4,1,8,2,3
wvs,Kenya,cultural,268,3,4,1,8,3,3
wvs,Kenya,cultural,269,3,3,1,7,2,3
wvs,Kenya,cultural,270,3,3,1,8,3,3
wvs,Kenya,cultural,271,2,4,1,7,2,3
wvs,Kenya,cultural,272,3,3,1,8,2,3
wvs,Kenya,cultural,273,2,4,1,7,1,3
wvs,Kenya,cultural,274,3,4,1,8,2,3
wvs,Kenya,cultural,275,3,4,1,8,2,3
wvs,Kenya,cultural,276,3,4,1,9,2,3
wvs,Kenya,cultural,277,3,4,1,10,1,3
wvs,Kenya,cultural,278,3,4,1,8,2,3
wvs,Kenya,cultural,279,3,4,1,8,2,3
wvs,Kenya,cultural,280,3,4,1,8,1,3
wvs,Kenya,cultural,281,3,4,1,9,2,3
wvs,Kenya,cultural,282,3,4,1,8,2,3
wvs,Kenya,cultural,283,3,4,1,8,2,3
wvs,Kenya,cultural,284,3,3,1,8,3,3
wvs,Kenya,cultural,285,3,4,1,7,1,3
wvs,Kenya,cultural,286,3,4,1,8,2,3
wvs,Kenya,cultural,287,3,4,1,8,2,3
wvs,Kenya,cultural,288,3,4,1,7,2,3
wvs,Kenya,cultural,289,3,3,1,8,2,3
wvs,Kenya,cultural,290,3,3,1,8,1,3
wvs,Kenya,cultural,291,3,4,1,8,2,3
wvs,Kenya,cultural,292,3,3,1,8,2,3
wvs,Kenya,cultural,293,3,3,1,10,2,3
wvs,Kenya,cultural,294,3,4,1,8,1,3
wvs,Kenya,cultural,295,3,3,1,8,2,3
wvs,Kenya,cultural,296,3,4,1,8,1,3
wvs,Kenya,cultural,297,3,4,1,8,1,3
wvs,Kenya,cultural,298,2,4,1,8,1,3
wvs,Kenya,cultural,299,2,4,1,8,2,3
