domain,country,prompt_method,respondent_id,Q45_para,Q46_para,Q57_para,Q184_para,Q218_para,Q254_para
wvs,Kenya,cultural,73,2,3,2,6,1,1
wvs,Kenya,cultural,74,2,3,2,6,1,2
wvs,Kenya,cultural,75,2,3,2,7,1,3
wvs,Kenya,cultural,76,2,3,2,6,1,3
wvs,Kenya,cultural,77,2,2,2,7,1,3
wvs,Kenya,cultural,78,2,3,2,6,1,3
wvs,Kenya,cultural,79,2,3,2,5,1,3
wvs,Kenya,cultural,80,2,2,2,6,1,1
wvs,Kenya,cultural,81,2,3,2,5,1,1
wvs,Kenya,cultural,82,2,3,2,6,1,2
wvs,Kenya,cultural,83,2,3,2,6,1,1
wvs,Kenya,cultural,84,2,3,2,6,1,1
wvs,Kenya,cultural,85,2,3,2,7,1,1
wvs,Kenya,cultural,86,2,3,2,5,1,1
wvs,Kenya,cultural,87,2,3,2,5,1,2
wvs,Kenya,cultural,88,2,2,2,5,1,1
wvs,Kenya,cultural,89,2,3,2,6,1,2
wvs,Kenya,cultural,90,2,3,2,5,1,3
wvs,Kenya,cultural,91,2,3,2,6,1,2
wvs,Kenya,cultural,92,2,3,2,6,1,1
wvs,Kenya,cultural,93,2,2,2,6,1,2
wvs,Kenya,cultural,94,2,3,2,7,1,2
wvs,Kenya,cultural,95,2,3,2,5,1,2
wvs,Kenya,cultural,96,2,2,2,5,1,1
wvs,Kenya,cultural,97,2,3,2,5,1,1
wvs,Kenya,cultural,98,2,2,2,5,1,3
wvs,Kenya,cultural,99,2,2,2,6,1,2
wvs,Kenya,cultural,100,2,3,2,5,1,3
wvs,Kenya,cultural,101,2,3,2,5,1,2
wvs,Kenya,cultural,102,2,3,2,6,1,2
wvs,Kenya,cultural,103,2,3,2,7,1,2
wvs,Kenya,cultural,104,2,3,2,7,1,3
wvs,Kenya,cultural,105,2,3,2,6,1,3
wvs,Kenya,cultural,106,2,3,2,6,1,3
wvs,Kenya,cultural,107,2,3,2,3,1,2
wvs,Kenya,cultural,108,2,3,2,6,1,2
wvs,Kenya,cultural,109,2,3,2,5,1,2
wvs,Kenya,cultural,110,2,3,2,6,1,1
wvs,Kenya,cultural,111,2,2,2,7,1,1
wvs,Kenya,cultural,112,2,3,2,7,1,2
wvs,Kenya,cultural,113,2,3,2,3,1,1
wvs,Kenya,cultural,114,2,3,2,5,1,3
wvs,Kenya,cultural,115,2,3,2,5,1,2
wvs,Kenya,cultural,116,2,3,2,7,1,1
wvs,Kenya,cultural,117,2,3,2,7,1,1
wvs,Kenya,cultural,118,2,3,2,6,1,3
wvs,Kenya,cultural,119,2,3,2,7,1,1
wvs,Kenya,cultural,120,2,3,2,7,1,2
wvs,Kenya,cultural,121,2,3,2,8,1,2
wvs,Kenya,cultural,122,2,3,2,5,1,2
wvs,Kenya,cultural,123,2,3,2,5,1,1
wvs,Kenya,cultural,124,2,3,2,6,1,2
wvs,Kenya,cultural,125,2,3,2,7,1,1
wvs,Kenya,cultural,126,2,3,2,5,1,3
wvs,Kenya,cultural,127,2,3,2,6,1,3
wvs,Kenya,cultural,128,2,3,2,6,1,2
wvs,Kenya,cultural,129,2,3,2,5,1,2
wvs,Kenya,cultural,130,2,3,2,5,1,3
wvs,Kenya,cultural,131,2,3,2,7,1,3
wvs,Kenya,cultural,132,2,3,2,7,1,2
wvs,Kenya,cultural,133,2,3,2,2,1,2
wvs,Kenya,cultural,134,2,3,2,6,1,1
wvs,Kenya,cultural,135,2,3,2,6,1,2
wvs,Kenya,cultural,136,2,3,2,6,1,1
wvs,Kenya,cultural,137,2,3,2,6,1,3
wvs,Kenya,cultural,138,2,3,2,5,1,1
wvs,Kenya,cultural,139,2,3,2,6,1,3
wvs,Kenya,cultural,140,2,3,2,5,1,3
wvs,Kenya,cultural,141,2,3,2,7,1,1
wvs,Kenya,cultural,142,2,2,2,6,1,2
wvs,Kenya,cultural,143,2,3,2,6,1,1
wvs,Kenya,cultural,144,2,3,2,6,1,2
wvs,Kenya,cultural,145,2,3,2,7,1,1
wvs,Kenya,cultural,146,2,3,2,6,1,2
wvs,Kenya,cultural,147,2,3,2,7,1,3
wvs,Kenya,cultural,148,2,3,2,6,1,3
wvs,Kenya,cultural,149,2,3,2,6,1,1
wvs,Kenya,cultural,150,2,3,2,5,1,1
wvs,Kenya,cultural,151,2,3,2,5,1,1
wvs,Kenya,cultural,152,2,3,2,6,1,2
wvs,Kenya,cultural,153,2,3,2,3,1,1
wvs,Kenya,cultural,154,2,3,2,5,1,3
wvs,Kenya,cultural,155,2,3,2,6,1,2
wvs,Kenya,cultural,156,2,3,2,6,1,1
wvs,Kenya,cultural,157,2,2,2,7,1,1
wvs,Kenya,cultural,158,2,3,2,6,1,3
wvs,Kenya,cultural,159,2,3,2,4,1,1
wvs,Kenya,cultural,160,2,3,2,7,1,2
wvs,Kenya,cultural,161,2,3,2,5,1,3
wvs,Kenya,cultural,162,2,3,2,6,1,1
wvs,Kenya,cultural,163,2,2,2,7,1,3
wvs,Kenya,cultural,164,2,3,2,6,1,1
wvs,Kenya,cultural,165,2,3,2,7,1,2
wvs,Kenya,cultural,166,2,3,2,4,1,2
wvs,Kenya,cultural,167,2,3,2,6,1,1
wvs,Kenya,cultural,168,2,3,2,6,1,1
wvs,Kenya,cultural,169,2,3,2,6,1,3
wvs,Kenya,cultural,170,2,3,2,4,1,3
wvs,Kenya,cultural,171,2,3,2,7,1,3
wvs,Kenya,cultural,172,2,3,2,6,1,3
wvs,Kenya,cultural,173,2,3,2,7,1,1
wvs,Kenya,cultural,174,2,3,2,7,1,2
wvs,Kenya,cultural,175,2,3,2,6,1,3
wvs,Kenya,cultural,176,2,3,2,6,1,2
wvs,Kenya,cultural,177,2,3,2,5,1,3
wvs,Kenya,cultural,178,2,3,2,5,1,2
wvs,Kenya,cultural,179,2,2,2,7,1,1
wvs,Kenya,cultural,180,2,3,2,5,1,3
wvs,Kenya,cultural,181,2,3,2,6,1,1
wvs,Kenya,cultural,182,2,3,2,6,1,3
wvs,Kenya,cultural,183,2,3,2,7,1,3
wvs,Kenya,cultural,184,2,3,2,6,1,3
wvs,Kenya,cultural,185,2,3,2,5,1,2
wvs,Kenya,cultural,186,2,3,2,3,1,2
wvs,Kenya,cultural,187,2,3,2,6,1,3
wvs,Kenya,cultural,188,2,3,2,6,1,2
wvs,Kenya,cultural,189,2,3,2,6,1,2
wvs,Kenya,cultural,190,2,3,2,7,1,3
wvs,Kenya,cultural,191,2,3,2,5,1,3
wvs,Kenya,cultural,192,2,3,2,6,1,3
wvs,Kenya,cultural,193,2,3,2,6,1,2
wvs,Kenya,cultural,194,2,2,2,6,1,1
wvs,Kenya,cultural,195,2,3,2,6,1,1
wvs,Kenya,cultural,196,2,3,2,6,1,3
wvs,Kenya,cultural,197,2,3,2,5,1,1
wvs,Kenya,cultural,198,2,2,2,5,1,2
wvs,Kenya,cultural,199,2,3,2,6,1,2
wvs,Kenya,cultural,200,2,3,2,5,1,3
wvs,Kenya,cultural,201,2,3,2,5,1,2
wvs,Kenya,cultural,202,2,2,2,6,1,2
wvs,Kenya,cultural,203,2,3,2,6,1,3
wvs,Kenya,cultural,204,2,3,2,8,1,1
wvs,Kenya,cultural,205,2,3,2,7,1,3
wvs,Kenya,cultural,206,2,3,2,7,1,1
wvs,Kenya,cultural,207,2,3,2,7,1,1
wvs,Kenya,cultural,208,2,3,2,5,1,2
wvs,Kenya,cultural,209,2,3,2,5,1,1
wvs,Kenya,cultural,210,2,3,2,7,1,3
wvs,Kenya,cultural,211,2,3,2,6,1,3
wvs,Kenya,cultural,212,2,3,2,6,1,2
wvs,Kenya,cultural,213,2,3,2,5,1,3
wvs,Kenya,cultural,214,2,3,2,6,1,1
wvs,Kenya,cultural,215,2,3,2,6,1,3
wvs,Kenya,cultural,216,2,3,2,6,1,2
wvs,Kenya,cultural,217,2,3,2,6,1,1
wvs,Kenya,cultural,218,2,3,2,6,1,2
wvs,Kenya,cultural,219,2,3,2,6,1,1
wvs,Kenya,cultural,220,2,3,2,6,1,3
wvs,Kenya,cultural,221,2,3,2,6,1,3
wvs,Kenya,cultural,222,2,3,2,7,1,3
wvs,Kenya,cultural,223,2,3,2,5,1,2
wvs,Kenya,cultural,224,2,3,2,7,1,2
wvs,Kenya,cultural,225,2,2,2,6,1,1
wvs,Kenya,cultural,226,2,3,2,6,1,1
wvs,Kenya,cultural,227,2,3,2,6,1,1
wvs,Kenya,cultural,228,2,3,2,5,1,3
wvs,Kenya,cultural,229,2,3,2,7,1,2
wvs,Kenya,cultural,230,2,3,2,5,1,3
wvs,Kenya,cultural,231,2,3,2,6,1,3
wvs,Kenya,cultural,232,2,3,2,6,1,3
wvs,Kenya,cultural,233,2,3,2,6,1,3
wvs,Kenya,cultural,234,2,2,2,7,1,2
wvs,Kenya,cultural,235,2,3,2,7,1,2
wvs,Kenya,cultural,236,2,3,2,6,1,1
wvs,Kenya,cultural,237,2,3,2,6,1,3
wvs,Kenya,cultural,238,2,3,2,5,1,2
wvs,Kenya,cultural,239,2,3,2,7,1,2
wvs,Kenya,cultural,240,2,3,2,5,1,2
wvs,Kenya,cultural,241,2,3,2,8,1,2
wvs,Kenya,cultural,242,2,3,2,6,1,2
wvs,Kenya,cultural,243,2,3,2,7,1,3
wvs,Kenya,cultural,244,2,3,2,5,1,2
wvs,Kenya,cultural,245,2,3,2,6,1,2
wvs,Kenya,cultural,246,2,3,2,6,1,2
wvs,Kenya,cultural,247,2,3,2,6,1,1
wvs,Kenya,cultural,248,2,3,2,6,1,2
wvs,Kenya,cultural,249,2,3,2,5,1,1
wvs,Kenya,cultural,250,2,3,2,5,1,1
wvs,Kenya,cultural,251,2,3,2,5,1,3
wvs,Kenya,cultural,252,2,3,2,5,1,2
wvs,Kenya,cultural,253,2,3,2,5,1,1
wvs,Kenya,cultural,254,2,3,2,5,1,1
wvs,Kenya,cultural,255,2,3,2,3,1,1
wvs,Kenya,cultural,256,2,3,2,7,1,3
wvs,Kenya,cultural,257,2,3,2,3,1,3
wvs,Kenya,cultural,258,2,3,2,6,1,3
wvs,Kenya,cultural,259,2,3,2,7,1,1
wvs,Kenya,cultural,260,2,3,2,6,1,3
wvs,Kenya,cultural,261,2,3,2,6,1,1
wvs,Kenya,cultural,262,2,3,2,3,1,2
wvs,Kenya,cultural,263,2,2,2,6,1,2
wvs,Kenya,cultural,264,2,3,2,6,1,3
wvs,Kenya,cultural,265,2,3,2,6,1,2
wvs,Kenya,cultural,266,2,3,2,6,1,2
wvs,Kenya,cultural,267,2,3,2,7,1,2
wvs,Kenya,cultural,268,2,3,2,5,1,3
wvs,Kenya,cultural,269,2,3,2,6,1,2
wvs,Kenya,cultural,270,2,3,2,5,1,2
wvs,Kenya,cultural,271,2,3,2,7,1,2
wvs,Kenya,cultural,272,2,3,2,5,1,3
wvs,Kenya,cultural,273,2,3,2,8,1,1
wvs,Kenya,cultural,274,2,3,2,6,1,3
wvs,Kenya,cultural,275,2,3,2,7,1,2
wvs,Kenya,cultural,276,2,3,2,6,1,2
wvs,Kenya,cultural,277,2,2,2,5,1,3
wvs,Kenya,cultural,278,2,3,2,5,1,3
wvs,Kenya,cultural,279,2,3,2,6,1,2
wvs,Kenya,cultural,280,2,3,2,5,1,3
wvs,Kenya,cultural,281,2,3,2,6,1,3
wvs,Kenya,cultural,282,2,3,2,6,1,2
wvs,Kenya,cultural,283,2,3,2,6,1,2
wvs,Kenya,cultural,284,2,3,2,5,1,3
wvs,Kenya,cultural,285,2,3,2,6,1,3
wvs,Kenya,cultural,286,2,2,2,5,1,2
wvs,Kenya,cultural,287,2,3,2,6,1,2
wvs,Kenya,cultural,288,2,2,2,4,1,2
wvs,Kenya,cultural,289,2,3,2,6,1,2
wvs,Kenya,cultural,290,2,3,2,6,1,3
wvs,Kenya,cultural,291,2,3,2,5,1,3
wvs,Kenya,cultural,292,2,2,2,6,1,2
wvs,Kenya,cultural,293,2,3,2,6,1,2
wvs,Kenya,cultural,294,2,2,2,6,1,1
wvs,Kenya,cultural,295,2,3,2,5,1,2
wvs,Kenya,cultural,296,2,3,2,5,1,2
wvs,Kenya,cultural,297,2,3,2,7,1,3
wvs,Kenya,cultural,298,2,3,2,6,1,1
wvs,Kenya,cultural,299,2,3,2,6,1,1
