domain,country,prompt_method,respondent_id,PC1_para,PC2_para,PC3_para,PC4_para,PC5_para,PC6_para
privacy,South Africa,deep_persona,52,1,5,1,1,1,5
privacy,South Africa,deep_persona,53,1,3,1,1,1,1
privacy,South Africa,deep_persona,54,6,1,1,1,1,1
privacy,South Africa,deep_persona,55,1,3,1,1,1,3
privacy,South Africa,deep_persona,56,1,3,1,1,1,3
privacy,South Africa,deep_persona,57,7,3,5,7,5,4
privacy,South Africa,deep_persona,58,4,5,3,1,5,4
privacy,South Africa,deep_persona,59,3,4,1,1,1,1
privacy,South Africa,deep_persona,60,1,3,1,1,1,2
privacy,South Africa,deep_persona,61,1,3,1,1,1,1
privacy,South Africa,deep_persona,62,5,2,2,1,7,2
privacy,South Africa,deep_persona,63,3,2,1,1,1,4
privacy,South Africa,deep_persona,64,3,3,1,1,7,3
privacy,South Africa,deep_persona,65,1,3,1,1,1,1
privacy,South Africa,deep_persona,66,1,1,1,1,1,1
privacy,South Africa,deep_persona,67,7,3,1,1,3,5
privacy,South Africa,deep_persona,68,5,3,5,1,4,4
privacy,South Africa,deep_persona,69,7,5,6,7,5,4
privacy,South Africa,deep_persona,70,6,3,4,1,4,2
privacy,South Africa,deep_persona,71,1,3,1,1,1,5
privacy,South Africa,deep_persona,72,4,4,1,1,1,4
privacy,South Africa,deep_persona,73,5,5,1,1,7,1
privacy,South Africa,deep_persona,74,7,5,1,1,7,5
privacy,South Africa,deep_persona,75,5,3,1,1,4,5
privacy,South Africa,deep_persona,76,1,2,1,1,1,1
privacy,South Africa,deep_persona,77,5,3,1,1,4,4
privacy,South Africa,deep_persona,78,1,3,1,1,1,3
privacy,South Africa,deep_persona,79,1,1,1,1,1,1
privacy,South Africa,deep_persona,80,1,3,1,7,1,3
privacy,South Africa,deep_persona,81,1,1,1,1,1,1
privacy,South Africa,deep_persona,82,1,4,1,1,1,4
privacy,South Africa,deep_persona,83,7,5,1,1,7,1
privacy,South Africa,deep_persona,84,1,1,1,1,1,1
privacy,South Africa,deep_persona,85,4,5,1,1,7,4
privacy,South Africa,deep_persona,86,1,1,1,1,1,1
privacy,South Africa,deep_persona,87,1,1,1,1,1,1
privacy,South Africa,deep_persona,88,1,2,1,1,1,3
privacy,South Africa,deep_persona,89,5,4,1,1,4,5
privacy,South Africa,deep_persona,90,1,1,1,1,1,3
privacy,South Africa,deep_persona,91,4,5,6,7,3,3
privacy,South Africa,deep_persona,92,5,4,5,7,5,5
privacy,South Africa,deep_persona,93,1,1,1,1,1,1
privacy,South Africa,deep_persona,94,1,1,1,1,1,1
privacy,South Africa,deep_persona,95,1,1,1,1,1,1
privacy,South Africa,deep_persona,96,4,4,2,1,6,3
privacy,South Africa,deep_persona,97,4,6,5,1,7,4
privacy,South Africa,deep_persona,98,1,1,1,1,1,1
privacy,South Africa,deep_persona,99,6,3,3,1,3,3
privacy,South Africa,deep_persona,100,3,4,1,1,1,3
privacy,South Africa,deep_persona,101,5,2,1,1,1,3
privacy,South Africa,deep_persona,102,1,1,1,1,1,1
privacy,South Africa,deep_persona,103,1,1,1,1,1,1
privacy,South Africa,deep_persona,104,4,4,1,1,1,1
privacy,South Africa,deep_persona,105,1,4,1,1,1,3
privacy,South Africa,deep_persona,106,1,2,1,1,1,1
privacy,South Africa,deep_persona,107,1,1,1,1,1,1
privacy,South Africa,deep_persona,108,1,3,1,1,1,3
privacy,South Africa,deep_persona,109,3,2,1,1,3,3
privacy,South Africa,deep_persona,110,1,3,1,1,1,5
privacy,South Africa,deep_persona,111,3,5,1,1,3,4
privacy,South Africa,deep_persona,112,1,3,1,1,1,1
privacy,South Africa,deep_persona,113,4,5,1,1,1,4
privacy,South Africa,deep_persona,114,7,3,7,1,7,5
privacy,South Africa,deep_persona,115,1,4,1,1,1,5
privacy,South Africa,deep_persona,116,2,1,1,1,3,3
privacy,South Africa,deep_persona,117,1,3,1,1,1,1
privacy,South Africa,deep_persona,118,1,3,1,1,1,1
privacy,South Africa,deep_persona,119,1,3,1,1,1,6
privacy,South Africa,deep_persona,120,1,1,1,1,1,1
privacy,South Africa,deep_persona,121,1,5,1,1,1,5
privacy,South Africa,deep_persona,122,1,5,1,1,1,1
privacy,South Africa,deep_persona,123,1,5,1,1,1,6
privacy,South Africa,deep_persona,124,3,3,3,1,4,4
privacy,South Africa,deep_persona,125,4,4,1,1,7,1
privacy,South Africa,deep_persona,126,5,2,1,1,4,1
privacy,South Africa,deep_persona,127,5,5,3,7,4,5
privacy,South Africa,deep_persona,128,1,5,1,1,1,3
privacy,South Africa,deep_persona,129,5,1,1,1,1,1
privacy,South Africa,deep_persona,130,4,3,1,1,1,2
privacy,South Africa,deep_persona,131,4,3,3,1,7,1
privacy,South Africa,deep_persona,132,4,3,1,1,4,3
privacy,South Africa,deep_persona,133,1,3,1,1,1,3
privacy,South Africa,deep_persona,134,6,4,1,1,7,1
privacy,South Africa,deep_persona,135,5,5,2,1,1,3
privacy,South Africa,deep_persona,136,5,4,1,1,5,5
privacy,South Africa,deep_persona,137,3,4,3,1,4,5
privacy,South Africa,deep_persona,138,4,2,3,7,3,4
privacy,South Africa,deep_persona,139,1,3,1,1,1,5
privacy,South Africa,deep_persona,140,1,6,1,1,1,3
privacy,South Africa,deep_persona,141,7,5,5,7,4,4
privacy,South Africa,deep_persona,142,1,5,1,1,1,3
privacy,South Africa,deep_persona,143,7,3,4,1,3,3
privacy,South Africa,deep_persona,144,7,3,6,7,7,3
privacy,South Africa,deep_persona,145,4,3,1,1,1,5
privacy,South Africa,deep_persona,146,3,1,1,1,4,3
privacy,South Africa,deep_persona,147,1,1,1,1,1,3
privacy,South Africa,deep_persona,148,6,5,4,1,3,3
privacy,South Africa,deep_persona,149,3,5,1,1,1,5
privacy,South Africa,deep_persona,150,1,3,1,1,1,5
privacy,South Africa,deep_persona,151,1,1,1,1,1,4
privacy,South Africa,deep_persona,152,1,1,1,1,1,3
privacy,South Africa,deep_persona,153,1,1,1,1,3,1
privacy,South Africa,deep_persona,154,4,3,5,1,4,1
privacy,South Africa,deep_persona,155,1,2,1,1,1,2
privacy,South Africa,deep_persona,156,1,5,1,1,1,5
privacy,South Africa,deep_persona,157,1,2,1,1,1,1
privacy,South Africa,deep_persona,158,3,4,1,1,3,5
privacy,South Africa,deep_persona,159,1,1,1,1,1,1
privacy,South Africa,deep_persona,160,1,1,1,1,1,1
privacy,South Africa,deep_persona,161,1,6,1,1,1,1
privacy,South Africa,deep_persona,162,7,5,1,1,1,5
privacy,South Africa,deep_persona,163,4,3,1,1,7,3
privacy,South Africa,deep_persona,164,1,2,1,1,1,1
privacy,South Africa,deep_persona,165,1,1,1,1,1,1
privacy,South Africa,deep_persona,166,1,3,1,1,1,3
privacy,South Africa,deep_persona,167,1,1,1,1,1,1
privacy,South Africa,deep_persona,168,5,4,3,1,5,5
privacy,South Africa,deep_persona,169,4,1,1,1,3,4
privacy,South Africa,deep_persona,170,7,3,7,7,7,5
privacy,South Africa,deep_persona,171,2,3,3,7,1,4
privacy,South Africa,deep_persona,172,3,4,1,1,1,3
privacy,South Africa,deep_persona,173,3,5,3,1,1,5
privacy,South Africa,deep_persona,174,1,1,1,1,1,1
privacy,South Africa,deep_persona,175,1,3,1,1,1,1
privacy,South Africa,deep_persona,176,7,3,1,7,7,4
privacy,South Africa,deep_persona,177,3,4,2,1,4,5
privacy,South Africa,deep_persona,178,5,4,5,1,4,3
privacy,South Africa,deep_persona,179,1,1,1,1,1,1
privacy,South Africa,deep_persona,180,6,3,4,1,7,5
privacy,South Africa,deep_persona,181,7,6,1,1,1,5
privacy,South Africa,deep_persona,182,3,3,2,7,7,5
privacy,South Africa,deep_persona,183,3,5,5,7,7,3
privacy,South Africa,deep_persona,184,1,3,1,1,1,1
privacy,South Africa,deep_persona,185,5,5,4,7,7,5
privacy,South Africa,deep_persona,186,1,1,1,1,1,1
privacy,South Africa,deep_persona,187,1,3,1,1,1,2
privacy,South Africa,deep_persona,188,3,5,2,1,4,5
privacy,South Africa,deep_persona,189,3,6,1,1,3,3
privacy,South Africa,deep_persona,190,3,4,1,1,1,3
privacy,South Africa,deep_persona,191,2,3,3,1,3,3
privacy,South Africa,deep_persona,192,3,3,1,1,1,1
privacy,South Africa,deep_persona,193,1,3,1,1,1,4
privacy,South Africa,deep_persona,194,5,5,4,7,7,5
privacy,South Africa,deep_persona,195,1,4,1,1,1,1
privacy,South Africa,deep_persona,196,4,5,1,1,5,3
privacy,South Africa,deep_persona,197,1,1,1,1,1,4
privacy,South Africa,deep_persona,198,5,3,5,1,7,5
privacy,South Africa,deep_persona,199,5,3,4,1,7,1
privacy,South Africa,deep_persona,200,5,3,1,1,4,3
privacy,South Africa,deep_persona,201,3,2,1,1,3,5
privacy,South Africa,deep_persona,202,1,3,1,1,2,3
privacy,South Africa,deep_persona,203,7,5,2,7,7,5
privacy,South Africa,deep_persona,204,1,2,1,1,1,4
privacy,South Africa,deep_persona,205,4,5,3,1,4,5
privacy,South Africa,deep_persona,206,1,1,1,1,1,1
privacy,South Africa,deep_persona,207,1,1,1,1,1,1
privacy,South Africa,deep_persona,208,1,1,1,1,1,1
privacy,South Africa,deep_persona,209,4,5,4,7,4,4
privacy,South Africa,deep_persona,210,7,5,5,7,7,4
privacy,South Africa,deep_persona,211,1,1,1,1,1,1
privacy,South Africa,deep_persona,212,4,5,1,1,1,4
privacy,South Africa,deep_persona,213,1,5,1,1,1,5
privacy,South Africa,deep_persona,214,1,3,1,1,1,1
privacy,South Africa,deep_persona,215,1,4,1,1,1,1
privacy,South Africa,deep_persona,216,5,6,2,1,3,5
privacy,South Africa,deep_persona,217,4,3,2,1,4,1
privacy,South Africa,deep_persona,218,5,3,1,1,1,2
privacy,South Africa,deep_persona,219,1,1,1,1,1,1
privacy,South Africa,deep_persona,220,3,6,1,1,1,4
privacy,South Africa,deep_persona,221,7,2,1,1,3,1
privacy,South Africa,deep_persona,222,3,3,1,1,3,2
privacy,South Africa,deep_persona,223,3,5,1,1,1,3
privacy,South Africa,deep_persona,224,1,5,1,1,1,5
privacy,South Africa,deep_persona,225,1,1,1,1,1,1
privacy,South Africa,deep_persona,226,3,3,5,1,4,3
privacy,South Africa,deep_persona,227,5,2,1,7,3,1
privacy,South Africa,deep_persona,228,1,1,1,1,1,1
privacy,South Africa,deep_persona,229,1,2,1,1,1,1
privacy,South Africa,deep_persona,230,7,3,7,7,7,5
privacy,South Africa,deep_persona,231,3,2,1,1,1,3
privacy,South Africa,deep_persona,232,6,5,1,1,1,4
privacy,South Africa,deep_persona,233,3,5,1,1,5,3
privacy,South Africa,deep_persona,234,7,3,4,7,7,5
privacy,South Africa,deep_persona,235,1,1,1,1,1,1
privacy,South Africa,deep_persona,236,1,3,1,1,1,3
privacy,South Africa,deep_persona,237,4,3,5,1,5,3
privacy,South Africa,deep_persona,238,7,6,1,7,1,4
privacy,South Africa,deep_persona,239,3,3,3,1,4,5
privacy,South Africa,deep_persona,240,1,1,1,1,1,1
privacy,South Africa,deep_persona,241,3,4,1,1,1,3
privacy,South Africa,deep_persona,242,3,5,3,1,3,5
privacy,South Africa,deep_persona,243,7,3,5,7,7,5
privacy,South Africa,deep_persona,244,1,1,1,1,1,1
privacy,South Africa,deep_persona,245,1,4,1,1,1,4
privacy,South Africa,deep_persona,246,1,3,1,1,1,3
privacy,South Africa,deep_persona,247,7,4,5,7,4,3
privacy,South Africa,deep_persona,248,1,1,1,1,1,3
privacy,South Africa,deep_persona,249,1,3,1,1,1,5
privacy,South Africa,deep_persona,250,4,3,1,1,4,5
privacy,South Africa,deep_persona,251,1,3,1,1,1,1
privacy,South Africa,deep_persona,252,5,5,3,1,4,4
privacy,South Africa,deep_persona,253,1,1,1,1,1,1
privacy,South Africa,deep_persona,254,1,1,1,1,1,1
privacy,South Africa,deep_persona,255,1,1,1,1,1,1
privacy,South Africa,deep_persona,256,7,4,7,7,7,5
privacy,South Africa,deep_persona,257,1,1,1,1,1,5
privacy,South Africa,deep_persona,258,7,7,5,7,5,4
privacy,South Africa,deep_persona,259,1,3,1,1,4,1
privacy,South Africa,deep_persona,260,1,1,1,1,1,1
privacy,South Africa,deep_persona,261,3,2,1,1,1,1
privacy,South Africa,deep_persona,262,1,3,1,1,1,5
privacy,South Africa,deep_persona,263,1,1,1,1,1,1
privacy,South Africa,deep_persona,264,3,5,3,1,5,3
privacy,South Africa,deep_persona,265,4,3,1,1,7,3
privacy,South Africa,deep_persona,266,7,3,4,7,7,5
privacy,South Africa,deep_persona,267,1,5,1,1,1,6
privacy,South Africa,deep_persona,268,1,3,1,1,1,5
privacy,South Africa,deep_persona,269,1,3,1,1,1,1
privacy,South Africa,deep_persona,270,1,5,1,1,1,4
privacy,South Africa,deep_persona,271,1,2,1,1,1,1
privacy,South Africa,deep_persona,272,1,5,1,1,1,4
privacy,South Africa,deep_persona,273,1,1,1,1,1,1
privacy,South Africa,deep_persona,274,3,4,1,1,1,1
privacy,South Africa,deep_persona,275,1,1,1,1,1,1
privacy,South Africa,deep_persona,276,1,3,1,1,1,5
privacy,South Africa,deep_persona,277,1,5,1,1,1,1
privacy,South Africa,deep_persona,278,1,3,1,1,1,3
privacy,South Africa,deep_persona,279,1,3,1,1,1,3
privacy,South Africa,deep_persona,280,6,1,1,1,1,2
privacy,South Africa,deep_persona,281,5,6,4,1,3,5
privacy,South Africa,deep_persona,282,1,1,1,1,1,1
privacy,South Africa,deep_persona,283,1,1,1,1,1,1
privacy,South Africa,deep_persona,284,1,4,1,7,7,1
privacy,South Africa,deep_persona,285,1,1,1,1,1,1
privacy,South Africa,deep_persona,286,1,1,1,1,1,1
privacy,South Africa,deep_persona,287,1,1,1,1,1,1
privacy,South Africa,deep_persona,288,1,2,1,1,1,1
privacy,South Africa,deep_persona,289,1,3,1,1,7,4
privacy,South Africa,deep_persona,290,4,4,1,1,1,1
privacy,South Africa,deep_persona,291,1,3,1,1,1,1
privacy,South Africa,deep_persona,292,4,6,1,1,1,3
privacy,South Africa,deep_persona,293,5,7,4,1,1,4
privacy,South Africa,deep_persona,294,7,4,5,1,4,4
privacy,South Africa,deep_persona,295,1,1,1,1,1,1
privacy,South Africa,deep_persona,296,1,2,1,1,1,1
privacy,South Africa,deep_persona,297,4,3,3,1,4,5
privacy,South Africa,deep_persona,298,1,1,1,1,1,1
privacy,South Africa,deep_persona,299,3,1,1,1,1,1
