domain,country,prompt_method,respondent_id,PC1,PC2,PC3,PC4,PC5,PC6
privacy,South Africa,deep_persona,161,1,3,1,1,1,1
privacy,South Africa,deep_persona,162,4,3,1,7,4,1
privacy,South Africa,deep_persona,163,6,3,1,1,3,1
privacy,South Africa,deep_persona,164,1,5,1,1,4,1
privacy,South Africa,deep_persona,165,1,1,1,1,1,1
privacy,South Africa,deep_persona,166,1,3,1,1,1,1
privacy,South Africa,deep_persona,167,1,1,1,1,1,1
privacy,South Africa,deep_persona,168,3,6,1,3,4,3
privacy,South Africa,deep_persona,169,4,5,1,1,4,4
privacy,South Africa,deep_persona,170,7,5,7,7,7,4
privacy,South Africa,deep_persona,171,3,4,1,1,5,1
privacy,South Africa,deep_persona,172,1,4,1,1,1,1
privacy,South Africa,deep_persona,173,1,2,1,7,3,4
privacy,South Africa,deep_persona,174,1,1,1,1,1,1
privacy,South Africa,deep_persona,175,1,2,1,1,1,1
privacy,South Africa,deep_persona,176,5,3,1,7,5,1
privacy,South Africa,deep_persona,177,2,1,1,1,3,1
privacy,South Africa,deep_persona,178,3,5,1,5,3,1
privacy,South Africa,deep_persona,179,1,3,1,1,1,1
privacy,South Africa,deep_persona,180,1,3,1,7,5,1
privacy,South Africa,deep_persona,181,1,1,1,1,3,1
privacy,South Africa,deep_persona,182,7,3,1,7,4,1
privacy,South Africa,deep_persona,183,4,4,4,7,6,4
privacy,South Africa,deep_persona,184,1,3,1,1,1,1
privacy,South Africa,deep_persona,185,4,5,3,7,4,4
privacy,South Africa,deep_persona,186,1,1,1,1,1,1
privacy,South Africa,deep_persona,187,1,2,1,1,1,1
privacy,South Africa,deep_persona,188,3,3,4,4,5,3
privacy,South Africa,deep_persona,189,4,6,1,3,4,3
privacy,South Africa,deep_persona,190,3,3,1,3,5,1
privacy,South Africa,deep_persona,191,1,4,1,1,2,1
privacy,South Africa,deep_persona,192,1,3,1,1,3,1
privacy,South Africa,deep_persona,193,1,7,1,1,1,1
privacy,South Africa,deep_persona,194,7,4,1,7,3,1
privacy,South Africa,deep_persona,195,1,5,1,1,1,1
privacy,South Africa,deep_persona,196,2,5,1,1,4,4
privacy,South Africa,deep_persona,197,3,5,1,1,3,1
privacy,South Africa,deep_persona,198,6,5,6,7,5,4
privacy,South Africa,deep_persona,199,3,3,1,7,6,1
privacy,South Africa,deep_persona,200,1,3,1,3,3,1
privacy,South Africa,deep_persona,201,1,5,1,1,3,1
privacy,South Africa,deep_persona,202,1,1,1,2,3,1
privacy,South Africa,deep_persona,203,7,5,1,7,7,1
privacy,South Africa,deep_persona,204,1,3,1,1,1,1
privacy,South Africa,deep_persona,205,5,4,1,4,4,1
privacy,South Africa,deep_persona,206,1,1,1,1,1,1
privacy,South Africa,deep_persona,207,1,1,1,1,1,1
privacy,South Africa,deep_persona,208,1,1,1,1,1,1
privacy,South Africa,deep_persona,209,5,3,3,7,4,1
privacy,South Africa,deep_persona,210,6,5,7,7,5,5
privacy,South Africa,deep_persona,211,1,1,1,1,1,1
privacy,South Africa,deep_persona,212,1,4,1,1,1,1
privacy,South Africa,deep_persona,213,1,5,1,1,1,1
privacy,South Africa,deep_persona,214,1,3,1,1,1,1
privacy,South Africa,deep_persona,215,1,1,1,1,1,1
privacy,South Africa,deep_persona,216,1,3,1,7,5,1
privacy,South Africa,deep_persona,217,2,3,1,1,2,1
privacy,South Africa,deep_persona,218,1,3,1,1,1,1
privacy,South Africa,deep_persona,219,1,1,1,1,1,1
privacy,South Africa,deep_persona,220,4,4,1,3,5,1
privacy,South Africa,deep_persona,221,1,1,1,1,7,1
privacy,South Africa,deep_persona,222,1,3,1,1,4,1
privacy,South Africa,deep_persona,223,1,3,1,1,1,1
privacy,South Africa,deep_persona,224,1,5,1,1,1,1
privacy,South Africa,deep_persona,225,1,1,1,1,1,1
privacy,South Africa,deep_persona,226,4,5,5,5,4,6
privacy,South Africa,deep_persona,227,4,3,1,7,4,1
privacy,South Africa,deep_persona,228,1,1,1,1,2,1
privacy,South Africa,deep_persona,229,1,3,1,1,1,1
privacy,South Africa,deep_persona,230,5,5,2,7,7,1
privacy,South Africa,deep_persona,231,1,6,1,1,1,1
privacy,South Africa,deep_persona,232,3,5,1,4,3,3
privacy,South Africa,deep_persona,233,1,5,1,1,1,1
privacy,South Africa,deep_persona,234,7,5,7,7,5,2
privacy,South Africa,deep_persona,235,1,3,1,1,3,1
privacy,South Africa,deep_persona,236,2,3,4,1,5,1
privacy,South Africa,deep_persona,237,7,4,5,7,6,1
privacy,South Africa,deep_persona,238,5,3,1,7,5,2
privacy,South Africa,deep_persona,239,4,5,1,7,3,3
privacy,South Africa,deep_persona,240,1,3,1,1,1,1
privacy,South Africa,deep_persona,241,1,5,1,1,2,1
privacy,South Africa,deep_persona,242,5,5,1,3,7,3
privacy,South Africa,deep_persona,243,5,5,3,7,4,5
privacy,South Africa,deep_persona,244,1,2,1,1,1,1
privacy,South Africa,deep_persona,245,1,4,1,1,1,1
privacy,South Africa,deep_persona,246,1,5,1,1,1,1
privacy,South Africa,deep_persona,247,7,3,1,7,4,1
privacy,South Africa,deep_persona,248,1,1,1,1,1,1
privacy,South Africa,deep_persona,249,1,5,1,1,3,1
privacy,South Africa,deep_persona,250,3,3,1,4,4,1
privacy,South Africa,deep_persona,251,1,3,1,1,1,1
privacy,South Africa,deep_persona,252,1,5,1,4,4,3
privacy,South Africa,deep_persona,253,1,1,1,1,1,1
privacy,South Africa,deep_persona,254,1,1,1,1,1,1
privacy,South Africa,deep_persona,255,1,1,1,1,1,1
privacy,South Africa,deep_persona,256,6,4,7,7,5,5
privacy,South Africa,deep_persona,257,1,1,1,1,1,1
privacy,South Africa,deep_persona,258,5,5,5,7,5,3
privacy,South Africa,deep_persona,259,1,1,1,1,3,1
privacy,South Africa,deep_persona,260,1,1,1,1,1,1
privacy,South Africa,deep_persona,261,1,4,1,1,5,1
privacy,South Africa,deep_persona,262,1,1,1,1,1,1
privacy,South Africa,deep_persona,263,1,1,1,1,1,1
privacy,South Africa,deep_persona,264,7,4,1,7,3,3
privacy,South Africa,deep_persona,265,5,5,2,4,4,5
privacy,South Africa,deep_persona,266,7,5,7,7,5,3
privacy,South Africa,deep_persona,267,1,5,1,1,1,1
privacy,South Africa,deep_persona,268,1,5,1,1,2,1
privacy,South Africa,deep_persona,269,1,1,1,1,1,1
privacy,South Africa,deep_persona,270,1,4,1,1,3,1
privacy,South Africa,deep_persona,271,1,1,1,1,1,1
privacy,South Africa,deep_persona,272,1,3,1,1,1,1
privacy,South Africa,deep_persona,273,1,1,1,1,1,1
privacy,South Africa,deep_persona,274,1,5,1,1,3,1
privacy,South Africa,deep_persona,275,1,1,1,1,1,1
privacy,South Africa,deep_persona,276,1,3,1,1,1,1
privacy,South Africa,deep_persona,277,1,1,1,1,1,1
privacy,South Africa,deep_persona,278,1,1,1,1,1,1
privacy,South Africa,deep_persona,279,1,2,1,1,1,1
privacy,South Africa,deep_persona,280,1,1,1,1,1,1
privacy,South Africa,deep_persona,281,3,5,1,7,5,1
privacy,South Africa,deep_persona,282,1,1,1,1,1,1
privacy,South Africa,deep_persona,283,1,3,1,1,1,1
privacy,South Africa,deep_persona,284,3,3,1,7,6,1
privacy,South Africa,deep_persona,285,1,1,1,1,1,1
privacy,South Africa,deep_persona,286,1,1,1,1,1,1
privacy,South Africa,deep_persona,287,1,1,1,1,1,1
privacy,South Africa,deep_persona,288,1,3,1,1,1,1
privacy,South Africa,deep_persona,289,4,5,1,7,5,1
privacy,South Africa,deep_persona,290,1,4,1,1,1,1
privacy,South Africa,deep_persona,291,1,3,1,1,2,1
privacy,South Africa,deep_persona,292,1,4,1,1,4,1
privacy,South Africa,deep_persona,293,1,4,1,3,3,1
privacy,South Africa,deep_persona,294,4,3,1,7,4,1
privacy,South Africa,deep_persona,295,1,1,1,1,1,1
privacy,South Africa,deep_persona,296,1,1,1,1,2,1
privacy,South Africa,deep_persona,297,6,5,1,7,3,1
privacy,South Africa,deep_persona,298,1,1,1,1,1,1
privacy,South Africa,deep_persona,299,1,5,1,1,2,5
