domain,country,prompt_method,respondent_id,PC1_para,PC2_para,PC3_para,PC4_para,PC5_para,PC6_para
privacy,South Africa,cultural,170,6,5,5,1,6,5
privacy,South Africa,cultural,171,5,5,4,1,4,5
privacy,South Africa,cultural,172,4,5,4,1,6,5
privacy,South Africa,cultural,173,6,5,4,1,6,4
privacy,South Africa,cultural,174,4,5,4,1,6,4
privacy,South Africa,cultural,175,5,5,4,1,6,5
privacy,South Africa,cultural,176,5,5,4,1,4,4
privacy,South Africa,cultural,177,5,5,4,1,5,5
privacy,South Africa,cultural,178,5,4,4,1,5,5
privacy,South Africa,cultural,179,6,6,5,1,6,3
privacy,South Africa,cultural,180,5,4,4,1,4,5
privacy,South Africa,cultural,181,5,5,5,1,5,5
privacy,South Africa,cultural,182,5,5,3,1,7,5
privacy,South Africa,cultural,183,6,4,3,1,7,5
privacy,South Africa,cultural,184,4,5,5,1,5,5
privacy,South Africa,cultural,185,4,5,4,1,6,5
privacy,South Africa,cultural,186,5,5,5,1,5,5
privacy,South Africa,cultural,187,5,5,4,1,5,3
privacy,South Africa,cultural,188,6,4,5,1,4,5
privacy,South Africa,cultural,189,4,5,4,1,5,5
privacy,South Africa,cultural,190,5,5,4,1,5,5
privacy,South Africa,cultural,191,5,3,5,1,4,4
privacy,South Africa,cultural,192,5,5,4,1,5,4
privacy,South Africa,cultural,193,4,4,5,1,5,4
privacy,South Africa,cultural,194,6,5,4,1,7,4
privacy,South Africa,cultural,195,6,5,5,1,5,4
privacy,South Africa,cultural,196,6,4,4,1,5,5
privacy,South Africa,cultural,197,6,5,5,1,5,5
privacy,South Africa,cultural,198,6,5,5,1,5,5
privacy,South Africa,cultural,199,6,5,5,1,7,5
privacy,South Africa,cultural,200,5,3,4,1,5,4
privacy,South Africa,cultural,201,5,4,4,1,6,5
privacy,South Africa,cultural,202,4,4,4,1,6,5
privacy,South Africa,cultural,203,5,5,5,1,7,4
privacy,South Africa,cultural,204,6,4,4,1,5,5
privacy,South Africa,cultural,205,6,6,4,1,5,5
privacy,South Africa,cultural,206,6,5,4,1,5,5
privacy,South Africa,cultural,207,6,5,5,1,4,4
privacy,South Africa,cultural,208,5,5,4,1,5,4
privacy,South Africa,cultural,209,4,4,5,1,5,4
privacy,South Africa,cultural,210,5,5,4,1,7,5
privacy,South Africa,cultural,211,5,5,4,1,5,4
privacy,South Africa,cultural,212,5,5,4,1,5,4
privacy,South Africa,cultural,213,5,4,3,1,6,5
privacy,South Africa,cultural,214,4,4,4,1,6,5
privacy,South Africa,cultural,215,4,5,4,1,7,5
privacy,South Africa,cultural,216,5,6,3,1,7,4
privacy,South Africa,cultural,217,6,5,4,1,6,4
privacy,South Africa,cultural,218,6,5,4,1,5,5
privacy,South Africa,cultural,219,6,4,5,1,5,4
privacy,South Africa,cultural,220,5,4,4,1,5,3
privacy,South Africa,cultural,221,4,4,4,1,5,5
privacy,South Africa,cultural,222,6,5,5,1,6,4
privacy,South Africa,cultural,223,5,5,3,1,5,4
privacy,South Africa,cultural,224,6,6,4,1,5,5
privacy,South Africa,cultural,225,5,5,5,1,6,4
privacy,South Africa,cultural,226,5,5,4,1,6,5
privacy,South Africa,cultural,227,4,5,5,1,5,5
privacy,South Africa,cultural,228,5,5,4,1,5,3
privacy,South Africa,cultural,229,4,5,3,1,5,4
privacy,South Africa,cultural,230,5,5,4,1,4,4
privacy,South Africa,cultural,231,5,6,4,1,5,5
privacy,South Africa,cultural,232,5,6,4,1,5,5
privacy,South Africa,cultural,233,5,4,5,1,5,5
privacy,South Africa,cultural,234,5,5,4,1,5,4
privacy,South Africa,cultural,235,5,4,4,1,5,4
privacy,South Africa,cultural,236,6,5,3,1,7,5
privacy,South Africa,cultural,237,4,4,5,1,7,5
privacy,South Africa,cultural,238,5,4,5,1,4,4
privacy,South Africa,cultural,239,5,4,5,1,5,5
privacy,South Africa,cultural,240,6,5,4,1,7,4
privacy,South Africa,cultural,241,5,5,5,1,6,5
privacy,South Africa,cultural,242,6,4,4,1,4,5
privacy,South Africa,cultural,243,6,5,3,1,6,5
privacy,South Africa,cultural,244,4,5,5,1,5,5
privacy,South Africa,cultural,245,5,6,5,1,6,5
privacy,South Africa,cultural,246,5,5,5,1,6,5
privacy,South Africa,cultural,247,6,5,4,1,5,5
privacy,South Africa,cultural,248,5,6,5,1,4,5
privacy,South Africa,cultural,249,5,4,4,1,7,5
privacy,South Africa,cultural,250,5,4,4,1,5,4
privacy,South Africa,cultural,251,6,5,4,1,5,5
privacy,South Africa,cultural,252,6,5,4,1,5,5
privacy,South Africa,cultural,253,4,5,5,1,5,5
privacy,South Africa,cultural,254,6,5,4,1,6,4
privacy,South Africa,cultural,255,6,4,5,1,5,5
privacy,South Africa,cultural,256,5,5,5,1,5,4
privacy,South Africa,cultural,257,6,5,4,1,5,4
privacy,South Africa,cultural,258,6,5,4,1,5,5
privacy,South Africa,cultural,259,4,5,5,1,6,3
privacy,South Africa,cultural,260,5,4,4,1,5,5
privacy,South Africa,cultural,261,5,5,5,1,4,5
privacy,South Africa,cultural,262,6,4,4,1,5,4
privacy,South Africa,cultural,263,5,5,4,1,5,5
privacy,South Africa,cultural,264,5,4,4,1,5,4
privacy,South Africa,cultural,265,6,5,5,1,6,4
privacy,South Africa,cultural,266,6,5,5,1,5,5
privacy,South Africa,cultural,267,5,4,5,1,5,5
privacy,South Africa,cultural,268,5,5,4,1,6,5
privacy,South Africa,cultural,269,5,5,5,1,5,5
privacy,South Africa,cultural,270,4,5,4,1,4,4
privacy,South Africa,cultural,271,4,5,5,1,5,4
privacy,South Africa,cultural,272,4,4,4,1,5,4
privacy,South Africa,cultural,273,6,6,5,1,5,5
privacy,South Africa,cultural,274,5,6,4,1,6,5
privacy,South Africa,cultural,275,6,5,2,1,4,4
privacy,South Africa,cultural,276,5,5,5,1,7,5
privacy,South Africa,cultural,277,5,6,4,1,6,3
privacy,South Africa,cultural,278,6,5,5,1,6,5
privacy,South Africa,cultural,279,4,4,4,1,5,4
privacy,South Africa,cultural,280,6,6,4,1,4,4
privacy,South Africa,cultural,281,5,5,4,1,5,5
privacy,South Africa,cultural,282,4,5,5,1,5,4
privacy,South Africa,cultural,283,6,5,5,1,5,5
privacy,South Africa,cultural,284,5,5,2,1,7,4
privacy,South Africa,cultural,285,5,4,4,1,5,4
privacy,South Africa,cultural,286,6,5,4,1,5,5
privacy,South Africa,cultural,287,6,5,4,1,5,5
privacy,South Africa,cultural,288,5,5,4,1,7,5
privacy,South Africa,cultural,289,5,5,4,1,5,5
privacy,South Africa,cultural,290,7,5,4,1,5,6
privacy,South Africa,cultural,291,6,5,4,1,5,5
privacy,South Africa,cultural,292,6,5,5,1,5,5
privacy,South Africa,cultural,293,4,5,5,1,5,5
privacy,South Africa,cultural,294,5,4,5,1,5,3
privacy,South Africa,cultural,295,5,4,4,1,6,3
privacy,South Africa,cultural,296,6,5,3,1,5,3
privacy,South Africa,cultural,297,4,4,5,1,6,5
privacy,South Africa,cultural,298,6,5,5,1,5,5
privacy,South Africa,cultural,299,4,6,5,1,5,5
