domain,country,prompt_method,respondent_id,PC1,PC2,PC3,PC4,PC5,PC6
privacy,South Africa,cultural,90,5,5,4,1,6,5
privacy,South Africa,cultural,91,7,5,4,1,5,5
privacy,South Africa,cultural,92,7,5,4,1,4,5
privacy,South Africa,cultural,93,7,4,4,1,5,5
privacy,South Africa,cultural,94,7,5,4,1,5,5
privacy,South Africa,cultural,95,4,5,5,1,4,5
privacy,South Africa,cultural,96,6,6,5,1,5,5
privacy,South Africa,cultural,97,6,3,4,1,5,5
privacy,South Africa,cultural,98,7,5,6,1,5,6
privacy,South Africa,cultural,99,6,5,5,1,5,5
privacy,South Africa,cultural,100,7,5,5,1,5,5
privacy,South Africa,cultural,101,7,5,4,1,5,5
privacy,South Africa,cultural,102,7,5,5,3,5,5
privacy,South Africa,cultural,103,6,5,5,1,6,5
privacy,South Africa,cultural,104,6,4,4,1,4,5
privacy,South Africa,cultural,105,7,5,4,1,5,4
privacy,South Africa,cultural,106,7,5,4,1,5,5
privacy,South Africa,cultural,107,6,5,5,1,5,5
privacy,South Africa,cultural,108,6,5,4,1,5,5
privacy,South Africa,cultural,109,5,6,5,1,5,5
privacy,South Africa,cultural,110,6,5,5,1,5,5
privacy,South Africa,cultural,111,7,5,5,1,6,5
privacy,South Africa,cultural,112,5,5,4,1,4,5
privacy,South Africa,cultural,113,7,5,4,1,5,5
privacy,South Africa,cultural,114,7,5,4,1,5,5
privacy,South Africa,cultural,115,7,4,4,1,5,5
privacy,South Africa,cultural,116,6,5,5,1,6,5
privacy,South Africa,cultural,117,6,5,5,1,5,3
privacy,South Africa,cultural,118,6,5,4,1,5,5
privacy,South Africa,cultural,119,5,5,5,1,5,5
privacy,South Africa,cultural,120,7,5,4,1,6,3
privacy,South Africa,cultural,121,4,6,3,1,5,4
privacy,South Africa,cultural,122,7,5,4,2,4,4
privacy,South Africa,cultural,123,7,5,5,1,5,5
privacy,South Africa,cultural,124,5,5,5,1,5,3
privacy,South Africa,cultural,125,7,5,4,1,5,3
privacy,South Africa,cultural,126,6,4,4,1,5,4
privacy,South Africa,cultural,127,5,5,5,1,5,5
privacy,South Africa,cultural,128,6,3,5,1,5,5
privacy,South Africa,cultural,129,7,5,6,1,5,5
privacy,South Africa,cultural,130,5,4,5,1,4,5
privacy,South Africa,cultural,131,6,5,4,1,5,5
privacy,South Africa,cultural,132,7,5,5,1,4,5
privacy,South Africa,cultural,133,5,5,4,1,6,5
privacy,South Africa,cultural,134,7,5,5,1,5,5
privacy,South Africa,cultural,135,7,5,4,1,5,5
privacy,South Africa,cultural,136,7,5,4,1,5,5
privacy,South Africa,cultural,137,7,5,4,1,5,5
privacy,South Africa,cultural,138,7,5,4,1,5,5
privacy,South Africa,cultural,139,6,5,5,1,5,5
privacy,South Africa,cultural,140,7,3,4,1,6,5
privacy,South Africa,cultural,141,6,5,5,1,4,5
privacy,South Africa,cultural,142,7,5,5,1,5,5
privacy,South Africa,cultural,143,6,5,5,1,6,5
privacy,South Africa,cultural,144,5,5,5,1,6,5
privacy,South Africa,cultural,145,6,5,4,1,5,5
privacy,South Africa,cultural,146,5,5,5,1,4,5
privacy,South Africa,cultural,147,6,5,4,1,5,5
privacy,South Africa,cultural,148,7,5,5,1,6,5
privacy,South Africa,cultural,149,7,5,4,1,5,4
privacy,South Africa,cultural,150,4,5,5,1,5,5
privacy,South Africa,cultural,151,5,5,6,1,5,5
privacy,South Africa,cultural,152,6,5,5,1,6,5
privacy,South Africa,cultural,153,6,5,4,1,5,5
privacy,South Africa,cultural,154,7,5,4,1,5,5
privacy,South Africa,cultural,155,7,4,4,2,5,5
privacy,South Africa,cultural,156,7,5,4,1,5,5
privacy,South Africa,cultural,157,6,5,4,1,5,5
privacy,South Africa,cultural,158,5,4,4,1,5,5
privacy,South Africa,cultural,159,7,5,4,4,5,5
privacy,South Africa,cultural,160,6,5,5,1,4,5
privacy,South Africa,cultural,161,5,5,5,1,5,5
privacy,South Africa,cultural,162,7,5,5,1,5,5
privacy,South Africa,cultural,163,7,4,4,3,5,5
privacy,South Africa,cultural,164,6,5,4,1,5,5
privacy,South Africa,cultural,165,7,5,5,1,5,5
privacy,South Africa,cultural,166,6,5,5,1,5,5
privacy,South Africa,cultural,167,6,5,5,1,5,3
privacy,South Africa,cultural,168,6,5,6,1,5,5
privacy,South Africa,cultural,169,7,3,5,1,5,5
privacy,South Africa,cultural,170,7,5,4,1,5,5
privacy,South Africa,cultural,171,7,5,4,1,5,5
privacy,South Africa,cultural,172,6,3,5,1,4,5
privacy,South Africa,cultural,173,6,5,4,1,6,5
privacy,South Africa,cultural,174,6,5,5,1,5,5
privacy,South Africa,cultural,175,7,5,4,1,5,5
privacy,South Africa,cultural,176,6,5,4,1,4,5
privacy,South Africa,cultural,177,7,4,5,1,5,5
privacy,South Africa,cultural,178,6,5,6,1,5,4
privacy,South Africa,cultural,179,5,5,4,1,5,5
privacy,South Africa,cultural,180,7,5,5,1,5,5
privacy,South Africa,cultural,181,7,3,5,1,4,5
privacy,South Africa,cultural,182,6,5,5,1,5,5
privacy,South Africa,cultural,183,5,5,4,1,6,5
privacy,South Africa,cultural,184,5,4,4,1,5,5
privacy,South Africa,cultural,185,7,5,5,1,5,5
privacy,South Africa,cultural,186,6,5,5,1,5,5
privacy,South Africa,cultural,187,6,5,5,1,5,5
privacy,South Africa,cultural,188,5,5,5,1,5,5
privacy,South Africa,cultural,189,5,5,4,1,5,5
privacy,South Africa,cultural,190,7,5,5,1,5,4
privacy,South Africa,cultural,191,6,5,6,1,5,5
privacy,South Africa,cultural,192,5,5,5,1,6,5
privacy,South Africa,cultural,193,6,3,5,1,5,5
privacy,South Africa,cultural,194,7,5,5,1,5,5
privacy,South Africa,cultural,195,7,5,5,1,5,5
privacy,South Africa,cultural,196,7,4,4,1,5,5
privacy,South Africa,cultural,197,5,5,5,1,5,5
privacy,South Africa,cultural,198,5,5,5,1,5,5
privacy,South Africa,cultural,199,7,4,5,1,5,5
privacy,South Africa,cultural,200,7,5,5,1,5,5
privacy,South Africa,cultural,201,7,5,5,1,5,5
privacy,South Africa,cultural,202,7,5,4,1,5,5
privacy,South Africa,cultural,203,5,5,6,1,5,5
privacy,South Africa,cultural,204,7,5,5,1,5,5
privacy,South Africa,cultural,205,7,5,5,1,6,4
privacy,South Africa,cultural,206,7,5,5,1,5,5
privacy,South Africa,cultural,207,7,5,4,1,5,5
privacy,South Africa,cultural,208,7,5,4,1,5,5
privacy,South Africa,cultural,209,7,5,4,3,6,5
privacy,South Africa,cultural,210,7,4,5,1,5,5
privacy,South Africa,cultural,211,6,5,4,1,5,5
privacy,South Africa,cultural,212,5,5,4,1,5,5
privacy,South Africa,cultural,213,6,5,3,1,5,5
privacy,South Africa,cultural,214,7,5,4,1,6,4
privacy,South Africa,cultural,215,5,3,5,1,5,4
privacy,South Africa,cultural,216,7,5,4,1,5,5
privacy,South Africa,cultural,217,5,6,5,1,4,5
privacy,South Africa,cultural,218,7,5,5,1,5,5
privacy,South Africa,cultural,219,7,5,4,1,4,5
privacy,South Africa,cultural,220,7,5,5,1,5,5
privacy,South Africa,cultural,221,6,5,4,1,4,5
privacy,South Africa,cultural,222,6,5,4,1,5,5
privacy,South Africa,cultural,223,7,5,5,1,5,5
privacy,South Africa,cultural,224,5,5,5,1,5,5
privacy,South Africa,cultural,225,7,5,5,1,5,5
privacy,South Africa,cultural,226,7,5,5,1,5,5
privacy,South Africa,cultural,227,6,5,5,1,5,5
privacy,South Africa,cultural,228,5,5,4,1,5,5
privacy,South Africa,cultural,229,7,5,4,1,5,5
privacy,South Africa,cultural,230,5,4,4,1,5,5
privacy,South Africa,cultural,231,5,5,4,1,5,5
privacy,South Africa,cultural,232,7,5,5,1,5,5
privacy,South Africa,cultural,233,7,5,5,1,5,5
privacy,South Africa,cultural,234,7,5,4,1,5,3
privacy,South Africa,cultural,235,6,5,5,1,5,6
privacy,South Africa,cultural,236,7,4,5,1,4,5
privacy,South Africa,cultural,237,6,6,4,1,5,5
privacy,South Africa,cultural,238,6,5,5,1,5,5
privacy,South Africa,cultural,239,6,5,5,1,5,5
privacy,South Africa,cultural,240,7,5,4,1,4,3
privacy,South Africa,cultural,241,7,6,5,1,5,6
privacy,South Africa,cultural,242,7,5,4,1,6,5
privacy,South Africa,cultural,243,7,5,5,1,5,5
privacy,South Africa,cultural,244,7,5,5,1,4,5
privacy,South Africa,cultural,245,5,5,4,1,5,5
privacy,South Africa,cultural,246,6,5,5,1,5,5
privacy,South Africa,cultural,247,6,5,5,1,5,5
privacy,South Africa,cultural,248,7,5,6,1,5,5
privacy,South Africa,cultural,249,4,5,4,1,5,5
privacy,South Africa,cultural,250,6,4,4,1,5,5
privacy,South Africa,cultural,251,6,4,5,1,4,5
privacy,South Africa,cultural,252,6,5,4,1,5,5
privacy,South Africa,cultural,253,6,5,5,1,5,5
privacy,South Africa,cultural,254,7,5,5,1,5,4
privacy,South Africa,cultural,255,7,5,4,1,4,5
privacy,South Africa,cultural,256,6,5,5,1,6,4
privacy,South Africa,cultural,257,7,5,4,1,5,5
privacy,South Africa,cultural,258,5,4,5,2,5,5
privacy,South Africa,cultural,259,7,5,3,1,5,5
privacy,South Africa,cultural,260,5,5,4,1,5,5
privacy,South Africa,cultural,261,6,5,5,1,4,5
privacy,South Africa,cultural,262,5,5,5,1,5,5
privacy,South Africa,cultural,263,5,5,5,1,5,5
privacy,South Africa,cultural,264,7,5,5,1,5,5
privacy,South Africa,cultural,265,6,5,4,1,5,5
privacy,South Africa,cultural,266,5,5,5,1,6,5
privacy,South Africa,cultural,267,7,5,5,1,5,5
privacy,South Africa,cultural,268,6,5,4,1,5,5
privacy,South Africa,cultural,269,7,5,5,1,5,5
privacy,South Africa,cultural,270,6,5,4,1,5,5
privacy,South Africa,cultural,271,7,5,4,1,5,5
privacy,South Africa,cultural,272,7,5,4,1,5,5
privacy,South Africa,cultural,273,5,5,4,1,5,5
privacy,South Africa,cultural,274,7,5,5,1,4,3
privacy,South Africa,cultural,275,5,5,4,1,5,5
privacy,South Africa,cultural,276,7,5,5,1,6,5
privacy,South Africa,cultural,277,7,5,4,1,5,5
privacy,South Africa,cultural,278,6,5,4,1,5,5
privacy,South Africa,cultural,279,6,5,2,1,6,5
privacy,South Africa,cultural,280,6,5,5,1,6,5
privacy,South Africa,cultural,281,4,5,4,1,5,5
privacy,South Africa,cultural,282,6,3,5,1,6,5
privacy,South Africa,cultural,283,5,4,4,1,5,5
privacy,South Africa,cultural,284,6,3,5,1,4,5
privacy,South Africa,cultural,285,6,5,5,1,4,5
privacy,South Africa,cultural,286,5,5,4,1,5,5
privacy,South Africa,cultural,287,7,5,5,1,5,5
privacy,South Africa,cultural,288,7,5,5,1,5,5
privacy,South Africa,cultural,289,7,5,5,1,5,5
privacy,South Africa,cultural,290,7,4,3,1,5,5
privacy,South Africa,cultural,291,6,5,4,1,5,5
privacy,South Africa,cultural,292,6,5,4,1,5,3
privacy,South Africa,cultural,293,6,5,5,1,5,5
privacy,South Africa,cultural,294,7,5,5,1,5,3
privacy,South Africa,cultural,295,5,5,5,1,5,5
privacy,South Africa,cultural,296,7,5,5,1,5,5
privacy,South Africa,cultural,297,7,5,5,1,5,3
privacy,South Africa,cultural,298,7,5,4,1,5,5
privacy,South Africa,cultural,299,6,5,3,1,6,5
