domain,country,prompt_method,respondent_id,PC1_para,PC2_para,PC3_para,PC4_para,PC5_para,PC6_para
privacy,South Africa,opencharacter,59,6,6,3,1,7,5
privacy,South Africa,opencharacter,60,7,7,4,1,7,5
privacy,South Africa,opencharacter,61,7,5,4,1,7,5
privacy,South Africa,opencharacter,62,7,5,4,1,7,4
privacy,South Africa,opencharacter,63,6,7,5,1,7,4
privacy,South Africa,opencharacter,64,7,4,3,1,7,5
privacy,South Africa,opencharacter,65,7,5,3,1,6,5
privacy,South Africa,opencharacter,66,7,6,3,1,7,5
privacy,South Africa,opencharacter,67,7,5,3,1,7,5
privacy,South Africa,opencharacter,68,7,5,3,1,7,4
privacy,South Africa,opencharacter,69,7,5,3,1,7,4
privacy,South Africa,opencharacter,70,5,4,5,1,6,4
privacy,South Africa,opencharacter,71,7,5,2,1,7,5
privacy,South Africa,opencharacter,72,7,6,4,1,7,6
privacy,South Africa,opencharacter,73,7,7,3,1,7,5
privacy,South Africa,opencharacter,74,5,4,3,1,7,5
privacy,South Africa,opencharacter,75,7,4,3,1,7,5
privacy,South Africa,opencharacter,76,7,5,3,1,7,4
privacy,South Africa,opencharacter,77,7,6,3,1,7,4
privacy,South Africa,opencharacter,78,7,5,3,1,7,5
privacy,South Africa,opencharacter,79,6,5,4,1,7,5
privacy,South Africa,opencharacter,80,6,7,3,1,7,6
privacy,South Africa,opencharacter,81,5,4,3,1,7,5
privacy,South Africa,opencharacter,82,4,4,5,1,7,6
privacy,South Africa,opencharacter,83,6,5,4,1,7,5
privacy,South Africa,opencharacter,84,7,4,3,1,7,5
privacy,South Africa,opencharacter,85,7,5,3,1,7,5
privacy,South Africa,opencharacter,86,7,6,3,1,7,5
privacy,South Africa,opencharacter,87,7,7,3,1,7,6
privacy,South Africa,opencharacter,88,7,4,3,1,7,4
privacy,South Africa,opencharacter,89,7,5,3,1,7,5
privacy,South Africa,opencharacter,90,7,4,3,1,7,5
privacy,South Africa,opencharacter,91,5,5,4,1,7,5
privacy,South Africa,opencharacter,92,7,5,4,1,7,5
privacy,South Africa,opencharacter,93,7,7,3,1,7,5
privacy,South Africa,opencharacter,94,4,5,3,1,7,5
privacy,South Africa,opencharacter,95,5,7,4,1,7,4
privacy,South Africa,opencharacter,96,4,3,3,1,7,5
privacy,South Africa,opencharacter,97,7,7,3,1,7,5
privacy,South Africa,opencharacter,98,7,4,5,1,7,3
privacy,South Africa,opencharacter,99,7,4,3,1,7,6
privacy,South Africa,opencharacter,100,7,5,5,1,7,5
privacy,South Africa,opencharacter,101,7,5,3,1,7,5
privacy,South Africa,opencharacter,102,6,5,3,1,7,6
privacy,South Africa,opencharacter,103,7,4,3,1,7,5
privacy,South Africa,opencharacter,104,7,5,3,1,7,5
privacy,South Africa,opencharacter,105,6,4,5,1,7,5
privacy,South Africa,opencharacter,106,5,5,3,1,7,5
privacy,South Africa,opencharacter,107,7,6,5,1,7,5
privacy,South Africa,opencharacter,108,7,5,4,1,7,5
privacy,South Africa,opencharacter,109,4,3,5,1,7,5
privacy,South Africa,opencharacter,110,7,5,3,1,7,5
privacy,South Africa,opencharacter,111,7,5,3,1,7,5
privacy,South Africa,opencharacter,112,5,5,3,1,7,5
privacy,South Africa,opencharacter,113,7,5,5,1,5,3
privacy,South Africa,opencharacter,114,5,5,4,1,7,5
privacy,South Africa,opencharacter,115,7,5,3,1,7,5
privacy,South Africa,opencharacter,116,7,7,3,1,7,5
privacy,South Africa,opencharacter,117,7,7,3,1,7,5
privacy,South Africa,opencharacter,118,7,5,3,1,7,5
privacy,South Africa,opencharacter,119,5,5,3,1,7,5
privacy,South Africa,opencharacter,120,7,4,3,1,7,4
privacy,South Africa,opencharacter,121,5,7,4,1,7,5
privacy,South Africa,opencharacter,122,7,4,3,1,7,5
privacy,South Africa,opencharacter,123,7,6,5,1,7,5
privacy,South Africa,opencharacter,124,5,5,3,1,7,4
privacy,South Africa,opencharacter,125,7,5,4,1,7,5
privacy,South Africa,opencharacter,126,5,4,4,1,7,5
privacy,South Africa,opencharacter,127,7,6,3,1,7,4
privacy,South Africa,opencharacter,128,7,5,3,1,7,6
privacy,South Africa,opencharacter,129,5,4,3,1,7,5
privacy,South Africa,opencharacter,130,7,6,3,1,7,4
privacy,South Africa,opencharacter,131,7,7,3,1,7,5
privacy,South Africa,opencharacter,132,7,5,2,1,7,5
privacy,South Africa,opencharacter,133,7,7,3,1,7,4
privacy,South Africa,opencharacter,134,7,7,4,1,7,4
privacy,South Africa,opencharacter,135,7,5,3,1,7,5
privacy,South Africa,opencharacter,136,5,6,4,1,7,5
privacy,South Africa,opencharacter,137,7,5,3,1,7,5
privacy,South Africa,opencharacter,138,7,4,3,1,7,5
privacy,South Africa,opencharacter,139,4,5,5,1,7,4
privacy,South Africa,opencharacter,140,7,4,3,1,7,5
privacy,South Africa,opencharacter,141,7,7,3,1,7,4
privacy,South Africa,opencharacter,142,7,5,3,1,7,5
privacy,South Africa,opencharacter,143,7,5,4,1,7,5
privacy,South Africa,opencharacter,144,5,5,4,1,7,5
privacy,South Africa,opencharacter,145,5,5,3,1,7,5
privacy,South Africa,opencharacter,146,7,7,3,1,7,5
privacy,South Africa,opencharacter,147,7,5,3,1,7,5
privacy,South Africa,opencharacter,148,7,5,3,1,7,4
privacy,South Africa,opencharacter,149,4,5,3,1,7,6
privacy,South Africa,opencharacter,150,7,6,3,1,7,5
privacy,South Africa,opencharacter,151,7,7,4,1,5,4
privacy,South Africa,opencharacter,152,6,5,3,1,7,5
privacy,South Africa,opencharacter,153,5,7,3,1,7,5
privacy,South Africa,opencharacter,154,4,7,3,1,7,5
privacy,South Africa,opencharacter,155,7,5,2,1,7,5
privacy,South Africa,opencharacter,156,3,6,5,1,7,5
privacy,South Africa,opencharacter,157,7,7,3,1,7,5
privacy,South Africa,opencharacter,158,7,5,3,1,7,5
privacy,South Africa,opencharacter,159,7,5,3,1,7,5
privacy,South Africa,opencharacter,160,7,7,3,1,7,4
privacy,South Africa,opencharacter,161,5,5,3,1,7,5
privacy,South Africa,opencharacter,162,7,6,3,1,7,5
privacy,South Africa,opencharacter,163,6,5,3,1,7,5
privacy,South Africa,opencharacter,164,7,6,4,1,7,5
privacy,South Africa,opencharacter,165,6,5,3,1,7,5
privacy,South Africa,opencharacter,166,7,5,3,1,7,4
privacy,South Africa,opencharacter,167,6,5,4,1,7,5
privacy,South Africa,opencharacter,168,5,5,3,1,7,5
privacy,South Africa,opencharacter,169,7,4,5,1,7,4
privacy,South Africa,opencharacter,170,6,6,4,1,7,6
privacy,South Africa,opencharacter,171,7,5,3,1,7,5
privacy,South Africa,opencharacter,172,7,7,3,1,7,5
privacy,South Africa,opencharacter,173,7,7,3,1,7,5
privacy,South Africa,opencharacter,174,7,5,4,1,7,5
privacy,South Africa,opencharacter,175,7,6,4,1,7,5
privacy,South Africa,opencharacter,176,6,4,4,1,7,5
privacy,South Africa,opencharacter,177,7,7,3,1,7,5
privacy,South Africa,opencharacter,178,7,5,2,1,7,5
privacy,South Africa,opencharacter,179,5,4,3,1,6,6
privacy,South Africa,opencharacter,180,7,5,4,1,7,5
privacy,South Africa,opencharacter,181,7,5,3,1,7,5
privacy,South Africa,opencharacter,182,7,5,4,1,7,5
privacy,South Africa,opencharacter,183,5,4,1,1,7,3
privacy,South Africa,opencharacter,184,7,5,3,1,7,6
privacy,South Africa,opencharacter,185,7,5,4,1,7,5
privacy,South Africa,opencharacter,186,7,7,3,1,7,5
privacy,South Africa,opencharacter,187,4,7,3,1,7,5
privacy,South Africa,opencharacter,188,7,5,3,1,7,4
privacy,South Africa,opencharacter,189,7,5,4,1,7,4
privacy,South Africa,opencharacter,190,6,5,5,1,7,5
privacy,South Africa,opencharacter,191,7,6,3,1,7,6
privacy,South Africa,opencharacter,192,7,7,6,1,7,5
privacy,South Africa,opencharacter,193,7,5,3,1,7,5
privacy,South Africa,opencharacter,194,7,3,2,1,7,5
privacy,South Africa,opencharacter,195,7,7,3,1,7,5
privacy,South Africa,opencharacter,196,5,5,4,1,7,5
privacy,South Africa,opencharacter,197,4,6,3,1,7,5
privacy,South Africa,opencharacter,198,5,4,3,1,7,5
privacy,South Africa,opencharacter,199,7,6,3,1,7,5
privacy,South Africa,opencharacter,200,7,6,4,1,7,5
privacy,South Africa,opencharacter,201,7,5,3,1,7,5
privacy,South Africa,opencharacter,202,4,6,2,1,7,5
privacy,South Africa,opencharacter,203,6,5,3,1,7,5
privacy,South Africa,opencharacter,204,7,7,3,1,7,5
privacy,South Africa,opencharacter,205,7,5,4,1,7,5
privacy,South Africa,opencharacter,206,4,5,4,1,7,5
privacy,South Africa,opencharacter,207,7,5,3,1,7,4
privacy,South Africa,opencharacter,208,6,5,4,1,7,5
privacy,South Africa,opencharacter,209,6,7,4,1,7,5
privacy,South Africa,opencharacter,210,4,5,1,1,7,5
privacy,South Africa,opencharacter,211,7,5,5,1,7,5
privacy,South Africa,opencharacter,212,7,4,5,1,7,5
privacy,South Africa,opencharacter,213,7,5,3,1,7,5
privacy,South Africa,opencharacter,214,7,5,3,1,7,3
privacy,South Africa,opencharacter,215,5,5,4,1,7,5
privacy,South Africa,opencharacter,216,7,5,3,1,7,5
privacy,South Africa,opencharacter,217,7,5,5,1,7,5
privacy,South Africa,opencharacter,218,7,5,5,1,7,4
privacy,South Africa,opencharacter,219,7,5,3,1,7,3
privacy,South Africa,opencharacter,220,5,7,2,1,7,5
privacy,South Africa,opencharacter,221,7,5,3,1,7,5
privacy,South Africa,opencharacter,222,7,5,3,1,7,4
privacy,South Africa,opencharacter,223,7,5,3,1,7,5
privacy,South Africa,opencharacter,224,7,5,3,1,7,5
privacy,South Africa,opencharacter,225,5,4,4,1,7,5
privacy,South Africa,opencharacter,226,7,7,4,1,7,5
privacy,South Africa,opencharacter,227,7,5,3,1,7,4
privacy,South Africa,opencharacter,228,7,4,3,1,7,5
privacy,South Africa,opencharacter,229,7,6,3,1,7,6
privacy,South Africa,opencharacter,230,7,5,3,1,7,5
privacy,South Africa,opencharacter,231,7,6,3,1,7,5
privacy,South Africa,opencharacter,232,7,5,4,1,7,4
privacy,South Africa,opencharacter,233,7,5,4,1,7,5
privacy,South Africa,opencharacter,234,7,4,3,1,7,5
privacy,South Africa,opencharacter,235,7,5,3,1,7,4
privacy,South Africa,opencharacter,236,7,4,3,1,7,4
privacy,South Africa,opencharacter,237,5,5,3,1,7,5
privacy,South Africa,opencharacter,238,7,6,3,1,7,4
privacy,South Africa,opencharacter,239,7,5,3,1,7,4
privacy,South Africa,opencharacter,240,7,5,4,1,7,5
privacy,South Africa,opencharacter,241,7,4,4,1,7,5
privacy,South Africa,opencharacter,242,4,5,3,1,7,5
privacy,South Africa,opencharacter,243,7,6,5,1,7,5
privacy,South Africa,opencharacter,244,7,5,3,1,7,5
privacy,South Africa,opencharacter,245,5,5,3,1,7,5
privacy,South Africa,opencharacter,246,4,7,3,1,7,5
privacy,South Africa,opencharacter,247,6,5,3,1,7,5
privacy,South Africa,opencharacter,248,7,5,3,1,7,5
privacy,South Africa,opencharacter,249,7,5,5,1,7,4
privacy,South Africa,opencharacter,250,4,4,3,1,7,4
privacy,South Africa,opencharacter,251,7,5,4,1,7,5
privacy,South Africa,opencharacter,252,7,4,4,1,7,3
privacy,South Africa,opencharacter,253,3,5,3,1,7,5
privacy,South Africa,opencharacter,254,6,5,3,1,7,5
privacy,South Africa,opencharacter,255,7,4,3,1,7,5
privacy,South Africa,opencharacter,256,6,7,4,1,7,6
privacy,South Africa,opencharacter,257,7,5,5,1,7,5
privacy,South Africa,opencharacter,258,7,5,4,1,7,5
privacy,South Africa,opencharacter,259,5,3,3,1,7,5
privacy,South Africa,opencharacter,260,7,6,3,1,7,5
privacy,South Africa,opencharacter,261,7,3,3,1,7,5
privacy,South Africa,opencharacter,262,4,6,3,1,7,3
privacy,South Africa,opencharacter,263,7,6,4,1,7,5
privacy,South Africa,opencharacter,264,7,7,1,1,7,5
privacy,South Africa,opencharacter,265,5,5,3,1,7,5
privacy,South Africa,opencharacter,266,7,5,4,1,7,5
privacy,South Africa,opencharacter,267,7,5,3,1,7,5
privacy,South Africa,opencharacter,268,6,5,4,1,7,5
privacy,South Africa,opencharacter,269,7,5,5,1,7,5
privacy,South Africa,opencharacter,270,7,6,3,1,7,5
privacy,South Africa,opencharacter,271,7,5,4,1,7,4
privacy,South Africa,opencharacter,272,7,5,5,1,7,5
privacy,South Africa,opencharacter,273,7,7,5,1,7,6
privacy,South Africa,opencharacter,274,7,5,4,1,7,6
privacy,South Africa,opencharacter,275,7,4,5,1,7,4
privacy,South Africa,opencharacter,276,7,5,4,1,7,5
privacy,South Africa,opencharacter,277,6,5,4,1,7,5
privacy,South Africa,opencharacter,278,7,5,3,1,7,5
privacy,South Africa,opencharacter,279,7,4,3,1,7,4
privacy,South Africa,opencharacter,280,6,5,3,1,7,6
privacy,South Africa,opencharacter,281,7,5,5,1,7,5
privacy,South Africa,opencharacter,282,6,7,4,1,7,5
privacy,South Africa,opencharacter,283,5,4,5,1,7,5
privacy,South Africa,opencharacter,284,7,7,5,1,7,5
privacy,South Africa,opencharacter,285,7,6,4,1,7,6
privacy,South Africa,opencharacter,286,7,6,5,1,7,5
privacy,South Africa,opencharacter,287,7,5,5,1,7,5
privacy,South Africa,opencharacter,288,4,5,3,1,7,5
privacy,South Africa,opencharacter,289,7,6,3,1,7,5
privacy,South Africa,opencharacter,290,7,3,6,1,7,4
privacy,South Africa,opencharacter,291,5,4,3,1,7,5
privacy,South Africa,opencharacter,292,6,5,5,1,7,5
privacy,South Africa,opencharacter,293,7,6,4,1,7,5
privacy,South Africa,opencharacter,294,7,7,3,1,7,5
privacy,South Africa,opencharacter,295,7,5,3,1,7,5
privacy,South Africa,opencharacter,296,7,7,3,1,7,4
privacy,South Africa,opencharacter,297,5,4,4,1,7,6
privacy,South Africa,opencharacter,298,7,7,4,1,7,5
privacy,South Africa,opencharacter,299,7,5,3,1,7,5
