domain,country,prompt_method,respondent_id,Q45_para,Q46_para,Q57_para,Q184_para,Q218_para,Q254_para
wvs,Australia,deep_persona,65,3,2,2,1,3,3
wvs,Australia,deep_persona,66,3,3,2,4,3,3
wvs,Australia,deep_persona,67,3,3,2,1,3,3
wvs,Australia,deep_persona,68,2,3,2,2,3,3
wvs,Australia,deep_persona,69,3,4,2,5,3,4
wvs,Australia,deep_persona,70,3,2,2,1,3,3
wvs,Australia,deep_persona,71,2,3,2,5,3,3
wvs,Australia,deep_persona,72,2,4,2,3,3,3
wvs,Australia,deep_persona,73,3,1,2,1,3,3
wvs,Australia,deep_persona,74,3,3,2,1,3,3
wvs,Australia,deep_persona,75,2,2,2,7,2,3
wvs,Australia,deep_persona,76,2,2,2,5,3,3
wvs,Australia,deep_persona,77,2,2,2,6,3,3
wvs,Australia,deep_persona,78,2,2,2,5,3,3
wvs,Australia,deep_persona,79,2,1,2,6,1,3
wvs,Australia,deep_persona,80,2,2,2,1,3,3
wvs,Australia,deep_persona,81,2,3,2,5,3,3
wvs,Australia,deep_persona,82,3,4,2,1,3,4
wvs,Australia,deep_persona,83,3,4,2,4,3,4
wvs,Australia,deep_persona,84,3,2,2,4,3,3
wvs,Australia,deep_persona,85,3,3,2,1,3,3
wvs,Australia,deep_persona,86,3,4,2,1,3,4
wvs,Australia,deep_persona,87,2,2,2,5,2,3
wvs,Australia,deep_persona,88,2,3,2,3,3,3
wvs,Australia,deep_persona,89,2,3,2,6,2,3
wvs,Australia,deep_persona,90,3,2,2,1,2,3
wvs,Australia,deep_persona,91,2,4,2,5,3,3
wvs,Australia,deep_persona,92,3,4,2,1,3,4
wvs,Australia,deep_persona,93,2,2,2,4,3,3
wvs,Australia,deep_persona,94,2,2,2,2,3,1
wvs,Australia,deep_persona,95,3,2,2,1,3,1
wvs,Australia,deep_persona,96,2,2,2,1,3,3
wvs,Australia,deep_persona,97,2,2,2,3,2,3
wvs,Australia,deep_persona,98,2,2,2,1,3,3
wvs,Australia,deep_persona,99,3,3,2,5,3,3
wvs,Australia,deep_persona,100,2,2,2,6,3,3
wvs,Australia,deep_persona,101,2,4,2,1,3,3
wvs,Australia,deep_persona,102,2,2,2,1,3,3
wvs,Australia,deep_persona,103,2,3,2,4,3,3
wvs,Australia,deep_persona,104,3,4,2,6,3,3
wvs,Australia,deep_persona,105,2,2,2,4,3,3
wvs,Australia,deep_persona,106,2,2,2,1,3,3
wvs,Australia,deep_persona,107,2,2,2,1,3,3
wvs,Australia,deep_persona,108,2,4,2,2,3,3
wvs,Australia,deep_persona,109,3,3,2,1,3,2
wvs,Australia,deep_persona,110,3,3,2,1,3,3
wvs,Australia,deep_persona,111,2,3,2,1,2,3
wvs,Australia,deep_persona,112,2,2,2,3,1,3
wvs,Australia,deep_persona,113,3,3,2,5,3,3
wvs,Australia,deep_persona,114,2,4,2,1,3,3
wvs,Australia,deep_persona,115,3,4,2,3,3,3
wvs,Australia,deep_persona,116,3,4,2,1,3,3
wvs,Australia,deep_persona,117,2,2,2,5,3,3
wvs,Australia,deep_persona,118,2,3,2,5,3,3
wvs,Australia,deep_persona,119,3,4,2,5,3,4
wvs,Australia,deep_persona,120,2,4,2,5,3,3
wvs,Australia,deep_persona,121,2,3,2,1,3,3
wvs,Australia,deep_persona,122,3,3,2,1,3,3
wvs,Australia,deep_persona,123,3,2,2,5,2,3
wvs,Australia,deep_persona,124,2,3,2,3,3,3
wvs,Australia,deep_persona,125,2,2,2,6,1,3
wvs,Australia,deep_persona,126,2,2,2,6,1,3
wvs,Australia,deep_persona,127,3,3,2,5,3,3
wvs,Australia,deep_persona,128,2,4,2,3,3,3
wvs,Australia,deep_persona,129,2,3,2,4,3,3
wvs,Australia,deep_persona,130,2,3,2,1,3,3
wvs,Australia,deep_persona,131,2,2,2,5,2,3
wvs,Australia,deep_persona,132,2,3,2,4,3,3
wvs,Australia,deep_persona,133,2,3,2,4,3,3
wvs,Australia,deep_persona,134,3,2,2,4,3,3
wvs,Australia,deep_persona,135,3,4,2,1,3,3
wvs,Australia,deep_persona,136,2,3,2,5,3,3
wvs,Australia,deep_persona,137,2,2,2,6,1,1
wvs,Australia,deep_persona,138,2,3,2,2,3,3
wvs,Australia,deep_persona,139,3,4,2,1,3,4
wvs,Australia,deep_persona,140,2,2,2,1,3,3
wvs,Australia,deep_persona,141,2,4,2,2,3,3
wvs,Australia,deep_persona,142,3,3,2,1,3,3
wvs,Australia,deep_persona,143,2,2,2,4,1,3
wvs,Australia,deep_persona,144,2,3,2,1,3,3
wvs,Australia,deep_persona,145,2,4,2,1,3,3
wvs,Australia,deep_persona,146,2,2,2,5,1,3
wvs,Australia,deep_persona,147,2,3,2,3,3,3
wvs,Australia,deep_persona,148,3,3,2,3,3,3
wvs,Australia,deep_persona,149,2,2,2,4,3,3
wvs,Australia,deep_persona,150,2,2,2,5,3,3
wvs,Australia,deep_persona,151,3,3,2,1,3,3
wvs,Australia,deep_persona,152,3,4,2,5,3,3
wvs,Australia,deep_persona,153,3,3,2,1,3,1
wvs,Australia,deep_persona,154,3,3,2,1,3,3
wvs,Australia,deep_persona,155,2,3,2,3,3,3
wvs,Australia,deep_persona,156,3,4,2,1,3,2
wvs,Australia,deep_persona,157,3,3,2,1,3,3
wvs,Australia,deep_persona,158,2,2,2,1,2,3
wvs,Australia,deep_persona,159,2,4,2,4,3,3
wvs,Australia,deep_persona,160,2,2,2,6,3,3
wvs,Australia,deep_persona,161,3,3,2,1,3,1
wvs,Australia,deep_persona,162,2,2,2,6,3,3
wvs,Australia,deep_persona,163,2,2,2,5,3,2
wvs,Australia,deep_persona,164,2,4,2,1,3,3
wvs,Australia,deep_persona,165,2,3,2,1,3,3
wvs,Australia,deep_persona,166,2,3,2,5,3,3
wvs,Australia,deep_persona,167,2,3,2,1,3,1
wvs,Australia,deep_persona,168,2,3,2,4,3,3
wvs,Australia,deep_persona,169,2,3,2,2,3,3
wvs,Australia,deep_persona,170,2,3,2,5,3,3
wvs,Australia,deep_persona,171,2,2,2,6,2,3
wvs,Australia,deep_persona,172,2,2,2,2,3,3
wvs,Australia,deep_persona,173,3,3,2,1,3,1
wvs,Australia,deep_persona,174,2,2,2,5,3,4
wvs,Australia,deep_persona,175,2,3,2,3,3,3
wvs,Australia,deep_persona,176,2,3,2,1,3,1
wvs,Australia,deep_persona,177,3,2,2,1,1,3
wvs,Australia,deep_persona,178,3,4,2,1,3,3
wvs,Australia,deep_persona,179,2,2,2,1,3,3
wvs,Australia,deep_persona,180,3,4,2,1,3,3
wvs,Australia,deep_persona,181,2,3,2,6,3,3
wvs,Australia,deep_persona,182,2,2,2,2,3,3
wvs,Australia,deep_persona,183,2,3,2,5,2,3
wvs,Australia,deep_persona,184,2,2,2,4,3,3
wvs,Australia,deep_persona,185,2,2,2,3,3,3
wvs,Australia,deep_persona,186,3,4,2,3,3,3
wvs,Australia,deep_persona,187,2,2,2,8,3,3
wvs,Australia,deep_persona,188,2,3,2,2,3,3
wvs,Australia,deep_persona,189,2,2,2,4,3,1
wvs,Australia,deep_persona,190,2,3,2,3,3,3
wvs,Australia,deep_persona,191,3,3,2,3,3,3
wvs,Australia,deep_persona,192,3,3,2,5,3,3
wvs,Australia,deep_persona,193,3,4,2,1,3,4
wvs,Australia,deep_persona,194,3,3,2,3,3,3
wvs,Australia,deep_persona,195,2,3,2,5,3,3
wvs,Australia,deep_persona,196,2,2,2,2,3,3
wvs,Australia,deep_persona,197,3,4,2,1,3,3
wvs,Australia,deep_persona,198,2,2,2,4,3,3
wvs,Australia,deep_persona,199,2,2,2,1,3,3
wvs,Australia,deep_persona,200,2,2,2,4,3,3
wvs,Australia,deep_persona,201,3,2,2,1,3,3
wvs,Australia,deep_persona,202,3,3,2,1,3,3
wvs,Australia,deep_persona,203,2,2,2,1,3,3
wvs,Australia,deep_persona,204,2,3,2,3,3,3
wvs,Australia,deep_persona,205,2,3,2,3,3,3
wvs,Australia,deep_persona,206,3,2,2,2,3,1
wvs,Australia,deep_persona,207,3,3,2,5,3,4
wvs,Australia,deep_persona,208,3,4,2,1,3,3
wvs,Australia,deep_persona,209,2,2,2,3,1,1
wvs,Australia,deep_persona,210,2,2,2,1,3,3
wvs,Australia,deep_persona,211,3,3,2,3,3,3
wvs,Australia,deep_persona,212,2,2,2,5,3,3
wvs,Australia,deep_persona,213,2,2,2,5,1,3
wvs,Australia,deep_persona,214,2,3,2,5,3,3
wvs,Australia,deep_persona,215,3,4,2,3,3,3
wvs,Australia,deep_persona,216,3,3,2,2,3,3
wvs,Australia,deep_persona,217,3,2,2,1,3,3
wvs,Australia,deep_persona,218,2,3,2,6,3,3
wvs,Australia,deep_persona,219,3,3,2,4,3,2
wvs,Australia,deep_persona,220,2,4,2,5,2,3
wvs,Australia,deep_persona,221,2,4,2,2,3,3
wvs,Australia,deep_persona,222,2,2,2,5,2,1
wvs,Australia,deep_persona,223,2,2,2,6,3,3
wvs,Australia,deep_persona,224,3,3,2,1,3,3
wvs,Australia,deep_persona,225,2,2,2,3,2,1
wvs,Australia,deep_persona,226,2,3,2,3,3,4
wvs,Australia,deep_persona,227,2,3,2,4,3,3
wvs,Australia,deep_persona,228,3,3,2,1,3,3
wvs,Australia,deep_persona,229,3,4,2,1,3,1
wvs,Australia,deep_persona,230,3,4,2,1,3,3
wvs,Australia,deep_persona,231,2,3,2,5,3,3
wvs,Australia,deep_persona,232,2,3,2,3,3,3
wvs,Australia,deep_persona,233,2,3,2,5,3,3
wvs,Australia,deep_persona,234,2,4,2,6,2,3
wvs,Australia,deep_persona,235,2,3,2,5,3,3
wvs,Australia,deep_persona,236,3,3,2,4,3,3
wvs,Australia,deep_persona,237,2,2,2,3,1,3
wvs,Australia,deep_persona,238,3,3,2,5,3,4
wvs,Australia,deep_persona,239,2,3,2,5,3,3
wvs,Australia,deep_persona,240,2,2,2,3,3,3
wvs,Australia,deep_persona,241,3,3,2,1,3,3
wvs,Australia,deep_persona,242,2,3,2,4,2,3
wvs,Australia,deep_persona,243,2,2,2,4,3,2
wvs,Australia,deep_persona,244,2,3,2,5,2,3
wvs,Australia,deep_persona,245,2,2,2,6,2,3
wvs,Australia,deep_persona,246,3,3,2,4,3,3
wvs,Australia,deep_persona,247,2,3,2,3,3,3
wvs,Australia,deep_persona,248,3,2,2,5,3,3
wvs,Australia,deep_persona,249,3,3,2,3,3,1
wvs,Australia,deep_persona,250,2,2,2,5,3,3
wvs,Australia,deep_persona,251,2,2,2,2,3,3
wvs,Australia,deep_persona,252,2,2,2,4,3,3
wvs,Australia,deep_persona,253,2,2,2,4,3,1
wvs,Australia,deep_persona,254,2,3,2,1,3,3
wvs,Australia,deep_persona,255,2,3,2,5,1,1
wvs,Australia,deep_persona,256,2,2,2,5,2,3
wvs,Australia,deep_persona,257,2,2,2,3,3,1
wvs,Australia,deep_persona,258,2,3,2,3,3,3
wvs,Australia,deep_persona,259,2,2,2,7,3,3
wvs,Australia,deep_persona,260,3,2,2,5,2,3
wvs,Australia,deep_persona,261,2,2,2,5,3,3
wvs,Australia,deep_persona,262,2,2,2,6,3,3
wvs,Australia,deep_persona,263,3,3,2,1,3,3
wvs,Australia,deep_persona,264,2,2,2,7,3,3
wvs,Australia,deep_persona,265,2,3,2,6,3,1
wvs,Australia,deep_persona,266,2,2,2,2,3,3
wvs,Australia,deep_persona,267,3,3,2,1,3,3
wvs,Australia,deep_persona,268,2,3,2,4,3,3
wvs,Australia,deep_persona,269,2,2,2,5,3,3
wvs,Australia,deep_persona,270,2,2,2,1,3,3
wvs,Australia,deep_persona,271,3,4,2,1,3,3
wvs,Australia,deep_persona,272,2,2,2,6,3,3
wvs,Australia,deep_persona,273,3,3,2,1,3,3
wvs,Australia,deep_persona,274,2,3,2,1,3,3
wvs,Australia,deep_persona,275,2,3,2,1,1,3
wvs,Australia,deep_persona,276,2,2,2,5,3,3
wvs,Australia,deep_persona,277,3,2,2,1,3,3
wvs,Australia,deep_persona,278,2,2,2,5,3,3
wvs,Australia,deep_persona,279,2,2,2,1,3,3
wvs,Australia,deep_persona,280,2,2,2,1,3,3
wvs,Australia,deep_persona,281,3,3,2,3,2,3
wvs,Australia,deep_persona,282,2,2,2,4,3,3
wvs,Australia,deep_persona,283,3,3,2,1,3,3
wvs,Australia,deep_persona,284,2,3,2,3,3,3
wvs,Australia,deep_persona,285,3,4,2,4,3,3
wvs,Australia,deep_persona,286,3,4,2,1,3,2
wvs,Australia,deep_persona,287,3,3,2,1,3,3
wvs,Australia,deep_persona,288,3,4,2,5,3,2
wvs,Australia,deep_persona,289,2,3,2,3,3,3
wvs,Australia,deep_persona,290,3,3,2,1,3,3
wvs,Australia,deep_persona,291,3,2,2,4,3,2
wvs,Australia,deep_persona,292,2,3,2,4,3,3
wvs,Australia,deep_persona,293,2,2,2,5,2,3
wvs,Australia,deep_persona,294,2,3,2,1,2,3
wvs,Australia,deep_persona,295,3,4,2,1,3,4
wvs,Australia,deep_persona,296,3,3,2,1,3,3
wvs,Australia,deep_persona,297,3,4,2,6,3,3
wvs,Australia,deep_persona,298,3,3,2,1,3,4
wvs,Australia,deep_persona,299,2,4,2,5,3,3
