domain,country,prompt_method,respondent_id,EXT1_para,EXT2_para,EST1_para,EST2_para,AGR1_para,AGR2_para,CSN1_para,CSN2_para,OPN1_para,OPN2_para
bigfive,Argentina,cultural,261,4,4,4,4,4,4,4,4,5,4
bigfive,Argentina,cultural,262,4,4,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,263,3,3,4,4,4,4,4,3,4,4
bigfive,Argentina,cultural,264,4,2,4,4,4,4,4,4,5,4
bigfive,Argentina,cultural,265,4,3,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,266,4,4,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,267,4,4,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,268,4,4,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,269,4,3,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,270,4,3,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,271,4,3,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,272,3,4,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,273,4,3,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,274,4,3,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,275,4,4,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,276,4,3,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,277,3,4,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,278,4,4,4,4,4,4,4,3,4,4
bigfive,Argentina,cultural,279,4,4,4,4,4,4,4,4,5,4
bigfive,Argentina,cultural,280,3,4,4,4,4,4,4,2,4,4
bigfive,Argentina,cultural,281,3,3,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,282,4,4,4,4,4,4,4,4,5,4
bigfive,Argentina,cultural,283,3,3,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,284,4,4,4,4,4,4,4,4,5,4
bigfive,Argentina,cultural,285,3,3,3,4,4,4,4,4,4,4
bigfive,Argentina,cultural,286,4,4,4,4,4,5,4,4,4,4
bigfive,Argentina,cultural,287,4,4,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,288,3,4,4,4,4,4,4,4,5,4
bigfive,Argentina,cultural,289,4,3,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,290,3,3,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,291,4,4,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,292,3,4,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,293,3,3,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,294,3,4,3,4,4,4,4,4,4,4
bigfive,Argentina,cultural,295,4,4,3,4,4,4,4,4,5,4
bigfive,Argentina,cultural,296,4,3,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,297,4,3,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,298,3,3,4,4,4,4,4,4,4,4
bigfive,Argentina,cultural,299,4,4,4,4,4,4,4,4,4,4
