domain,country,prompt_method,respondent_id,EXT1_para,EXT2_para,EST1_para,EST2_para,AGR1_para,AGR2_para,CSN1_para,CSN2_para,OPN1_para,OPN2_para
bigfive,Argentina,deep_persona,138,2,2,5,2,2,2,4,1,4,2
bigfive,Argentina,deep_persona,139,3,2,3,5,4,3,4,5,4,2
bigfive,Argentina,deep_persona,140,3,4,5,4,3,2,4,2,2,4
bigfive,Argentina,deep_persona,141,2,1,5,4,1,2,2,2,2,4
bigfive,Argentina,deep_persona,142,2,2,4,5,5,2,5,3,4,3
bigfive,Argentina,deep_persona,143,2,2,4,4,3,2,5,3,4,4
bigfive,Argentina,deep_persona,144,2,2,5,3,1,2,2,2,2,4
bigfive,Argentina,deep_persona,145,3,1,5,5,5,5,4,2,5,4
bigfive,Argentina,deep_persona,146,2,2,3,3,2,2,4,2,2,5
bigfive,Argentina,deep_persona,147,3,3,4,4,2,2,4,2,3,2
bigfive,Argentina,deep_persona,148,2,2,5,3,3,2,5,4,5,4
bigfive,Argentina,deep_persona,149,2,2,3,5,2,2,4,2,4,4
bigfive,Argentina,deep_persona,150,3,3,5,4,2,2,5,5,4,3
bigfive,Argentina,deep_persona,151,2,2,4,3,5,2,2,3,2,5
bigfive,Argentina,deep_persona,152,3,2,5,4,1,2,5,4,2,5
bigfive,Argentina,deep_persona,153,2,2,5,2,2,3,2,2,5,2
bigfive,Argentina,deep_persona,154,2,2,5,5,2,2,2,1,4,4
bigfive,Argentina,deep_persona,155,5,1,1,2,2,2,4,2,2,5
bigfive,Argentina,deep_persona,156,2,4,5,3,4,2,4,2,2,4
bigfive,Argentina,deep_persona,157,2,2,5,5,2,2,2,2,2,4
bigfive,Argentina,deep_persona,158,2,1,4,3,2,2,3,2,4,4
bigfive,Argentina,deep_persona,159,4,1,3,3,2,2,4,3,4,4
bigfive,Argentina,deep_persona,160,2,1,5,5,2,2,4,1,2,4
bigfive,Argentina,deep_persona,161,3,2,3,5,3,4,4,3,4,4
bigfive,Argentina,deep_persona,162,2,2,5,5,4,2,3,2,4,4
bigfive,Argentina,deep_persona,163,2,2,4,3,2,2,4,2,4,4
bigfive,Argentina,deep_persona,164,2,2,5,4,3,2,2,2,4,4
bigfive,Argentina,deep_persona,165,3,2,3,4,1,3,4,2,4,2
bigfive,Argentina,deep_persona,166,3,3,3,5,3,4,4,4,4,3
bigfive,Argentina,deep_persona,167,4,2,3,5,3,3,5,4,3,2
bigfive,Argentina,deep_persona,168,5,1,3,5,3,2,4,3,3,2
bigfive,Argentina,deep_persona,169,3,2,3,4,4,2,5,4,2,2
bigfive,Argentina,deep_persona,170,3,2,4,5,3,4,2,3,4,4
bigfive,Argentina,deep_persona,171,2,3,5,4,1,2,4,2,2,3
bigfive,Argentina,deep_persona,172,3,2,3,5,3,2,5,3,4,4
bigfive,Argentina,deep_persona,173,2,2,2,2,2,2,2,4,4,2
bigfive,Argentina,deep_persona,174,2,2,3,4,3,2,3,2,3,4
bigfive,Argentina,deep_persona,175,4,2,3,4,3,3,4,3,4,4
bigfive,Argentina,deep_persona,176,2,3,4,3,2,2,2,2,2,4
bigfive,Argentina,deep_persona,177,2,2,4,3,2,2,5,2,2,4
bigfive,Argentina,deep_persona,178,3,2,3,5,3,2,4,4,4,3
bigfive,Argentina,deep_persona,179,2,1,5,5,1,3,4,1,2,4
bigfive,Argentina,deep_persona,180,3,2,4,5,3,4,4,4,4,2
bigfive,Argentina,deep_persona,181,2,3,4,5,1,2,5,4,3,5
bigfive,Argentina,deep_persona,182,4,2,3,5,4,4,5,4,4,4
bigfive,Argentina,deep_persona,183,2,3,4,3,2,2,4,2,4,3
bigfive,Argentina,deep_persona,184,2,2,3,5,5,2,4,2,4,4
bigfive,Argentina,deep_persona,185,2,2,5,4,4,2,4,2,2,3
bigfive,Argentina,deep_persona,186,2,2,5,3,2,2,4,2,5,2
bigfive,Argentina,deep_persona,187,2,2,5,4,3,2,4,2,5,3
bigfive,Argentina,deep_persona,188,3,3,4,3,3,2,4,2,2,4
bigfive,Argentina,deep_persona,189,2,4,5,4,2,2,2,3,2,2
bigfive,Argentina,deep_persona,190,3,1,3,5,4,2,2,2,4,4
bigfive,Argentina,deep_persona,191,4,2,3,5,4,4,4,4,5,4
bigfive,Argentina,deep_persona,192,2,1,4,4,1,5,4,2,4,4
bigfive,Argentina,deep_persona,193,2,1,3,4,1,2,5,5,3,2
bigfive,Argentina,deep_persona,194,2,2,5,5,2,2,2,2,2,5
bigfive,Argentina,deep_persona,195,2,2,4,4,5,4,4,3,2,3
bigfive,Argentina,deep_persona,196,2,2,4,3,2,2,5,2,2,3
bigfive,Argentina,deep_persona,197,3,2,5,5,3,4,4,4,3,4
bigfive,Argentina,deep_persona,198,3,2,4,5,5,2,5,3,2,4
bigfive,Argentina,deep_persona,199,2,2,4,4,3,2,3,3,4,4
bigfive,Argentina,deep_persona,200,2,2,5,5,2,2,4,1,5,5
bigfive,Argentina,deep_persona,201,2,3,4,4,3,2,4,1,4,5
bigfive,Argentina,deep_persona,202,2,1,5,5,1,2,4,2,2,5
bigfive,Argentina,deep_persona,203,2,2,4,4,4,2,4,2,4,3
bigfive,Argentina,deep_persona,204,2,2,5,4,2,2,3,2,2,2
bigfive,Argentina,deep_persona,205,2,4,4,5,4,2,5,2,2,5
bigfive,Argentina,deep_persona,206,2,3,5,4,2,2,2,2,2,4
bigfive,Argentina,deep_persona,207,2,4,5,3,4,2,2,2,2,4
bigfive,Argentina,deep_persona,208,2,1,5,5,3,5,4,4,4,3
bigfive,Argentina,deep_persona,209,3,4,3,5,2,2,5,4,4,4
bigfive,Argentina,deep_persona,210,3,4,5,3,2,2,4,2,2,4
bigfive,Argentina,deep_persona,211,2,2,5,5,3,2,5,3,5,4
bigfive,Argentina,deep_persona,212,4,2,5,5,3,3,4,4,4,4
bigfive,Argentina,deep_persona,213,3,3,3,4,3,2,4,5,2,2
bigfive,Argentina,deep_persona,214,2,4,5,4,2,2,2,2,2,4
bigfive,Argentina,deep_persona,215,2,2,5,4,2,2,2,2,2,4
bigfive,Argentina,deep_persona,216,2,1,5,5,2,2,3,3,2,3
bigfive,Argentina,deep_persona,217,3,2,5,4,3,2,5,4,5,3
bigfive,Argentina,deep_persona,218,2,2,5,4,2,2,4,2,2,4
bigfive,Argentina,deep_persona,219,2,2,4,4,1,4,4,2,4,4
bigfive,Argentina,deep_persona,220,2,1,5,4,2,2,2,2,2,4
bigfive,Argentina,deep_persona,221,3,2,4,5,3,4,4,4,5,3
bigfive,Argentina,deep_persona,222,2,2,4,2,2,4,3,3,4,2
bigfive,Argentina,deep_persona,223,3,2,3,5,3,5,4,2,5,4
bigfive,Argentina,deep_persona,224,3,2,3,4,3,2,2,2,5,5
bigfive,Argentina,deep_persona,225,3,2,5,3,1,2,4,2,2,2
bigfive,Argentina,deep_persona,226,3,4,5,4,2,2,5,4,4,2
bigfive,Argentina,deep_persona,227,2,2,5,5,2,2,5,2,2,2
bigfive,Argentina,deep_persona,228,2,1,5,4,5,2,2,1,4,2
bigfive,Argentina,deep_persona,229,2,2,5,4,3,2,3,2,4,3
bigfive,Argentina,deep_persona,230,3,3,5,3,2,2,4,2,4,2
bigfive,Argentina,deep_persona,231,2,2,4,4,2,2,4,3,4,4
bigfive,Argentina,deep_persona,232,2,2,3,3,2,2,4,3,4,2
bigfive,Argentina,deep_persona,233,2,4,5,4,2,2,3,2,4,2
bigfive,Argentina,deep_persona,234,2,2,5,4,2,3,3,2,5,2
bigfive,Argentina,deep_persona,235,2,3,5,2,2,2,2,4,2,4
bigfive,Argentina,deep_persona,236,3,1,5,5,5,5,4,3,4,4
bigfive,Argentina,deep_persona,237,3,2,5,4,4,2,2,2,2,3
bigfive,Argentina,deep_persona,238,2,2,5,3,2,2,4,4,4,2
bigfive,Argentina,deep_persona,239,3,2,4,5,4,4,4,3,4,4
bigfive,Argentina,deep_persona,240,2,1,4,3,2,2,3,2,2,4
bigfive,Argentina,deep_persona,241,3,4,5,4,3,4,4,4,4,4
bigfive,Argentina,deep_persona,242,5,1,5,5,1,5,2,2,5,4
bigfive,Argentina,deep_persona,243,2,4,4,3,2,3,4,3,2,4
bigfive,Argentina,deep_persona,244,4,1,3,4,4,3,3,2,2,4
bigfive,Argentina,deep_persona,245,2,1,4,2,2,2,4,2,4,5
bigfive,Argentina,deep_persona,246,3,1,5,4,4,2,5,2,2,2
bigfive,Argentina,deep_persona,247,2,1,5,5,1,2,4,2,4,3
bigfive,Argentina,deep_persona,248,2,2,5,3,4,2,4,2,2,4
bigfive,Argentina,deep_persona,249,2,2,2,4,2,2,4,2,4,5
bigfive,Argentina,deep_persona,250,2,4,4,5,2,2,2,2,2,4
bigfive,Argentina,deep_persona,251,2,2,3,4,2,2,4,2,2,4
bigfive,Argentina,deep_persona,252,2,2,5,4,2,2,2,2,2,4
bigfive,Argentina,deep_persona,253,3,2,4,4,2,2,4,2,2,4
bigfive,Argentina,deep_persona,254,3,2,4,4,3,5,4,3,5,4
bigfive,Argentina,deep_persona,255,4,2,3,5,5,4,4,3,4,4
bigfive,Argentina,deep_persona,256,2,2,5,5,2,2,4,3,4,5
bigfive,Argentina,deep_persona,257,2,4,4,3,4,2,4,2,2,2
bigfive,Argentina,deep_persona,258,2,4,4,5,3,3,4,4,4,5
bigfive,Argentina,deep_persona,259,2,2,3,4,2,5,3,2,5,4
bigfive,Argentina,deep_persona,260,3,2,4,5,3,3,4,4,4,4
bigfive,Argentina,deep_persona,261,3,2,3,4,1,2,4,3,3,3
bigfive,Argentina,deep_persona,262,2,3,5,5,5,2,5,4,2,2
bigfive,Argentina,deep_persona,263,4,2,3,5,3,3,4,3,5,5
bigfive,Argentina,deep_persona,264,2,2,4,3,2,3,3,2,4,3
bigfive,Argentina,deep_persona,265,3,2,5,5,3,2,2,2,4,4
bigfive,Argentina,deep_persona,266,2,4,4,3,2,2,2,2,4,2
bigfive,Argentina,deep_persona,267,2,2,5,5,4,2,4,2,2,4
bigfive,Argentina,deep_persona,268,2,1,3,3,2,2,2,2,2,4
bigfive,Argentina,deep_persona,269,3,2,3,5,2,2,5,5,4,2
bigfive,Argentina,deep_persona,270,2,1,2,3,2,2,2,2,2,5
bigfive,Argentina,deep_persona,271,2,4,3,5,4,2,4,3,3,2
bigfive,Argentina,deep_persona,272,3,3,5,4,1,2,4,1,2,5
bigfive,Argentina,deep_persona,273,3,2,4,5,5,2,4,3,2,2
bigfive,Argentina,deep_persona,274,2,3,5,4,3,2,3,3,4,2
bigfive,Argentina,deep_persona,275,3,2,3,5,5,3,3,3,2,4
bigfive,Argentina,deep_persona,276,2,2,4,3,4,2,2,2,4,5
bigfive,Argentina,deep_persona,277,3,3,4,5,3,2,4,4,5,3
bigfive,Argentina,deep_persona,278,2,2,4,3,5,4,4,4,2,2
bigfive,Argentina,deep_persona,279,2,2,4,4,5,4,2,3,4,4
bigfive,Argentina,deep_persona,280,2,2,4,4,2,2,2,2,2,4
bigfive,Argentina,deep_persona,281,2,2,5,5,3,2,2,3,2,2
bigfive,Argentina,deep_persona,282,2,2,5,3,3,2,2,1,2,4
bigfive,Argentina,deep_persona,283,2,2,5,2,2,2,2,2,4,4
bigfive,Argentina,deep_persona,284,2,2,3,5,4,2,4,3,2,5
bigfive,Argentina,deep_persona,285,2,1,3,3,3,2,5,5,4,3
bigfive,Argentina,deep_persona,286,2,4,2,3,2,2,4,2,2,4
bigfive,Argentina,deep_persona,287,2,2,5,5,4,2,4,2,2,4
bigfive,Argentina,deep_persona,288,2,2,5,4,2,2,4,3,4,4
bigfive,Argentina,deep_persona,289,2,2,3,5,2,2,5,3,2,4
bigfive,Argentina,deep_persona,290,4,1,4,4,3,4,5,4,5,4
bigfive,Argentina,deep_persona,291,3,2,3,3,2,2,4,3,4,4
bigfive,Argentina,deep_persona,292,2,4,5,5,2,2,4,4,4,2
bigfive,Argentina,deep_persona,293,2,2,4,4,2,2,5,2,4,3
bigfive,Argentina,deep_persona,294,2,2,4,4,2,2,4,4,4,4
bigfive,Argentina,deep_persona,295,2,4,5,4,3,2,2,2,2,4
bigfive,Argentina,deep_persona,296,2,4,5,4,2,2,2,4,2,5
bigfive,Argentina,deep_persona,297,2,1,5,5,1,2,4,4,2,2
bigfive,Argentina,deep_persona,298,4,2,4,5,2,3,4,4,5,5
bigfive,Argentina,deep_persona,299,4,2,4,5,4,4,4,4,4,4
