domain,country,prompt_method,respondent_id,EXT1_para,EXT2_para,EST1_para,EST2_para,AGR1_para,AGR2_para,CSN1_para,CSN2_para,OPN1_para,OPN2_para
bigfive,Australia,deep_persona,79,4,1,5,5,5,5,4,4,5,5
bigfive,Australia,deep_persona,80,2,2,3,5,2,2,2,3,4,4
bigfive,Australia,deep_persona,81,2,4,5,3,2,2,2,2,5,2
bigfive,Australia,deep_persona,82,2,2,5,3,1,3,4,3,5,2
bigfive,Australia,deep_persona,83,2,4,5,4,3,2,2,3,2,4
bigfive,Australia,deep_persona,84,2,2,4,4,2,2,4,3,2,5
bigfive,Australia,deep_persona,85,2,4,3,5,2,2,4,1,4,5
bigfive,Australia,deep_persona,86,2,2,5,5,1,2,5,2,2,5
bigfive,Australia,deep_persona,87,3,2,4,5,3,4,5,4,4,4
bigfive,Australia,deep_persona,88,2,3,5,5,4,2,4,4,4,5
bigfive,Australia,deep_persona,89,2,2,2,4,2,2,3,2,2,2
bigfive,Australia,deep_persona,90,2,2,3,3,3,4,4,2,5,4
bigfive,Australia,deep_persona,91,2,2,5,3,2,2,4,2,2,4
bigfive,Australia,deep_persona,92,2,1,5,4,1,2,2,1,4,3
bigfive,Australia,deep_persona,93,3,2,5,5,3,2,5,4,2,4
bigfive,Australia,deep_persona,94,2,2,3,5,2,2,3,4,4,4
bigfive,Australia,deep_persona,95,2,2,3,3,2,2,4,3,2,2
bigfive,Australia,deep_persona,96,2,2,3,5,5,2,5,4,2,5
bigfive,Australia,deep_persona,97,2,1,3,3,3,5,5,3,2,1
bigfive,Australia,deep_persona,98,2,2,3,5,2,2,3,3,5,5
bigfive,Australia,deep_persona,99,3,4,5,3,4,2,5,1,2,4
bigfive,Australia,deep_persona,100,2,2,3,5,2,2,4,2,4,5
bigfive,Australia,deep_persona,101,2,2,5,3,4,2,4,2,2,2
bigfive,Australia,deep_persona,102,3,2,3,5,2,4,3,4,3,4
bigfive,Australia,deep_persona,103,2,2,3,3,2,2,4,2,2,4
bigfive,Australia,deep_persona,104,2,2,5,3,5,2,2,1,2,5
bigfive,Australia,deep_persona,105,3,2,5,5,5,2,4,2,3,5
bigfive,Australia,deep_persona,106,2,1,5,4,5,2,4,1,2,5
bigfive,Australia,deep_persona,107,2,2,5,5,4,2,4,3,2,5
bigfive,Australia,deep_persona,108,2,2,4,3,3,2,5,2,2,4
bigfive,Australia,deep_persona,109,2,2,4,3,2,2,4,2,4,2
bigfive,Australia,deep_persona,110,2,2,5,3,1,2,4,2,5,4
bigfive,Australia,deep_persona,111,2,2,4,4,3,2,4,2,4,4
bigfive,Australia,deep_persona,112,2,2,3,4,3,4,5,4,5,4
bigfive,Australia,deep_persona,113,3,3,4,3,2,2,4,2,5,2
bigfive,Australia,deep_persona,114,2,4,5,4,2,2,2,2,2,4
bigfive,Australia,deep_persona,115,2,2,5,4,4,2,2,2,4,2
bigfive,Australia,deep_persona,116,2,2,5,3,2,2,2,1,2,2
bigfive,Australia,deep_persona,117,3,4,5,5,5,2,5,2,2,4
bigfive,Australia,deep_persona,118,2,4,5,4,3,2,4,3,2,2
bigfive,Australia,deep_persona,119,2,2,5,3,4,2,2,2,2,4
bigfive,Australia,deep_persona,120,2,2,5,4,2,2,2,2,3,2
bigfive,Australia,deep_persona,121,2,4,5,4,5,2,5,3,2,4
bigfive,Australia,deep_persona,122,2,2,5,4,2,2,2,2,2,4
bigfive,Australia,deep_persona,123,3,3,5,5,4,2,4,4,2,5
bigfive,Australia,deep_persona,124,2,2,5,3,5,2,2,2,2,5
bigfive,Australia,deep_persona,125,2,1,5,5,3,5,4,3,5,5
bigfive,Australia,deep_persona,126,3,2,5,5,3,5,5,3,5,5
bigfive,Australia,deep_persona,127,2,2,5,4,2,2,3,2,4,4
bigfive,Australia,deep_persona,128,2,4,5,4,2,2,3,2,2,5
bigfive,Australia,deep_persona,129,2,1,5,2,2,2,4,1,4,2
bigfive,Australia,deep_persona,130,2,2,5,3,2,2,2,2,2,3
bigfive,Australia,deep_persona,131,4,2,4,5,4,4,4,4,4,5
bigfive,Australia,deep_persona,132,2,2,3,4,4,2,4,4,4,4
bigfive,Australia,deep_persona,133,2,2,5,4,3,2,4,3,4,2
bigfive,Australia,deep_persona,134,2,2,5,4,3,2,4,3,4,3
bigfive,Australia,deep_persona,135,2,2,5,3,5,2,4,1,2,4
bigfive,Australia,deep_persona,136,2,2,5,3,2,3,4,3,5,3
bigfive,Australia,deep_persona,137,2,2,3,4,5,5,4,2,5,5
bigfive,Australia,deep_persona,138,2,2,4,3,2,2,5,2,2,4
bigfive,Australia,deep_persona,139,2,3,5,3,2,2,4,2,5,4
bigfive,Australia,deep_persona,140,3,2,5,5,3,2,5,4,3,3
bigfive,Australia,deep_persona,141,2,4,5,4,3,2,4,3,2,4
bigfive,Australia,deep_persona,142,2,3,3,5,4,2,2,2,2,4
bigfive,Australia,deep_persona,143,2,2,5,5,5,2,5,4,4,4
bigfive,Australia,deep_persona,144,2,2,4,4,2,2,5,4,2,4
bigfive,Australia,deep_persona,145,2,2,5,3,1,2,2,2,2,5
bigfive,Australia,deep_persona,146,2,1,3,5,5,4,4,3,4,4
bigfive,Australia,deep_persona,147,2,2,3,3,2,2,3,2,2,3
bigfive,Australia,deep_persona,148,2,2,5,3,2,2,4,3,2,2
bigfive,Australia,deep_persona,149,2,2,5,3,1,2,5,3,4,4
bigfive,Australia,deep_persona,150,2,2,4,5,2,2,4,2,4,4
bigfive,Australia,deep_persona,151,2,2,5,4,2,2,4,5,2,4
bigfive,Australia,deep_persona,152,2,3,4,3,5,2,2,2,2,5
bigfive,Australia,deep_persona,153,3,4,4,3,2,2,5,3,2,2
bigfive,Australia,deep_persona,154,2,3,5,2,2,4,2,2,4,2
bigfive,Australia,deep_persona,155,2,3,3,5,2,2,2,2,2,4
bigfive,Australia,deep_persona,156,2,1,1,2,1,2,4,2,2,2
bigfive,Australia,deep_persona,157,2,4,5,4,4,2,5,3,2,5
bigfive,Australia,deep_persona,158,3,2,5,5,5,2,3,3,3,4
bigfive,Australia,deep_persona,159,2,1,4,3,2,2,4,1,2,2
bigfive,Australia,deep_persona,160,2,1,5,4,5,4,4,3,4,4
bigfive,Australia,deep_persona,161,2,1,1,5,2,2,2,1,2,2
bigfive,Australia,deep_persona,162,4,2,4,5,5,4,4,4,4,4
bigfive,Australia,deep_persona,163,2,2,5,5,3,2,3,3,4,4
bigfive,Australia,deep_persona,164,2,2,4,3,2,2,4,2,3,4
bigfive,Australia,deep_persona,165,2,2,5,4,3,2,2,2,4,5
bigfive,Australia,deep_persona,166,3,2,4,4,2,3,4,2,4,2
bigfive,Australia,deep_persona,167,2,2,5,3,2,4,3,4,4,4
bigfive,Australia,deep_persona,168,3,4,4,4,3,2,5,4,4,4
bigfive,Australia,deep_persona,169,2,2,4,3,1,3,4,2,5,5
bigfive,Australia,deep_persona,170,2,2,5,3,2,2,4,3,4,4
bigfive,Australia,deep_persona,171,3,2,4,5,3,3,4,4,4,5
bigfive,Australia,deep_persona,172,3,2,4,5,3,2,4,3,2,4
bigfive,Australia,deep_persona,173,2,2,5,3,3,2,2,2,2,4
bigfive,Australia,deep_persona,174,2,2,5,5,2,2,3,2,2,4
bigfive,Australia,deep_persona,175,2,2,3,5,2,3,4,3,2,4
bigfive,Australia,deep_persona,176,3,3,5,4,2,2,5,2,2,2
bigfive,Australia,deep_persona,177,2,2,3,5,5,2,4,4,3,4
bigfive,Australia,deep_persona,178,2,1,5,4,2,2,2,2,2,3
bigfive,Australia,deep_persona,179,2,2,5,5,3,2,5,4,2,4
bigfive,Australia,deep_persona,180,2,2,5,4,3,2,4,3,4,2
bigfive,Australia,deep_persona,181,2,4,4,3,2,4,2,4,4,4
bigfive,Australia,deep_persona,182,4,2,5,5,5,4,5,4,4,4
bigfive,Australia,deep_persona,183,3,2,5,4,5,2,4,5,4,4
bigfive,Australia,deep_persona,184,2,1,3,5,5,2,2,2,2,2
bigfive,Australia,deep_persona,185,2,2,5,4,3,2,4,2,3,2
bigfive,Australia,deep_persona,186,2,1,4,4,2,2,3,2,2,4
bigfive,Australia,deep_persona,187,2,1,4,3,5,5,2,2,4,2
bigfive,Australia,deep_persona,188,2,2,2,4,2,2,4,2,2,2
bigfive,Australia,deep_persona,189,2,1,3,5,5,2,5,4,3,3
bigfive,Australia,deep_persona,190,3,2,5,2,5,2,2,2,2,2
bigfive,Australia,deep_persona,191,2,2,4,3,2,2,2,2,2,4
bigfive,Australia,deep_persona,192,2,4,4,4,3,2,4,4,4,4
bigfive,Australia,deep_persona,193,1,4,5,3,4,1,2,1,1,5
bigfive,Australia,deep_persona,194,2,2,4,3,2,2,4,3,2,4
bigfive,Australia,deep_persona,195,2,2,3,5,2,2,2,2,2,5
bigfive,Australia,deep_persona,196,3,2,4,3,3,4,4,4,2,2
bigfive,Australia,deep_persona,197,2,2,3,3,1,2,4,2,2,2
bigfive,Australia,deep_persona,198,2,2,5,5,3,3,4,3,3,3
bigfive,Australia,deep_persona,199,3,2,2,5,5,2,5,2,3,5
bigfive,Australia,deep_persona,200,3,2,4,4,3,2,3,3,2,4
bigfive,Australia,deep_persona,201,2,2,3,5,2,2,3,2,5,3
bigfive,Australia,deep_persona,202,3,2,5,3,5,2,3,5,2,5
bigfive,Australia,deep_persona,203,2,1,5,5,5,2,5,2,2,5
bigfive,Australia,deep_persona,204,3,2,3,4,2,2,4,2,2,2
bigfive,Australia,deep_persona,205,2,2,4,3,2,2,4,2,2,4
bigfive,Australia,deep_persona,206,2,3,5,5,2,2,5,3,2,5
bigfive,Australia,deep_persona,207,3,4,5,4,2,2,2,2,2,4
bigfive,Australia,deep_persona,208,2,2,5,3,5,2,2,1,2,4
bigfive,Australia,deep_persona,209,3,1,5,5,5,5,4,3,3,3
bigfive,Australia,deep_persona,210,3,4,3,4,3,2,5,4,2,4
bigfive,Australia,deep_persona,211,2,4,5,3,2,2,3,2,2,4
bigfive,Australia,deep_persona,212,2,2,4,5,4,3,5,3,3,4
bigfive,Australia,deep_persona,213,3,2,3,5,4,2,4,4,4,4
bigfive,Australia,deep_persona,214,3,3,3,4,3,2,4,4,2,2
bigfive,Australia,deep_persona,215,2,2,5,4,4,2,2,2,4,4
bigfive,Australia,deep_persona,216,2,2,5,4,2,2,2,2,2,2
bigfive,Australia,deep_persona,217,2,1,5,5,2,2,3,3,2,3
bigfive,Australia,deep_persona,218,3,2,4,3,3,2,5,4,4,4
bigfive,Australia,deep_persona,219,2,2,5,4,2,2,4,2,2,4
bigfive,Australia,deep_persona,220,2,2,4,4,3,4,4,3,4,4
bigfive,Australia,deep_persona,221,2,1,5,4,2,2,2,2,2,2
bigfive,Australia,deep_persona,222,3,2,4,5,4,3,4,4,4,4
bigfive,Australia,deep_persona,223,2,2,4,4,3,4,4,2,4,2
bigfive,Australia,deep_persona,224,2,2,5,4,2,2,2,2,2,5
bigfive,Australia,deep_persona,225,2,2,4,4,3,2,2,3,4,5
bigfive,Australia,deep_persona,226,3,2,5,3,2,2,4,3,2,4
bigfive,Australia,deep_persona,227,2,4,5,4,3,2,4,3,4,4
bigfive,Australia,deep_persona,228,2,4,5,3,5,2,2,2,2,4
bigfive,Australia,deep_persona,229,2,1,5,2,5,2,2,1,5,1
bigfive,Australia,deep_persona,230,2,1,5,3,2,2,4,2,2,4
bigfive,Australia,deep_persona,231,2,2,5,3,2,2,4,4,2,2
bigfive,Australia,deep_persona,232,3,2,4,4,2,2,5,4,4,4
bigfive,Australia,deep_persona,233,2,1,3,3,2,2,4,2,4,2
bigfive,Australia,deep_persona,234,3,4,5,4,2,2,2,2,2,4
bigfive,Australia,deep_persona,235,2,2,5,3,2,1,2,2,4,2
bigfive,Australia,deep_persona,236,2,2,5,4,2,2,2,3,2,4
bigfive,Australia,deep_persona,237,3,2,5,5,5,5,4,3,5,5
bigfive,Australia,deep_persona,238,3,2,4,4,3,2,2,2,2,2
bigfive,Australia,deep_persona,239,2,2,5,4,3,2,5,4,4,2
bigfive,Australia,deep_persona,240,3,3,4,5,3,2,4,3,4,4
bigfive,Australia,deep_persona,241,2,2,3,4,2,2,2,2,2,3
bigfive,Australia,deep_persona,242,2,2,5,4,3,4,5,2,4,4
bigfive,Australia,deep_persona,243,5,1,5,5,3,4,2,3,5,5
bigfive,Australia,deep_persona,244,3,3,3,3,4,3,4,3,4,4
bigfive,Australia,deep_persona,245,2,1,4,4,3,4,3,2,3,3
bigfive,Australia,deep_persona,246,3,1,5,3,2,2,3,2,4,2
bigfive,Australia,deep_persona,247,2,1,5,5,2,2,5,2,2,3
bigfive,Australia,deep_persona,248,2,2,5,5,5,2,3,3,4,4
bigfive,Australia,deep_persona,249,2,2,4,4,2,2,3,2,2,4
bigfive,Australia,deep_persona,250,2,2,4,3,2,2,4,2,4,2
bigfive,Australia,deep_persona,251,2,2,2,4,2,2,4,2,5,4
bigfive,Australia,deep_persona,252,2,2,3,5,5,4,4,3,4,4
bigfive,Australia,deep_persona,253,2,2,5,4,5,4,3,3,4,5
bigfive,Australia,deep_persona,254,3,2,4,4,2,2,4,2,2,4
bigfive,Australia,deep_persona,255,3,2,4,4,3,5,4,2,4,4
bigfive,Australia,deep_persona,256,4,2,5,4,3,4,4,3,4,4
bigfive,Australia,deep_persona,257,2,2,5,5,2,2,4,3,4,3
bigfive,Australia,deep_persona,258,2,2,3,3,4,2,5,3,2,4
bigfive,Australia,deep_persona,259,2,2,4,5,3,4,4,4,4,3
bigfive,Australia,deep_persona,260,2,2,3,3,4,5,2,2,4,2
bigfive,Australia,deep_persona,261,3,2,5,5,3,2,4,4,4,4
bigfive,Australia,deep_persona,262,2,2,5,5,2,2,5,2,3,4
bigfive,Australia,deep_persona,263,2,3,5,4,4,2,5,4,4,2
bigfive,Australia,deep_persona,264,2,2,3,5,3,5,3,3,5,5
bigfive,Australia,deep_persona,265,2,2,5,3,2,3,2,2,4,2
bigfive,Australia,deep_persona,266,2,4,5,5,3,2,2,2,4,3
bigfive,Australia,deep_persona,267,2,4,4,3,4,2,2,2,4,2
bigfive,Australia,deep_persona,268,2,2,5,5,2,2,3,2,2,3
bigfive,Australia,deep_persona,269,4,2,3,5,5,5,4,2,5,4
bigfive,Australia,deep_persona,270,3,1,3,4,2,4,4,4,5,4
bigfive,Australia,deep_persona,271,2,1,2,2,4,2,2,2,2,5
bigfive,Australia,deep_persona,272,3,4,5,5,4,3,4,4,4,2
bigfive,Australia,deep_persona,273,2,2,5,3,2,2,4,3,2,2
bigfive,Australia,deep_persona,274,3,2,4,4,5,2,4,2,4,2
bigfive,Australia,deep_persona,275,2,2,4,4,5,2,4,2,4,2
bigfive,Australia,deep_persona,276,2,2,5,5,5,3,3,3,2,1
bigfive,Australia,deep_persona,277,2,2,4,3,3,2,2,3,4,5
bigfive,Australia,deep_persona,278,3,3,4,5,3,3,4,4,5,4
bigfive,Australia,deep_persona,279,2,2,2,5,2,2,5,3,4,3
bigfive,Australia,deep_persona,280,2,2,5,4,2,2,3,3,2,4
bigfive,Australia,deep_persona,281,2,2,4,3,2,2,4,4,4,4
bigfive,Australia,deep_persona,282,3,2,4,5,3,3,5,4,4,4
bigfive,Australia,deep_persona,283,2,2,3,3,2,2,3,2,2,4
bigfive,Australia,deep_persona,284,2,2,5,3,3,3,4,2,4,2
bigfive,Australia,deep_persona,285,2,2,4,3,2,2,4,2,2,4
bigfive,Australia,deep_persona,286,2,2,5,4,2,2,2,2,2,4
bigfive,Australia,deep_persona,287,2,4,5,3,4,2,4,2,4,3
bigfive,Australia,deep_persona,288,2,2,5,3,2,2,3,1,4,4
bigfive,Australia,deep_persona,289,2,3,4,3,5,2,3,2,2,3
bigfive,Australia,deep_persona,290,3,2,5,3,2,2,5,3,4,4
bigfive,Australia,deep_persona,291,2,1,3,5,3,4,5,4,5,4
bigfive,Australia,deep_persona,292,2,2,5,3,2,2,4,2,3,4
bigfive,Australia,deep_persona,293,2,2,3,5,3,5,4,3,4,4
bigfive,Australia,deep_persona,294,3,2,4,4,3,3,3,3,4,3
bigfive,Australia,deep_persona,295,2,2,5,2,1,2,4,2,2,4
bigfive,Australia,deep_persona,296,2,2,2,3,2,2,5,2,3,5
bigfive,Australia,deep_persona,297,2,2,5,3,2,2,2,2,2,2
bigfive,Australia,deep_persona,298,2,4,1,5,2,2,4,2,2,5
bigfive,Australia,deep_persona,299,2,2,5,4,2,2,2,2,2,2
