domain,country,prompt_method,respondent_id,Q45_para,Q46_para,Q57_para,Q184_para,Q218_para,Q254_para
wvs,Germany,opencharacter,134,2,2,2,5,3,3
wvs,Germany,opencharacter,135,2,2,2,5,3,3
wvs,Germany,opencharacter,136,2,3,2,5,3,3
wvs,Germany,opencharacter,137,2,2,2,6,1,3
wvs,Germany,opencharacter,138,2,2,2,5,1,3
wvs,Germany,opencharacter,139,2,2,2,6,3,3
wvs,Germany,opencharacter,140,2,3,2,5,2,3
wvs,Germany,opencharacter,141,2,2,2,3,3,3
wvs,Germany,opencharacter,142,2,2,2,6,3,3
wvs,Germany,opencharacter,143,2,2,2,4,3,3
wvs,Germany,opencharacter,144,2,2,2,6,3,3
wvs,Germany,opencharacter,145,2,3,2,6,3,3
wvs,Germany,opencharacter,146,2,2,2,6,3,3
wvs,Germany,opencharacter,147,2,2,2,6,3,3
wvs,Germany,opencharacter,148,2,2,2,4,1,3
wvs,Germany,opencharacter,149,2,2,2,6,1,3
wvs,Germany,opencharacter,150,2,2,2,7,3,3
wvs,Germany,opencharacter,151,2,2,2,5,3,3
wvs,Germany,opencharacter,152,2,3,2,5,3,3
wvs,Germany,opencharacter,153,2,2,2,5,3,3
wvs,Germany,opencharacter,154,2,3,2,6,3,3
wvs,Germany,opencharacter,155,2,2,2,5,1,3
wvs,Germany,opencharacter,156,2,3,2,7,3,3
wvs,Germany,opencharacter,157,2,3,2,6,3,3
wvs,Germany,opencharacter,158,2,2,2,6,3,3
wvs,Germany,opencharacter,159,2,2,2,5,3,3
wvs,Germany,opencharacter,160,2,2,2,5,3,3
wvs,Germany,opencharacter,161,2,2,2,6,3,3
wvs,Germany,opencharacter,162,2,3,2,1,3,3
wvs,Germany,opencharacter,163,2,2,2,6,3,3
wvs,Germany,opencharacter,164,2,2,2,6,3,3
wvs,Germany,opencharacter,165,2,2,2,7,3,3
wvs,Germany,opencharacter,166,2,3,2,5,3,3
wvs,Germany,opencharacter,167,2,2,2,6,3,3
wvs,Germany,opencharacter,168,2,2,2,6,3,3
wvs,Germany,opencharacter,169,2,2,2,6,3,3
wvs,Germany,opencharacter,170,2,2,2,6,3,3
wvs,Germany,opencharacter,171,2,3,2,6,3,3
wvs,Germany,opencharacter,172,2,2,2,6,2,3
wvs,Germany,opencharacter,173,2,2,2,5,3,3
wvs,Germany,opencharacter,174,2,2,2,4,3,3
wvs,Germany,opencharacter,175,2,2,2,5,3,3
wvs,Germany,opencharacter,176,2,3,2,5,3,3
wvs,Germany,opencharacter,177,2,2,2,6,3,3
wvs,Germany,opencharacter,178,2,3,2,4,3,3
wvs,Germany,opencharacter,179,2,2,2,5,3,3
wvs,Germany,opencharacter,180,2,2,2,3,3,3
wvs,Germany,opencharacter,181,2,2,2,6,3,3
wvs,Germany,opencharacter,182,2,3,2,5,3,3
wvs,Germany,opencharacter,183,2,2,2,6,3,3
wvs,Germany,opencharacter,184,2,2,2,5,3,3
wvs,Germany,opencharacter,185,2,2,2,5,1,3
wvs,Germany,opencharacter,186,2,3,2,7,3,3
wvs,Germany,opencharacter,187,2,2,2,6,3,3
wvs,Germany,opencharacter,188,2,2,2,5,3,2
wvs,Germany,opencharacter,189,2,2,2,6,1,3
wvs,Germany,opencharacter,190,2,2,2,5,1,3
wvs,Germany,opencharacter,191,2,2,2,7,3,3
wvs,Germany,opencharacter,192,2,3,2,6,3,3
wvs,Germany,opencharacter,193,2,2,2,6,3,3
wvs,Germany,opencharacter,194,2,2,2,6,3,3
wvs,Germany,opencharacter,195,2,2,2,6,1,3
wvs,Germany,opencharacter,196,2,2,2,5,3,3
wvs,Germany,opencharacter,197,2,2,2,7,3,3
wvs,Germany,opencharacter,198,2,3,2,7,3,3
wvs,Germany,opencharacter,199,2,2,2,5,3,3
wvs,Germany,opencharacter,200,2,2,2,6,3,3
wvs,Germany,opencharacter,201,2,3,2,3,3,3
wvs,Germany,opencharacter,202,2,3,2,6,3,3
wvs,Germany,opencharacter,203,2,3,2,4,3,3
wvs,Germany,opencharacter,204,2,2,2,5,3,3
wvs,Germany,opencharacter,205,2,2,2,6,2,3
wvs,Germany,opencharacter,206,2,3,2,5,3,3
wvs,Germany,opencharacter,207,2,3,2,6,1,3
wvs,Germany,opencharacter,208,2,2,2,6,2,3
wvs,Germany,opencharacter,209,2,2,2,6,1,3
wvs,Germany,opencharacter,210,2,3,2,4,3,3
wvs,Germany,opencharacter,211,2,2,2,5,3,3
wvs,Germany,opencharacter,212,2,2,2,6,3,3
wvs,Germany,opencharacter,213,2,2,2,6,3,3
wvs,Germany,opencharacter,214,2,2,2,5,3,3
wvs,Germany,opencharacter,215,2,2,2,6,3,3
wvs,Germany,opencharacter,216,2,2,2,5,3,3
wvs,Germany,opencharacter,217,2,2,2,5,2,3
wvs,Germany,opencharacter,218,2,2,2,6,3,3
wvs,Germany,opencharacter,219,2,2,2,6,2,3
wvs,Germany,opencharacter,220,2,2,2,4,3,3
wvs,Germany,opencharacter,221,2,2,2,6,3,3
wvs,Germany,opencharacter,222,2,2,2,6,3,3
wvs,Germany,opencharacter,223,2,2,2,6,1,3
wvs,Germany,opencharacter,224,2,2,2,5,1,3
wvs,Germany,opencharacter,225,2,2,2,7,3,3
wvs,Germany,opencharacter,226,2,3,2,5,3,3
wvs,Germany,opencharacter,227,2,2,2,5,1,3
wvs,Germany,opencharacter,228,2,2,2,5,3,3
wvs,Germany,opencharacter,229,2,3,2,3,3,3
wvs,Germany,opencharacter,230,2,2,2,5,3,3
wvs,Germany,opencharacter,231,2,2,2,6,3,3
wvs,Germany,opencharacter,232,2,2,2,4,3,3
wvs,Germany,opencharacter,233,2,2,2,6,1,3
wvs,Germany,opencharacter,234,2,2,2,6,3,3
wvs,Germany,opencharacter,235,2,2,2,6,3,3
wvs,Germany,opencharacter,236,2,2,2,4,3,3
wvs,Germany,opencharacter,237,2,2,2,6,1,3
wvs,Germany,opencharacter,238,2,2,2,4,3,3
wvs,Germany,opencharacter,239,2,2,2,6,3,3
wvs,Germany,opencharacter,240,2,2,2,5,2,3
wvs,Germany,opencharacter,241,2,3,2,6,3,3
wvs,Germany,opencharacter,242,2,2,2,6,3,3
wvs,Germany,opencharacter,243,2,2,2,4,3,3
wvs,Germany,opencharacter,244,2,2,2,7,3,3
wvs,Germany,opencharacter,245,2,3,2,4,3,3
wvs,Germany,opencharacter,246,2,3,2,5,3,3
wvs,Germany,opencharacter,247,2,2,2,2,3,3
wvs,Germany,opencharacter,248,2,2,2,6,3,3
wvs,Germany,opencharacter,249,2,2,2,5,3,3
wvs,Germany,opencharacter,250,2,3,2,5,2,3
wvs,Germany,opencharacter,251,2,2,2,5,3,3
wvs,Germany,opencharacter,252,2,2,2,6,3,3
wvs,Germany,opencharacter,253,2,2,2,6,3,3
wvs,Germany,opencharacter,254,2,2,2,7,3,3
wvs,Germany,opencharacter,255,2,3,2,4,3,3
wvs,Germany,opencharacter,256,2,2,2,6,1,3
wvs,Germany,opencharacter,257,2,2,2,4,1,3
wvs,Germany,opencharacter,258,2,3,2,5,3,3
wvs,Germany,opencharacter,259,2,2,2,3,3,3
wvs,Germany,opencharacter,260,2,2,2,4,3,3
wvs,Germany,opencharacter,261,2,2,2,6,3,3
wvs,Germany,opencharacter,262,2,2,2,5,3,3
wvs,Germany,opencharacter,263,2,2,2,6,2,3
wvs,Germany,opencharacter,264,2,2,2,6,3,3
wvs,Germany,opencharacter,265,2,2,2,7,3,3
wvs,Germany,opencharacter,266,2,3,2,6,3,3
wvs,Germany,opencharacter,267,2,2,2,7,3,3
wvs,Germany,opencharacter,268,2,2,2,5,3,3
wvs,Germany,opencharacter,269,2,2,2,4,3,3
wvs,Germany,opencharacter,270,2,2,2,7,3,3
wvs,Germany,opencharacter,271,2,2,2,6,1,3
wvs,Germany,opencharacter,272,2,2,2,6,1,3
wvs,Germany,opencharacter,273,2,2,2,7,3,3
wvs,Germany,opencharacter,274,2,2,2,6,3,3
wvs,Germany,opencharacter,275,2,2,2,6,3,3
wvs,Germany,opencharacter,276,2,2,2,7,1,3
wvs,Germany,opencharacter,277,2,2,2,5,1,3
wvs,Germany,opencharacter,278,2,2,2,6,3,3
wvs,Germany,opencharacter,279,2,3,2,6,3,3
wvs,Germany,opencharacter,280,2,2,2,5,3,3
wvs,Germany,opencharacter,281,2,2,2,6,3,3
wvs,Germany,opencharacter,282,2,2,2,6,3,3
wvs,Germany,opencharacter,283,2,2,2,5,3,3
wvs,Germany,opencharacter,284,2,2,2,5,3,3
wvs,Germany,opencharacter,285,2,2,2,5,1,3
wvs,Germany,opencharacter,286,2,2,2,5,3,3
wvs,Germany,opencharacter,287,2,2,2,6,1,3
wvs,Germany,opencharacter,288,2,3,2,6,3,3
wvs,Germany,opencharacter,289,2,2,2,5,3,3
wvs,Germany,opencharacter,290,2,2,2,5,3,3
wvs,Germany,opencharacter,291,2,3,2,6,3,3
wvs,Germany,opencharacter,292,2,2,2,5,3,3
wvs,Germany,opencharacter,293,2,2,2,4,3,3
wvs,Germany,opencharacter,294,2,2,2,6,3,3
wvs,Germany,opencharacter,295,2,2,2,6,1,3
wvs,Germany,opencharacter,296,2,2,2,5,3,3
wvs,Germany,opencharacter,297,2,3,2,4,3,3
wvs,Germany,opencharacter,298,2,3,2,6,3,3
wvs,Germany,opencharacter,299,2,2,2,6,1,3
